UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
101499, 1,  1,"R",269,"R",157
101499, 6,  6,"R",1,"R",1
101499,12, 12,"R",27,"R",19
101499,22, 22,"R",3,"R",3
101499,51, 51,"R",1,"R",1
101499,57, 57,"R",19,"R",9
101499,58,999,"R",320,"R",190
101499,99, 99,"R",320,"R",190
101505, 1,  1,"R",1550,"R",1055
101505, 5,  5,"R",1,"R",0
101505, 6,  6,"R",1,"R",0
101505,12, 12,"R",2,"R",1
101505,13, 13,"R",2,"R",0
101505,17, 17,"R",1,"R",1
101505,18, 18,"R",1,"R",0
101505,28, 28,"R",5,"R",1
101505,29, 29,"R",3,"R",1
101505,37, 37,"R",1,"R",1
101505,41, 41,"R",1,"R",0
101505,45, 45,"R",1,"R",0
101505,47, 47,"R",3,"R",1
101505,48, 48,"R",2,"R",1
101505,51, 51,"R",2,"R",1
101505,57, 57,"R",1,"R",0
101505,58,999,"R",1577,"R",1063
101505,90, 90,"R",15,"R",10
101505,99, 99,"R",1592,"R",1073
101514, 1,  1,"R",2140,"R",1284
101514, 6,  6,"R",1,"R",1
101514,12, 12,"R",3,"R",1
101514,13, 13,"R",5,"R",5
101514,20, 20,"R",1,"R",1
101514,21, 21,"R",1,"R",1
101514,22, 22,"R",1,"R",0
101514,28, 28,"R",2,"R",1
101514,29, 29,"R",1,"R",1
101514,36, 36,"R",2,"R",1
101514,39, 39,"R",1,"R",1
101514,42, 42,"R",1,"R",0
101514,45, 45,"R",2,"R",1
101514,47, 47,"R",34,"R",23
101514,48, 48,"R",2,"R",2
101514,53, 53,"R",1,"R",0
101514,55, 55,"R",1,"R",1
101514,58,999,"R",2199,"R",1324
101514,99, 99,"R",2199,"R",1324
101541, 1,  1,"R",64,"R",61
101541,12, 12,"R",5,"R",5
101541,13, 13,"R",2,"R",2
101541,22, 22,"R",2,"R",2
101541,28, 28,"R",3,"R",3
101541,37, 37,"R",1,"R",1
101541,58,999,"R",77,"R",74
101541,99, 99,"R",77,"R",74
101569, 1,  1,"R",747,"R",409
101569, 6,  6,"R",1,"R",1
101569,12, 12,"R",3,"R",1
101569,13, 13,"R",3,"R",3
101569,17, 17,"R",2,"R",1
101569,26, 26,"R",1,"R",1
101569,29, 29,"R",1,"R",1
101569,34, 34,"R",1,"R",1
101569,36, 36,"R",2,"R",2
101569,37, 37,"R",1,"Z",0
101569,47, 47,"R",4,"R",4
101569,48, 48,"R",1,"R",1
101569,53, 53,"R",1,"R",1
101569,58,999,"R",768,"R",426
101569,72, 72,"R",1,"R",1
101569,89,999,"R",1,"R",1
101569,90, 90,"R",2,"R",1
101569,99, 99,"R",771,"R",428
101587, 1,  1,"R",343,"R",297
101587,12, 12,"R",1,"R",1
101587,13, 13,"R",7,"R",6
101587,17, 17,"R",1,"R",1
101587,22, 22,"R",2,"R",2
101587,28, 28,"R",26,"R",17
101587,35, 35,"R",1,"R",1
101587,37, 37,"R",1,"R",1
101587,39, 39,"R",1,"R",0
101587,40, 40,"R",1,"R",1
101587,48, 48,"R",2,"R",2
101587,57, 57,"R",11,"R",1
101587,58,999,"R",397,"R",330
101587,99, 99,"R",397,"R",330
101602, 1,  1,"R",338,"R",244
101602,12, 12,"R",17,"R",15
101602,13, 13,"R",4,"R",4
101602,22, 22,"R",1,"R",1
101602,26, 26,"R",1,"R",1
101602,57, 57,"R",31,"R",19
101602,58,999,"R",392,"R",284
101602,99, 99,"R",392,"R",284
101648, 1,  1,"R",56,"R",51
101648, 2,  2,"R",2,"R",2
101648, 4,  4,"R",4,"R",4
101648, 5,  5,"R",2,"R",2
101648, 6,  6,"R",16,"R",15
101648, 8,  8,"R",3,"R",3
101648, 9,  9,"R",4,"R",4
101648,11, 11,"R",1,"R",1
101648,12, 12,"R",23,"R",23
101648,13, 13,"R",15,"R",14
101648,15, 15,"R",2,"R",2
101648,16, 16,"R",1,"R",1
101648,17, 17,"R",3,"R",3
101648,18, 18,"R",1,"R",1
101648,19, 19,"R",1,"R",1
101648,20, 20,"R",2,"R",2
101648,21, 21,"R",5,"R",5
101648,24, 24,"R",6,"R",6
101648,25, 25,"R",4,"R",4
101648,26, 26,"R",3,"R",3
101648,28, 28,"R",8,"R",8
101648,29, 29,"R",2,"R",2
101648,31, 31,"R",1,"R",1
101648,32, 32,"R",1,"R",1
101648,34, 34,"R",3,"R",3
101648,35, 35,"R",2,"R",1
101648,36, 36,"R",7,"R",6
101648,37, 37,"R",8,"R",8
101648,39, 39,"R",1,"R",1
101648,40, 40,"R",1,"R",1
101648,42, 42,"R",5,"R",5
101648,44, 44,"R",1,"R",1
101648,45, 45,"R",1,"R",1
101648,47, 47,"R",14,"R",14
101648,48, 48,"R",16,"R",15
101648,49, 49,"R",1,"R",1
101648,51, 51,"R",10,"R",10
101648,53, 53,"R",7,"R",7
101648,58,999,"R",243,"R",233
101648,78, 78,"R",1,"R",1
101648,89,999,"R",1,"R",1
101648,99, 99,"R",244,"R",234
101675, 1,  1,"R",219,"R",188
101675, 6,  6,"R",23,"R",23
101675,12, 12,"R",19,"R",18
101675,13, 13,"R",67,"R",63
101675,17, 17,"R",37,"R",35
101675,22, 22,"R",10,"R",10
101675,24, 24,"R",2,"R",1
101675,26, 26,"R",11,"R",9
101675,28, 28,"R",9,"R",9
101675,34, 34,"R",1,"R",1
101675,45, 45,"R",3,"R",3
101675,47, 47,"R",32,"R",32
101675,48, 48,"R",2,"R",2
101675,53, 53,"R",2,"R",1
101675,57, 57,"R",5,"R",5
101675,58,999,"R",442,"R",400
101675,66, 66,"R",1,"Z",0
101675,89,999,"R",1,"Z",0
101675,99, 99,"R",443,"R",400
101693, 1,  1,"R",165,"R",159
101693, 2,  2,"R",1,"R",1
101693, 4,  4,"R",1,"R",1
101693,12, 12,"R",23,"R",22
101693,13, 13,"R",5,"R",5
101693,18, 18,"R",1,"R",1
101693,22, 22,"R",2,"R",2
101693,26, 26,"R",1,"R",1
101693,28, 28,"R",15,"R",15
101693,37, 37,"R",1,"R",1
101693,47, 47,"R",2,"R",2
101693,48, 48,"R",4,"R",4
101693,55, 55,"R",1,"R",1
101693,58,999,"R",222,"R",215
101693,90, 90,"R",1,"R",1
101693,98, 98,"R",7,"A",
101693,99, 99,"R",230,"R",216
101709, 1,  1,"R",523,"R",417
101709,12, 12,"R",4,"R",3
101709,13, 13,"R",10,"R",9
101709,17, 17,"R",1,"R",1
101709,47, 47,"R",3,"R",2
101709,51, 51,"R",1,"R",1
101709,56, 56,"R",1,"R",1
101709,57, 57,"R",9,"R",1
101709,58,999,"R",552,"R",435
101709,99, 99,"R",552,"R",435
101736, 1,  1,"R",827,"R",545
101736,22, 22,"R",1,"R",0
101736,28, 28,"R",6,"R",3
101736,34, 34,"R",1,"R",1
101736,37, 37,"R",1,"R",1
101736,47, 47,"R",14,"R",12
101736,57, 57,"R",9,"R",7
101736,58,999,"R",859,"R",569
101736,98, 98,"R",1,"A",
101736,99, 99,"R",860,"R",569
101879, 1,  1,"R",935,"R",895
101879, 4,  4,"R",1,"R",1
101879, 5,  5,"R",2,"R",2
101879, 6,  6,"R",4,"R",4
101879, 8,  8,"R",2,"R",2
101879,12, 12,"R",3,"R",3
101879,13, 13,"R",5,"R",5
101879,17, 17,"R",2,"R",2
101879,21, 21,"R",1,"R",1
101879,24, 24,"R",1,"R",1
101879,25, 25,"R",2,"R",1
101879,26, 26,"R",1,"R",1
101879,28, 28,"R",8,"R",8
101879,29, 29,"R",2,"R",2
101879,37, 37,"R",1,"R",1
101879,39, 39,"R",2,"R",2
101879,40, 40,"R",1,"R",1
101879,45, 45,"R",2,"R",2
101879,47, 47,"R",75,"R",74
101879,48, 48,"R",3,"R",3
101879,51, 51,"R",2,"R",2
101879,54, 54,"R",1,"R",1
101879,57, 57,"R",22,"R",3
101879,58,999,"R",1078,"R",1017
101879,99, 99,"R",1078,"R",1017
101897, 1,  1,"R",729,"R",549
101897,13, 13,"R",6,"R",4
101897,58,999,"R",735,"R",553
101897,98, 98,"R",6,"A",
101897,99, 99,"R",741,"R",553
101912, 1,  1,"R",50,"R",46
101912, 4,  4,"R",2,"R",2
101912, 5,  5,"R",1,"R",1
101912, 6,  6,"R",32,"R",30
101912, 8,  8,"R",1,"R",1
101912, 9,  9,"R",7,"R",5
101912,10, 10,"R",1,"R",1
101912,12, 12,"R",44,"R",40
101912,13, 13,"R",40,"R",37
101912,17, 17,"R",7,"R",6
101912,18, 18,"R",3,"R",3
101912,21, 21,"R",2,"R",2
101912,22, 22,"R",3,"R",2
101912,24, 24,"R",23,"R",23
101912,25, 25,"R",1,"R",1
101912,26, 26,"R",21,"R",20
101912,27, 27,"R",2,"R",2
101912,28, 28,"R",2,"R",2
101912,29, 29,"R",3,"R",3
101912,31, 31,"R",1,"R",1
101912,34, 34,"R",6,"R",6
101912,36, 36,"R",44,"R",43
101912,37, 37,"R",12,"R",11
101912,39, 39,"R",6,"R",5
101912,42, 42,"R",15,"R",13
101912,45, 45,"R",7,"R",5
101912,47, 47,"R",12,"R",9
101912,48, 48,"R",7,"R",6
101912,51, 51,"R",5,"R",4
101912,54, 54,"R",2,"R",1
101912,55, 55,"R",1,"R",1
101912,58,999,"R",363,"R",332
101912,78, 78,"R",1,"R",1
101912,89,999,"R",1,"R",1
101912,90, 90,"R",44,"R",9
101912,99, 99,"R",408,"R",342
101949, 1,  1,"R",344,"R",277
101949,12, 12,"R",2,"R",2
101949,13, 13,"R",4,"R",4
101949,36, 36,"R",2,"R",0
101949,57, 57,"R",66,"R",60
101949,58,999,"R",418,"R",343
101949,99, 99,"R",418,"R",343
101958, 1,  1,"R",5,"Z",0
101958,58,999,"R",5,"Z",0
101958,78, 78,"R",1,"Z",0
101958,89,999,"R",1,"Z",0
101958,99, 99,"R",6,"Z",0
101994, 1,  1,"R",87,"R",50
101994,12, 12,"R",1,"R",1
101994,47, 47,"R",1,"Z",0
101994,57, 57,"R",5,"R",5
101994,58,999,"R",94,"R",56
101994,99, 99,"R",94,"R",56
102030, 1,  1,"R",905,"R",405
102030,12, 12,"R",12,"R",6
102030,22, 22,"R",4,"R",4
102030,28, 28,"R",15,"R",8
102030,37, 37,"R",1,"R",0
102030,57, 57,"R",2,"R",0
102030,58,999,"R",939,"R",423
102030,90, 90,"R",10,"R",2
102030,99, 99,"R",949,"R",425
102049, 1,  1,"R",205,"R",203
102049, 4,  4,"R",2,"R",2
102049, 5,  5,"R",1,"R",1
102049, 6,  6,"R",9,"R",9
102049, 8,  8,"R",3,"R",3
102049, 9,  9,"R",1,"R",1
102049,11, 11,"R",1,"R",1
