unitid,year,n_awards,n_awards_total,cosme_ratio
459301,2010,38,38,1.0
459301,2011,36,36,1.0
459301,2012,74,74,1.0
459301,2013,85,85,1.0
459301,2014,69,69,1.0
459301,2015,69,69,1.0
459301,2016,67,67,1.0
459301,2017,57,57,1.0
459301,2018,43,43,1.0
459301,2019,52,52,1.0
459338,2010,61,61,1.0
459338,2012,34,49,0.6938775510204082
459338,2013,62,75,0.8266666666666667
459338,2014,27,38,0.7105263157894737
459338,2015,67,80,0.8375
459347,2010,24,24,1.0
459347,2011,50,50,1.0
459347,2012,68,68,1.0
459347,2013,42,42,1.0
459347,2014,22,22,1.0
459347,2015,22,22,1.0
459347,2016,23,23,1.0
459347,2017,21,21,1.0
459347,2018,33,33,1.0
459347,2019,31,31,1.0
459365,2010,16,16,1.0
459365,2011,14,14,1.0
459365,2012,19,19,1.0
459365,2013,18,18,1.0
459365,2014,28,28,1.0
459365,2015,20,20,1.0
459365,2016,12,12,1.0
459365,2017,20,20,1.0
459365,2018,14,14,1.0
459374,2010,38,52,0.7307692307692307
459374,2011,40,54,0.7407407407407407
459374,2012,97,126,0.7698412698412699
459374,2013,51,68,0.75
459374,2014,61,78,0.782051282051282
459374,2015,105,149,0.7046979865771812
459374,2016,152,221,0.6877828054298643
459374,2017,96,110,0.8727272727272727
459374,2018,62,67,0.9253731343283582
459374,2019,90,113,0.7964601769911505
459392,2010,52,52,1.0
459392,2011,52,52,1.0
459392,2012,61,61,1.0
459392,2013,88,88,1.0
459392,2014,85,85,1.0
459392,2015,70,70,1.0
459392,2016,68,68,1.0
459392,2017,88,88,1.0
459392,2018,79,79,1.0
459392,2019,110,110,1.0
459426,2010,31,31,1.0
459426,2011,49,49,1.0
459426,2012,73,73,1.0
459426,2013,77,77,1.0
459426,2014,76,76,1.0
459426,2015,81,81,1.0
459426,2016,48,48,1.0
459426,2017,66,66,1.0
459426,2018,81,81,1.0
459426,2019,99,99,1.0
459453,2010,47,47,1.0
459453,2011,40,40,1.0
459453,2012,61,61,1.0
459453,2013,58,58,1.0
459453,2014,65,65,1.0
459453,2015,73,73,1.0
459471,2010,12,12,1.0
459471,2011,17,17,1.0
459471,2012,22,22,1.0
459471,2013,20,20,1.0
459471,2014,13,13,1.0
459471,2015,13,13,1.0
459471,2016,10,10,1.0
459471,2017,1,1,1.0
459480,2010,9,9,1.0
459480,2011,13,13,1.0
459480,2012,27,27,1.0
459480,2013,20,20,1.0
459480,2014,15,15,1.0
459480,2015,11,11,1.0
459480,2016,13,13,1.0
459480,2017,10,10,1.0
459523,2010,100,100,1.0
459523,2011,62,62,1.0
459523,2012,62,62,1.0
459523,2013,42,42,1.0
459523,2014,23,23,1.0
459523,2015,26,26,1.0
459523,2017,45,45,1.0
459523,2018,52,52,1.0
459523,2019,22,22,1.0
459532,2010,89,89,1.0
459532,2011,93,93,1.0
459532,2012,70,70,1.0
459532,2013,74,74,1.0
459532,2014,67,67,1.0
459532,2015,50,50,1.0
459532,2016,40,40,1.0
459532,2017,37,37,1.0
459532,2018,49,49,1.0
459532,2019,41,41,1.0
459541,2010,27,27,1.0
459541,2011,20,20,1.0
459541,2012,25,25,1.0
459541,2013,29,29,1.0
459541,2014,18,18,1.0
459541,2015,15,15,1.0
459541,2016,13,13,1.0
459541,2017,15,15,1.0
459541,2018,11,11,1.0
459541,2019,12,12,1.0
459550,2010,72,72,1.0
459550,2011,69,69,1.0
459550,2012,112,112,1.0
459550,2013,101,101,1.0
459550,2014,108,108,1.0
459550,2015,99,99,1.0
459550,2016,97,97,1.0
459550,2017,85,85,1.0
459550,2018,79,79,1.0
459550,2019,70,70,1.0
459569,2010,9,9,1.0
459569,2012,6,6,1.0
459569,2013,10,10,1.0
459569,2014,9,9,1.0
459578,2010,57,57,1.0
459578,2011,73,73,1.0
459578,2012,88,88,1.0
459578,2013,70,70,1.0
459578,2014,91,91,1.0
459578,2015,65,65,1.0
459578,2016,45,45,1.0
459578,2017,49,49,1.0
459578,2018,34,34,1.0
459578,2019,50,50,1.0
459967,2010,23,35,0.6571428571428571
459967,2011,78,117,0.6666666666666666
459967,2012,98,184,0.532608695652174
459976,2010,24,24,1.0
459976,2011,38,38,1.0
459976,2012,61,61,1.0
460002,2010,4,4,1.0
460002,2011,36,36,1.0
460002,2012,38,38,1.0
460002,2013,54,54,1.0
460002,2014,61,61,1.0
460002,2015,68,68,1.0
460011,2010,9,9,1.0
460011,2012,90,90,1.0
460011,2013,75,75,1.0
460011,2014,77,77,1.0
460011,2015,63,63,1.0
460011,2016,68,68,1.0
460011,2017,99,99,1.0
460011,2018,96,96,1.0
460011,2019,84,84,1.0
460057,2010,12,12,1.0
460057,2011,5,5,1.0
460057,2012,23,23,1.0
460057,2013,29,29,1.0
460057,2014,10,10,1.0
460057,2015,10,10,1.0
460057,2016,19,19,1.0
460057,2017,29,29,1.0
460066,2010,58,58,1.0
460066,2011,73,73,1.0
460066,2012,71,71,1.0
460066,2013,58,58,1.0
460066,2014,39,39,1.0
460066,2015,49,49,1.0
460446,2010,128,128,1.0
460446,2011,150,150,1.0
460446,2012,193,193,1.0
460446,2013,169,169,1.0
460446,2014,129,129,1.0
460446,2015,134,134,1.0
460446,2016,70,70,1.0
460446,2017,50,50,1.0
460446,2018,57,57,1.0
460446,2019,105,105,1.0
460491,2011,19,19,1.0
460507,2010,23,23,1.0
460507,2011,51,51,1.0
460516,2012,77,77,1.0
460516,2013,64,64,1.0
460516,2014,66,66,1.0
460516,2015,89,89,1.0
460516,2016,70,70,1.0
460516,2017,48,48,1.0
460516,2018,55,55,1.0
460516,2019,56,56,1.0
460534,2012,76,76,1.0
460534,2013,158,158,1.0
460534,2014,252,252,1.0
460534,2015,211,211,1.0
460534,2016,160,160,1.0
460534,2017,163,163,1.0
460534,2018,130,130,1.0
460534,2019,121,121,1.0
460561,2010,23,23,1.0
460561,2011,12,12,1.0
460561,2012,14,14,1.0
460561,2013,29,29,1.0
460561,2014,40,40,1.0
460561,2015,39,39,1.0
460561,2016,43,43,1.0
460631,2010,42,59,0.711864406779661
460631,2011,69,102,0.6764705882352942
460631,2012,67,89,0.7528089887640449
460631,2013,84,93,0.9032258064516129
460631,2014,82,83,0.9879518072289156
460631,2015,76,89,0.8539325842696629
460686,2011,156,156,1.0
460686,2012,50,50,1.0
460686,2013,142,142,1.0
460701,2011,6,6,1.0
460701,2012,57,57,1.0
460701,2013,80,80,1.0
460701,2014,96,96,1.0
460701,2015,76,76,1.0
460701,2016,64,64,1.0
460701,2017,55,55,1.0
460701,2018,46,46,1.0
460701,2019,68,77,0.8831168831168831
460710,2011,71,71,1.0
460710,2012,128,128,1.0
460710,2013,125,125,1.0
460710,2014,83,83,1.0
460710,2015,102,102,1.0
460765,2011,1,1,1.0
460765,2012,9,9,1.0
460765,2013,16,16,1.0
460765,2014,29,29,1.0
460765,2015,36,36,1.0
460765,2016,23,23,1.0
460765,2017,23,23,1.0
460765,2018,18,18,1.0
460765,2019,19,19,1.0
460844,2011,4,4,1.0
460862,2011,102,102,1.0
460862,2012,151,151,1.0
460862,2013,161,161,1.0
460862,2014,187,187,1.0
460862,2015,124,124,1.0
460862,2016,115,115,1.0
460862,2017,97,97,1.0
460862,2018,111,111,1.0
460862,2019,84,84,1.0
460905,2011,29,29,1.0
460905,2012,49,49,1.0
460905,2013,31,31,1.0
460905,2014,37,37,1.0
460905,2015,38,38,1.0
460905,2016,28,28,1.0
460914,2011,115,115,1.0
460914,2012,170,170,1.0
460914,2013,153,153,1.0
460914,2014,167,167,1.0
460914,2015,173,173,1.0
460914,2016,145,145,1.0
460914,2017,239,239,1.0
460914,2018,82,82,1.0
460914,2019,255,255,1.0
460932,2011,47,47,1.0
460932,2012,54,54,1.0
460932,2013,57,57,1.0
460932,2014,55,55,1.0
460932,2015,60,60,1.0
460932,2016,53,53,1.0
460932,2017,57,57,1.0
460932,2018,64,64,1.0
460932,2019,72,72,1.0
460969,2011,173,173,1.0
460969,2012,108,108,1.0
460969,2013,295,295,1.0
460969,2014,165,165,1.0
460969,2015,177,177,1.0
460969,2016,158,158,1.0
460969,2017,155,155,1.0
460969,2018,119,119,1.0
460969,2019,155,155,1.0
460978,2011,136,136,1.0
460978,2012,140,140,1.0
460978,2013,140,140,1.0
460978,2014,110,110,1.0
460978,2015,101,101,1.0
460978,2016,104,104,1.0
460978,2017,127,127,1.0
460978,2018,129,129,1.0
460978,2019,126,126,1.0
460987,2011,50,50,1.0
460987,2012,43,43,1.0
460987,2013,52,52,1.0
460987,2014,50,50,1.0
460987,2015,59,59,1.0
460987,2016,68,68,1.0
460987,2017,80,80,1.0
460987,2018,84,84,1.0
460987,2019,78,78,1.0
460996,2011,62,62,1.0
460996,2012,65,65,1.0
460996,2013,70,70,1.0
460996,2014,76,76,1.0
460996,2015,51,51,1.0
460996,2016,66,66,1.0
460996,2017,69,69,1.0
460996,2018,101,101,1.0
460996,2019,98,98,1.0
461111,2011,25,25,1.0
461111,2012,25,25,1.0
461111,2013,31,31,1.0
461111,2014,26,26,1.0
461111,2015,20,20,1.0
461111,2016,28,28,1.0
461111,2017,22,22,1.0
461111,2018,26,26,1.0
461111,2019,16,16,1.0
461175,2011,237,237,1.0
461175,2012,164,164,1.0
461175,2013,216,216,1.0
461175,2014,177,177,1.0
461175,2015,144,144,1.0
461175,2016,154,154,1.0
461175,2017,147,147,1.0
461175,2018,145,145,1.0
461175,2019,269,269,1.0
461184,2011,8,8,1.0
461184,2012,11,11,1.0
461193,2011,3,3,1.0
461193,2012,60,60,1.0
461193,2013,59,59,1.0
461193,2014,122,122,1.0
461193,2015,153,153,1.0
461193,2016,162,162,1.0
461193,2017,151,151,1.0
461193,2018,138,138,1.0
461193,2019,160,160,1.0
461227,2011,27,27,1.0
461227,2012,27,27,1.0
461227,2013,54,54,1.0
461227,2014,65,65,1.0
461227,2015,53,53,1.0
461227,2016,47,47,1.0
461227,2017,29,29,1.0
461227,2018,26,26,1.0
461272,2011,24,24,1.0
461272,2012,20,20,1.0
461272,2013,25,25,1.0
461272,2014,50,50,1.0
461272,2015,45,45,1.0
461272,2016,49,49,1.0
461272,2017,53,53,1.0
461272,2018,52,52,1.0
461272,2019,32,32,1.0
461290,2011,51,51,1.0
461290,2012,91,91,1.0
461290,2013,53,53,1.0
461290,2014,50,50,1.0
461290,2015,49,49,1.0
461290,2016,54,58,0.9310344827586207
461290,2017,42,46,0.9130434782608695
461290,2018,39,41,0.9512195121951219
461290,2019,35,43,0.813953488372093
461342,2011,96,96,1.0
461342,2012,59,59,1.0
461342,2013,36,36,1.0
461342,2014,57,57,1.0
461342,2015,57,57,1.0
461342,2016,48,48,1.0
461342,2017,68,68,1.0
461342,2018,84,84,1.0
461342,2019,72,72,1.0
461360,2011,9,9,1.0
461360,2012,12,12,1.0
461360,2013,13,13,1.0
461360,2014,16,16,1.0
461360,2015,25,25,1.0
461360,2016,17,17,1.0
461360,2017,15,15,1.0
461360,2018,13,13,1.0
461388,2011,28,28,1.0
461388,2012,36,36,1.0
461388,2013,34,34,1.0
461388,2014,13,13,1.0
461388,2015,17,17,1.0
461388,2016,21,21,1.0
461388,2017,12,12,1.0
461388,2018,15,15,1.0
461388,2019,24,24,1.0
461397,2011,141,161,0.8757763975155279
461397,2012,168,209,0.8038277511961722
461397,2013,173,196,0.8826530612244898
461397,2014,186,242,0.768595041322314
461397,2015,117,147,0.7959183673469388
461403,2011,8,8,1.0
461403,2012,8,8,1.0
461403,2013,12,12,1.0
461403,2014,17,17,1.0
461421,2011,170,170,1.0
461421,2012,89,89,1.0
461421,2013,161,161,1.0
461421,2014,128,128,1.0
461421,2015,131,131,1.0
461421,2016,114,114,1.0
461421,2017,115,115,1.0
461421,2018,110,110,1.0
461421,2019,117,117,1.0
461449,2011,93,93,1.0
461449,2012,95,95,1.0
461449,2013,77,77,1.0
461449,2014,89,89,1.0
461449,2015,91,91,1.0
461449,2016,98,98,1.0
461449,2017,74,74,1.0
461458,2011,46,46,1.0
461458,2012,40,40,1.0
461458,2013,35,35,1.0
461458,2014,35,35,1.0
461467,2011,8,8,1.0
461467,2012,33,33,1.0
461476,2011,46,46,1.0
461476,2012,19,19,1.0
461476,2013,21,21,1.0
461476,2014,7,7,1.0
461476,2015,16,16,1.0
461494,2011,60,60,1.0
461494,2012,65,65,1.0
461494,2013,87,87,1.0
461494,2014,97,97,1.0
461494,2015,62,62,1.0
461494,2016,61,61,1.0
461494,2017,80,80,1.0
461494,2018,83,83,1.0
461494,2019,86,86,1.0
461500,2011,7,7,1.0
461500,2012,11,11,1.0
461500,2013,14,14,1.0
461500,2014,20,20,1.0
461500,2015,40,40,1.0
461500,2016,37,37,1.0
461500,2017,22,22,1.0
461500,2018,14,14,1.0
461500,2019,17,17,1.0
461537,2011,6,6,1.0
461537,2012,12,12,1.0
461537,2013,12,12,1.0
461537,2014,12,12,1.0
461537,2015,16,16,1.0
461537,2016,4,4,1.0
461537,2017,27,27,1.0
461537,2018,16,16,1.0
461537,2019,15,15,1.0
461546,2011,32,32,1.0
461546,2012,34,34,1.0
461546,2013,31,31,1.0
461546,2014,24,24,1.0
461546,2015,30,30,1.0
461546,2016,10,12,0.8333333333333334
461546,2017,9,9,1.0
461546,2018,11,19,0.5789473684210527
461555,2011,89,89,1.0
461555,2012,64,64,1.0
461555,2013,101,101,1.0
461555,2014,113,113,1.0
461555,2015,113,113,1.0
461555,2016,92,92,1.0
461555,2017,93,93,1.0
461555,2018,78,78,1.0
461555,2019,91,91,1.0
461564,2011,11,11,1.0
461564,2012,3,3,1.0
461564,2013,30,30,1.0
461564,2014,28,28,1.0
461564,2015,9,9,1.0
461564,2016,11,11,1.0
461564,2017,14,14,1.0
461564,2018,14,14,1.0
461582,2011,72,72,1.0
461582,2012,98,98,1.0
461582,2013,101,101,1.0
461582,2014,84,84,1.0
461582,2015,80,80,1.0
461582,2016,162,162,1.0
461582,2017,87,87,1.0
461582,2018,97,97,1.0
461582,2019,103,103,1.0
461591,2011,32,32,1.0
461591,2012,42,42,1.0
461591,2013,85,85,1.0
461591,2014,68,68,1.0
461591,2015,75,75,1.0
461591,2016,70,70,1.0
461591,2017,68,68,1.0
461591,2018,60,60,1.0
461591,2019,69,69,1.0
461607,2011,24,24,1.0
461607,2012,39,39,1.0
461607,2013,53,53,1.0
461607,2014,60,60,1.0
461607,2015,44,44,1.0
461607,2016,39,39,1.0
461607,2017,62,62,1.0
461607,2018,43,43,1.0
461607,2019,55,55,1.0
461616,2011,33,33,1.0
461616,2012,54,54,1.0
461616,2013,27,27,1.0
461652,2011,16,16,1.0
461652,2012,25,25,1.0
461652,2013,27,27,1.0
461652,2014,19,19,1.0
461652,2015,27,27,1.0
461652,2016,21,21,1.0
461652,2017,15,15,1.0
461652,2018,39,39,1.0
461652,2019,43,43,1.0
461698,2011,86,86,1.0
461698,2012,45,45,1.0
461698,2013,45,45,1.0
461698,2014,56,56,1.0
461698,2015,92,92,1.0
461698,2016,67,67,1.0
461698,2017,66,66,1.0
461704,2011,94,94,1.0
461704,2012,94,94,1.0
461704,2013,99,99,1.0
461704,2014,89,89,1.0
461704,2015,107,107,1.0
461704,2016,91,91,1.0
461704,2017,77,77,1.0
461704,2018,86,86,1.0
461704,2019,108,108,1.0
461713,2011,28,28,1.0
461713,2012,36,36,1.0
461713,2013,45,45,1.0
461713,2014,42,42,1.0
461713,2015,42,42,1.0
461713,2016,28,28,1.0
461713,2017,42,42,1.0
461713,2018,55,55,1.0
461713,2019,44,44,1.0
461722,2011,30,30,1.0
461722,2012,27,27,1.0
461722,2013,37,37,1.0
461722,2014,47,47,1.0
461722,2015,30,30,1.0
461722,2016,26,26,1.0
461722,2017,30,30,1.0
461722,2018,23,23,1.0
461722,2019,26,26,1.0
461731,2011,26,26,1.0
461731,2012,29,29,1.0
461731,2013,40,40,1.0
461731,2014,20,20,1.0
461731,2015,17,17,1.0
461731,2016,30,30,1.0
461731,2017,26,26,1.0
461731,2018,7,7,1.0
461740,2011,34,34,1.0
461740,2012,38,38,1.0
461740,2013,30,30,1.0
461740,2014,5,5,1.0
461740,2015,14,14,1.0
461740,2016,12,12,1.0
461740,2017,13,13,1.0
461740,2018,10,10,1.0
461740,2019,10,10,1.0
461768,2011,117,117,1.0
461768,2012,161,161,1.0
461768,2013,142,142,1.0
461768,2014,184,184,1.0
461768,2015,131,131,1.0
461768,2016,130,130,1.0
461768,2017,194,194,1.0
461768,2018,141,141,1.0
461768,2019,194,194,1.0
461786,2011,11,11,1.0
461786,2012,28,28,1.0
461786,2013,30,30,1.0
461786,2014,21,21,1.0
461786,2015,26,26,1.0
461786,2016,21,21,1.0
461786,2017,21,21,1.0
461786,2018,8,8,1.0
461786,2019,17,17,1.0
461801,2011,14,14,1.0
461801,2012,15,15,1.0
461801,2013,32,32,1.0
461801,2014,17,17,1.0
461801,2015,48,48,1.0
461801,2016,35,35,1.0
461801,2017,47,47,1.0
461801,2018,34,34,1.0
461810,2011,115,115,1.0
461810,2012,66,66,1.0
461810,2013,24,24,1.0
461810,2014,64,64,1.0
461810,2015,72,72,1.0
461810,2016,57,57,1.0
461810,2017,62,62,1.0
461810,2018,23,23,1.0
461810,2019,46,46,1.0
461829,2011,112,112,1.0
461829,2012,126,126,1.0
461829,2013,136,136,1.0
461829,2014,149,149,1.0
461829,2015,203,203,1.0
461829,2016,226,226,1.0
461829,2017,196,196,1.0
461829,2018,184,184,1.0
461829,2019,171,171,1.0
461838,2011,262,262,1.0
461838,2012,117,117,1.0
461838,2013,111,111,1.0
461838,2014,152,152,1.0
461838,2015,107,107,1.0
461838,2016,127,127,1.0
461838,2017,128,128,1.0
461838,2018,125,125,1.0
461838,2019,174,174,1.0
461874,2012,17,17,1.0
461874,2013,40,40,1.0
461874,2014,43,43,1.0
461874,2015,40,40,1.0
461874,2016,27,27,1.0
461874,2017,37,37,1.0
461874,2018,40,40,1.0
461874,2019,40,40,1.0
461908,2011,43,43,1.0
461908,2012,37,37,1.0
461908,2013,61,61,1.0
461908,2014,70,70,1.0
461908,2015,55,55,1.0
461908,2016,53,53,1.0
461908,2017,64,64,1.0
461908,2018,49,49,1.0
461908,2019,54,54,1.0
461917,2011,77,77,1.0
461917,2012,94,94,1.0
461917,2013,99,99,1.0
461917,2014,75,75,1.0
461917,2015,92,92,1.0
461917,2016,69,69,1.0
461917,2017,62,62,1.0
461917,2018,99,99,1.0
461917,2019,60,60,1.0
461926,2011,54,54,1.0
461926,2012,92,92,1.0
461926,2013,60,60,1.0
461926,2014,72,72,1.0
461926,2015,65,65,1.0
461926,2016,69,69,1.0
461926,2017,77,77,1.0
461926,2018,84,84,1.0
461926,2019,81,81,1.0
461935,2011,6,6,1.0
461935,2012,12,12,1.0
461935,2013,21,21,1.0
461935,2014,14,14,1.0
461935,2015,17,17,1.0
461935,2016,17,17,1.0
461944,2011,60,60,1.0
461944,2012,34,34,1.0
461944,2013,42,42,1.0
461944,2014,42,42,1.0
461944,2015,40,40,1.0
461944,2016,43,43,1.0
461944,2017,20,20,1.0
461944,2018,33,33,1.0
461944,2019,30,30,1.0
461971,2011,20,20,1.0
461971,2012,19,19,1.0
461971,2013,13,13,1.0
461971,2014,5,5,1.0
461971,2015,23,23,1.0
461980,2011,77,77,1.0
461980,2012,86,86,1.0
461980,2013,113,113,1.0
461980,2014,72,72,1.0
461980,2015,92,92,1.0
461980,2016,93,93,1.0
461999,2011,15,15,1.0
461999,2012,8,8,1.0
461999,2013,11,11,1.0
461999,2014,17,17,1.0
461999,2015,23,23,1.0
461999,2016,15,15,1.0
461999,2017,25,25,1.0
461999,2018,25,25,1.0
461999,2019,36,36,1.0
462008,2011,58,58,1.0
462008,2012,78,78,1.0
462008,2013,128,128,1.0
462008,2014,138,138,1.0
462008,2015,120,120,1.0
462008,2016,156,156,1.0
462008,2017,187,187,1.0
462008,2018,177,177,1.0
462008,2019,128,128,1.0
462017,2011,58,58,1.0
462017,2012,38,38,1.0
462017,2013,63,63,1.0
462017,2014,45,45,1.0
462017,2015,58,58,1.0
462017,2016,64,64,1.0
462017,2017,73,73,1.0
462017,2018,45,45,1.0
462017,2019,56,56,1.0
462026,2011,18,18,1.0
462026,2012,1,1,1.0
462026,2013,28,28,1.0
462026,2014,16,16,1.0
462026,2015,16,16,1.0
462026,2016,13,13,1.0
462035,2014,107,189,0.5661375661375662
462035,2019,156,263,0.5931558935361216
462062,2011,8,8,1.0
462062,2012,40,40,1.0
462062,2013,61,61,1.0
462062,2014,81,81,1.0
462062,2015,61,61,1.0
462062,2016,62,62,1.0
462062,2017,62,62,1.0
462062,2018,78,78,1.0
462062,2019,71,71,1.0
462071,2011,74,74,1.0
462071,2012,86,86,1.0
462071,2013,126,126,1.0
462071,2014,133,133,1.0
462071,2015,101,101,1.0
462071,2016,109,109,1.0
462071,2017,90,90,1.0
462071,2018,87,87,1.0
462071,2019,78,78,1.0
462336,2011,4,4,1.0
462336,2012,13,13,1.0
462336,2013,14,14,1.0
462336,2014,34,34,1.0
462336,2015,31,31,1.0
462336,2016,48,48,1.0
462336,2017,77,77,1.0
462336,2018,97,97,1.0
462336,2019,50,50,1.0
462345,2011,34,34,1.0
462345,2012,32,32,1.0
462345,2013,35,35,1.0
462345,2014,53,53,1.0
462345,2015,35,35,1.0
462345,2016,28,28,1.0
462345,2017,43,43,1.0
462345,2018,54,54,1.0
462345,2019,50,50,1.0
467094,2011,182,182,1.0
467094,2012,205,205,1.0
467094,2013,232,232,1.0
467094,2014,217,217,1.0
467094,2015,197,197,1.0
467094,2016,188,188,1.0
467094,2017,212,212,1.0
467094,2018,195,195,1.0
467094,2019,222,222,1.0
467508,2011,14,14,1.0
467508,2012,46,46,1.0
467508,2013,39,39,1.0
467508,2014,42,42,1.0
467508,2015,56,56,1.0
467517,2011,21,21,1.0
467517,2012,54,54,1.0
467517,2013,45,45,1.0
467517,2014,38,38,1.0
467517,2015,38,38,1.0
467526,2011,15,15,1.0
467526,2012,74,74,1.0
467526,2013,37,37,1.0
467526,2014,33,33,1.0
467526,2015,39,39,1.0
467535,2011,34,34,1.0
467535,2012,95,95,1.0
467535,2013,80,80,1.0
467535,2014,69,69,1.0
467535,2015,53,53,1.0
467544,2011,15,15,1.0
467544,2012,30,30,1.0
467544,2013,19,19,1.0
467544,2014,29,29,1.0
467544,2015,13,13,1.0
467553,2011,21,21,1.0
467553,2012,54,54,1.0
467553,2013,34,34,1.0
467553,2014,22,22,1.0
467553,2015,24,24,1.0
467562,2011,22,22,1.0
467562,2012,37,37,1.0
467562,2013,22,22,1.0
467562,2014,35,35,1.0
467562,2015,23,23,1.0
467571,2011,6,6,1.0
467571,2012,40,40,1.0
467571,2013,39,39,1.0
467571,2014,42,42,1.0
467571,2015,27,27,1.0
467580,2011,11,11,1.0
467580,2012,21,21,1.0
467580,2013,22,22,1.0
467580,2014,32,32,1.0
467580,2015,22,22,1.0
467599,2011,8,8,1.0
467599,2012,52,52,1.0
467599,2013,43,43,1.0
467599,2014,59,59,1.0
467599,2015,32,32,1.0
467605,2011,15,15,1.0
467605,2012,48,48,1.0
467605,2013,67,67,1.0
467605,2014,51,51,1.0
467605,2015,57,57,1.0
467614,2011,12,12,1.0
467614,2012,44,44,1.0
467614,2013,27,27,1.0
467614,2014,21,21,1.0
467614,2015,27,27,1.0
467623,2011,13,13,1.0
467623,2012,62,62,1.0
467623,2013,36,36,1.0
467623,2014,44,44,1.0
467623,2015,25,25,1.0
467632,2011,9,9,1.0
467632,2012,43,43,1.0
467632,2013,54,54,1.0
467632,2014,47,47,1.0
467632,2015,45,45,1.0
467641,2011,8,8,1.0
467641,2012,79,79,1.0
467641,2013,76,76,1.0
467641,2014,53,53,1.0
467641,2015,62,62,1.0
467650,2011,7,7,1.0
467650,2012,39,39,1.0
467650,2013,26,26,1.0
467650,2014,23,23,1.0
467650,2015,20,20,1.0
467669,2011,5,5,1.0
467669,2012,32,32,1.0
467669,2013,38,38,1.0
467669,2014,40,40,1.0
467669,2015,37,37,1.0
467678,2011,4,4,1.0
467678,2012,33,33,1.0
467678,2013,44,44,1.0
467678,2014,47,47,1.0
467678,2015,53,53,1.0
467809,2011,60,60,1.0
467809,2012,53,53,1.0
467809,2013,40,40,1.0
467809,2014,59,59,1.0
467863,2011,52,52,1.0
467863,2012,82,82,1.0
467863,2013,123,123,1.0
467863,2014,99,99,1.0
467863,2015,72,72,1.0
467863,2016,77,77,1.0
467863,2017,105,105,1.0
467863,2018,106,106,1.0
467863,2019,103,103,1.0
467872,2011,16,16,1.0
467872,2012,75,75,1.0
467872,2013,100,100,1.0
467872,2014,110,110,1.0
467872,2015,100,100,1.0
467872,2016,114,114,1.0
467872,2017,93,93,1.0
467872,2018,87,87,1.0
467872,2019,87,87,1.0
467906,2012,56,56,1.0
467906,2013,73,73,1.0
467906,2014,69,69,1.0
467906,2015,77,77,1.0
467906,2016,62,62,1.0
467906,2017,60,60,1.0
467906,2018,66,66,1.0
467906,2019,64,64,1.0
468246,2011,20,20,1.0
468246,2012,42,42,1.0
468246,2013,76,76,1.0
468246,2014,81,81,1.0
468246,2015,69,69,1.0
468246,2016,61,61,1.0
468246,2017,62,62,1.0
468246,2018,88,88,1.0
468246,2019,115,115,1.0
468255,2011,16,16,1.0
468255,2012,37,37,1.0
468255,2013,61,61,1.0
468255,2014,62,62,1.0
468255,2015,61,61,1.0
468255,2016,46,46,1.0
468255,2017,49,49,1.0
468255,2018,35,35,1.0
468255,2019,25,25,1.0
468705,2011,133,133,1.0
468705,2012,109,109,1.0
468705,2013,109,109,1.0
468705,2014,79,79,1.0
468705,2015,63,63,1.0
468705,2016,65,65,1.0
468705,2017,48,48,1.0
468705,2018,19,19,1.0
468705,2019,21,21,1.0
468732,2012,67,81,0.8271604938271605
468732,2013,211,243,0.8683127572016461
468732,2014,221,252,0.876984126984127
468732,2015,83,96,0.8645833333333334
468732,2016,116,136,0.8529411764705882
468732,2017,73,77,0.948051948051948
468732,2018,209,245,0.8530612244897959
468866,2011,1,1,1.0
468866,2012,15,15,1.0
468866,2013,19,19,1.0
468866,2014,23,23,1.0
468866,2015,24,24,1.0
468875,2011,36,36,1.0
468875,2012,46,46,1.0
468875,2013,59,59,1.0
468875,2014,56,56,1.0
468875,2015,46,46,1.0
468875,2016,39,39,1.0
468875,2017,35,35,1.0
468893,2011,2,2,1.0
468893,2012,52,52,1.0
468893,2013,60,60,1.0
468893,2014,68,68,1.0
468893,2015,65,65,1.0
468893,2016,67,67,1.0
468893,2017,61,61,1.0
468893,2018,94,94,1.0
468893,2019,76,76,1.0
469197,2011,38,38,1.0
469197,2012,47,47,1.0
469197,2013,55,55,1.0
469197,2014,66,66,1.0
469197,2015,74,74,1.0
469197,2016,72,72,1.0
469407,2016,14,24,0.5833333333333334
469957,2011,71,71,1.0
469957,2012,89,89,1.0
469957,2013,97,97,1.0
469957,2014,84,84,1.0
469957,2015,94,94,1.0
469957,2016,66,66,1.0
469957,2017,134,134,1.0
469957,2018,116,116,1.0
469957,2019,148,148,1.0
469993,2011,17,17,1.0
469993,2012,16,16,1.0
469993,2013,17,17,1.0
469993,2014,8,8,1.0
469993,2015,12,12,1.0
469993,2016,6,6,1.0
470223,2011,3,3,1.0
470223,2012,9,9,1.0
470223,2013,16,16,1.0
470223,2014,19,19,1.0
470223,2015,19,19,1.0
470296,2011,23,23,1.0
470296,2012,8,8,1.0
470296,2013,9,9,1.0
470296,2014,11,11,1.0
470296,2015,5,5,1.0
470296,2016,13,13,1.0
470296,2017,6,6,1.0
470296,2018,8,8,1.0
470296,2019,11,11,1.0
470393,2012,22,22,1.0
470393,2013,47,47,1.0
470393,2014,41,41,1.0
470393,2015,34,34,1.0
470393,2016,36,36,1.0
470393,2017,37,37,1.0
470393,2018,58,58,1.0
