unitid,year,n_awards,n_awards_total,cosme_ratio
101277,2011,18,18,1.0
101277,2012,19,19,1.0
101277,2013,63,63,1.0
101277,2014,55,55,1.0
101277,2015,134,134,1.0
101277,2016,70,70,1.0
101277,2017,50,50,1.0
101277,2018,41,41,1.0
101277,2019,52,52,1.0
103732,2010,35,35,1.0
103732,2011,52,52,1.0
103732,2012,54,54,1.0
103732,2013,37,37,1.0
103732,2014,27,27,1.0
103741,2010,121,121,1.0
103741,2011,80,80,1.0
103741,2012,97,97,1.0
103741,2013,89,89,1.0
103741,2014,83,83,1.0
103741,2015,78,78,1.0
103741,2016,44,44,1.0
103741,2017,42,42,1.0
103741,2018,49,49,1.0
103741,2019,46,46,1.0
103954,2010,40,40,1.0
103954,2011,57,57,1.0
103954,2012,36,36,1.0
103954,2013,33,33,1.0
103954,2014,24,24,1.0
103954,2015,23,23,1.0
103954,2016,21,21,1.0
103954,2017,38,38,1.0
103954,2018,34,34,1.0
103954,2019,37,37,1.0
104294,2010,195,195,1.0
104294,2011,157,157,1.0
104294,2012,103,103,1.0
104294,2013,83,83,1.0
104391,2010,36,51,0.7058823529411765
104391,2011,45,66,0.6818181818181818
104391,2012,28,44,0.6363636363636364
104391,2013,39,58,0.6724137931034483
104391,2014,44,59,0.7457627118644068
104391,2015,23,34,0.6764705882352942
104391,2016,20,30,0.6666666666666666
104391,2017,23,31,0.7419354838709677
104391,2018,25,30,0.8333333333333334
104391,2019,13,17,0.7647058823529411
104434,2010,45,45,1.0
104434,2011,28,28,1.0
104434,2012,28,28,1.0
104434,2013,40,40,1.0
104434,2014,30,30,1.0
104434,2015,32,32,1.0
104434,2016,22,22,1.0
104434,2017,21,21,1.0
104434,2018,17,17,1.0
104434,2019,27,27,1.0
104443,2010,96,96,1.0
104443,2011,66,66,1.0
104443,2012,108,108,1.0
104443,2013,70,70,1.0
104443,2014,55,55,1.0
104443,2015,53,53,1.0
104443,2016,32,32,1.0
104443,2017,35,35,1.0
104443,2018,29,29,1.0
104443,2019,30,30,1.0
104568,2010,165,165,1.0
104568,2011,110,110,1.0
104568,2012,157,157,1.0
104568,2013,170,170,1.0
104568,2014,139,139,1.0
104568,2015,184,184,1.0
104568,2016,204,204,1.0
104568,2017,177,177,1.0
104568,2018,174,174,1.0
104568,2019,225,225,1.0
104911,2010,135,135,1.0
104911,2011,151,151,1.0
104911,2012,152,152,1.0
104911,2013,117,117,1.0
104911,2014,118,118,1.0
104911,2015,75,75,1.0
104911,2016,63,63,1.0
105127,2010,80,80,1.0
105127,2011,88,88,1.0
105701,2010,40,40,1.0
105701,2011,38,38,1.0
105701,2012,43,43,1.0
105701,2013,28,28,1.0
105701,2014,25,25,1.0
105701,2015,27,27,1.0
105701,2016,27,27,1.0
105701,2017,17,17,1.0
106111,2010,99,99,1.0
106111,2011,87,87,1.0
106111,2012,98,98,1.0
106111,2013,75,75,1.0
106111,2014,92,92,1.0
106111,2015,54,54,1.0
106111,2016,58,58,1.0
106111,2017,42,42,1.0
106111,2018,35,35,1.0
106111,2019,43,43,1.0
106281,2010,26,26,1.0
106281,2011,30,30,1.0
106281,2012,17,17,1.0
106281,2013,28,28,1.0
106281,2014,24,24,1.0
106281,2015,13,13,1.0
106281,2016,9,9,1.0
106315,2010,24,24,1.0
106315,2011,23,23,1.0
106315,2012,20,20,1.0
106315,2013,19,19,1.0
106315,2014,28,28,1.0
106315,2015,21,21,1.0
106315,2016,30,30,1.0
106315,2017,43,43,1.0
106315,2018,51,51,1.0
106315,2019,66,66,1.0
106324,2010,32,32,1.0
106324,2011,29,29,1.0
106324,2012,19,19,1.0
106324,2013,17,17,1.0
106324,2014,25,25,1.0
106324,2015,33,33,1.0
106324,2016,15,15,1.0
106324,2017,15,15,1.0
106324,2018,15,15,1.0
106324,2019,15,15,1.0
106351,2010,72,72,1.0
106351,2011,58,58,1.0
106351,2012,62,62,1.0
106351,2013,61,61,1.0
106351,2014,55,55,1.0
106351,2015,83,83,1.0
106351,2016,79,79,1.0
106351,2017,52,52,1.0
106351,2018,25,25,1.0
106351,2019,35,35,1.0
106360,2010,26,26,1.0
106360,2011,24,24,1.0
106360,2012,26,26,1.0
106360,2013,29,29,1.0
106360,2014,25,25,1.0
106360,2015,18,18,1.0
106360,2016,15,15,1.0
106360,2017,15,15,1.0
106360,2018,14,14,1.0
106360,2019,15,15,1.0
106494,2010,38,38,1.0
106494,2011,31,31,1.0
106494,2012,29,29,1.0
106494,2013,35,35,1.0
106494,2014,30,30,1.0
106494,2015,28,28,1.0
106494,2016,27,27,1.0
106494,2017,22,22,1.0
106494,2018,24,24,1.0
106494,2019,19,19,1.0
106607,2010,21,21,1.0
106607,2011,55,55,1.0
106908,2010,65,65,1.0
106908,2011,149,149,1.0
106908,2012,240,240,1.0
106908,2013,204,204,1.0
106908,2014,210,210,1.0
106908,2015,234,234,1.0
106908,2016,170,170,1.0
106908,2017,201,201,1.0
106908,2018,202,202,1.0
106908,2019,223,223,1.0
107099,2010,43,43,1.0
107099,2011,48,48,1.0
107099,2012,48,48,1.0
107099,2013,43,43,1.0
107099,2014,35,35,1.0
107099,2015,33,33,1.0
107099,2016,33,33,1.0
107099,2017,18,18,1.0
107099,2018,18,18,1.0
107099,2019,17,17,1.0
107211,2010,16,16,1.0
107211,2011,16,16,1.0
107211,2012,26,26,1.0
107211,2013,17,17,1.0
107211,2014,11,11,1.0
107211,2015,11,11,1.0
107211,2016,8,8,1.0
107220,2010,85,85,1.0
107220,2011,188,188,1.0
107220,2012,135,135,1.0
107220,2013,230,230,1.0
107220,2014,160,160,1.0
107220,2015,175,175,1.0
107220,2016,140,140,1.0
107220,2017,126,126,1.0
107220,2018,142,142,1.0
107220,2019,150,150,1.0
107275,2010,13,13,1.0
107275,2011,9,9,1.0
107275,2012,4,4,1.0
107275,2013,11,11,1.0
107293,2010,64,64,1.0
107293,2011,30,30,1.0
107293,2012,45,45,1.0
107293,2013,56,56,1.0
107293,2014,39,39,1.0
107293,2015,73,73,1.0
107293,2016,45,45,1.0
107293,2017,31,31,1.0
107293,2018,30,30,1.0
107293,2019,34,34,1.0
107363,2010,29,29,1.0
107363,2011,20,20,1.0
107363,2012,25,25,1.0
107363,2013,30,30,1.0
107363,2014,29,29,1.0
107363,2015,19,19,1.0
107363,2016,20,20,1.0
107442,2010,34,34,1.0
107442,2011,53,53,1.0
107442,2012,49,49,1.0
107442,2013,32,32,1.0
107442,2014,40,40,1.0
107442,2015,34,34,1.0
107442,2016,35,35,1.0
107442,2017,21,21,1.0
107442,2018,31,31,1.0
107442,2019,21,21,1.0
107655,2010,20,20,1.0
107655,2011,41,41,1.0
107655,2012,29,29,1.0
107655,2013,27,27,1.0
107655,2014,18,18,1.0
107655,2015,15,15,1.0
107655,2016,26,26,1.0
107655,2017,16,16,1.0
107655,2018,14,14,1.0
107655,2019,18,18,1.0
107789,2010,33,33,1.0
107789,2011,58,58,1.0
107789,2012,71,71,1.0
107789,2013,65,65,1.0
107789,2014,58,58,1.0
107789,2015,76,76,1.0
107789,2016,63,63,1.0
107789,2017,70,70,1.0
107789,2018,72,72,1.0
107789,2019,65,65,1.0
107831,2010,31,31,1.0
107831,2011,29,29,1.0
107831,2012,39,39,1.0
107831,2013,32,32,1.0
107831,2014,29,29,1.0
107831,2015,25,25,1.0
107831,2016,29,29,1.0
107831,2017,14,14,1.0
107831,2018,16,16,1.0
107831,2019,30,30,1.0
108065,2010,7,7,1.0
108065,2011,8,8,1.0
108065,2012,16,16,1.0
108065,2013,13,13,1.0
108065,2014,12,12,1.0
108065,2015,9,9,1.0
108065,2016,6,6,1.0
108065,2017,6,6,1.0
108065,2018,6,6,1.0
108065,2019,12,12,1.0
108649,2010,72,72,1.0
108649,2011,68,68,1.0
108649,2012,114,114,1.0
108649,2013,116,116,1.0
108649,2014,100,100,1.0
108649,2015,103,103,1.0
108649,2016,83,83,1.0
108649,2017,72,72,1.0
108649,2018,76,76,1.0
108649,2019,81,81,1.0
108977,2010,22,22,1.0
108977,2011,16,16,1.0
108977,2012,18,18,1.0
108977,2013,37,37,1.0
108977,2014,44,44,1.0
108977,2015,54,54,1.0
108977,2016,59,59,1.0
108977,2017,66,66,1.0
108977,2018,70,70,1.0
108977,2019,64,64,1.0
109891,2010,6,6,1.0
109891,2011,16,16,1.0
109891,2012,5,5,1.0
109934,2010,123,123,1.0
109934,2011,122,122,1.0
109934,2012,98,98,1.0
109934,2013,112,112,1.0
109934,2014,106,106,1.0
109934,2015,101,101,1.0
109934,2016,98,98,1.0
109934,2017,128,128,1.0
109934,2018,124,124,1.0
109934,2019,108,108,1.0
110875,2010,47,47,1.0
110875,2011,38,38,1.0
110875,2012,47,47,1.0
110875,2013,47,47,1.0
110875,2014,47,47,1.0
110875,2015,50,50,1.0
110875,2016,37,37,1.0
110875,2017,68,68,1.0
110875,2018,54,54,1.0
110875,2019,49,49,1.0
111054,2010,172,172,1.0
111054,2011,126,126,1.0
111054,2012,190,190,1.0
111054,2013,163,163,1.0
111054,2014,154,154,1.0
111054,2015,104,104,1.0
111054,2016,126,126,1.0
111054,2017,156,156,1.0
111054,2018,141,141,1.0
111054,2019,117,117,1.0
111513,2010,140,140,1.0
111513,2011,124,124,1.0
111513,2012,152,152,1.0
111513,2013,166,166,1.0
111513,2014,133,133,1.0
111513,2015,136,136,1.0
111513,2016,152,152,1.0
111513,2017,138,138,1.0
111513,2018,137,137,1.0
111513,2019,146,146,1.0
112181,2012,103,103,1.0
112181,2013,78,78,1.0
112181,2014,95,95,1.0
112181,2015,93,93,1.0
112181,2016,79,79,1.0
112181,2017,75,75,1.0
112181,2018,88,88,1.0
112181,2019,75,75,1.0
112455,2010,42,42,1.0
112455,2011,44,44,1.0
112455,2012,40,40,1.0
112455,2013,26,26,1.0
112455,2014,22,22,1.0
112455,2015,20,20,1.0
112455,2016,18,18,1.0
112455,2017,41,41,1.0
112455,2018,50,50,1.0
112455,2019,57,57,1.0
112783,2010,311,311,1.0
112783,2011,214,214,1.0
112783,2012,130,130,1.0
112783,2013,249,249,1.0
113227,2010,81,81,1.0
113227,2011,128,128,1.0
113397,2010,229,229,1.0
113397,2011,295,307,0.9609120521172638
113397,2012,937,986,0.9503042596348884
113397,2013,815,834,0.9772182254196643
113397,2014,837,837,1.0
113397,2015,703,730,0.963013698630137
113449,2010,93,97,0.9587628865979382
113449,2011,147,147,1.0
113449,2012,234,234,1.0
113449,2013,209,210,0.9952380952380953
113449,2014,160,163,0.9815950920245399
113449,2015,154,158,0.9746835443037974
113449,2016,138,138,1.0
113449,2017,118,127,0.9291338582677166
113449,2018,121,127,0.952755905511811
113449,2019,104,112,0.9285714285714286
113908,2010,319,319,1.0
113908,2011,439,455,0.9648351648351648
113908,2012,409,412,0.9927184466019418
113908,2013,441,441,1.0
113908,2014,343,343,1.0
113908,2015,330,330,1.0
114044,2010,101,101,1.0
114044,2011,110,110,1.0
114044,2012,83,83,1.0
114044,2013,67,67,1.0
114044,2014,89,89,1.0
114044,2015,222,222,1.0
114044,2016,278,278,1.0
114044,2017,281,281,1.0
114044,2018,216,216,1.0
114044,2019,178,178,1.0
114062,2010,113,113,1.0
114062,2011,126,126,1.0
114071,2010,235,235,1.0
114071,2011,333,333,1.0
114071,2012,357,357,1.0
114071,2013,275,275,1.0
114071,2014,275,275,1.0
114071,2015,288,288,1.0
114080,2010,213,213,1.0
114080,2011,254,254,1.0
114080,2012,312,312,1.0
114080,2013,218,218,1.0
114080,2014,118,118,1.0
114080,2015,135,135,1.0
114460,2010,167,169,0.9881656804733728
114460,2011,161,162,0.9938271604938271
114460,2012,185,187,0.9893048128342246
114460,2013,190,190,1.0
114460,2014,157,157,1.0
114460,2015,230,230,1.0
114460,2016,191,191,1.0
114460,2017,225,225,1.0
114460,2018,201,201,1.0
114460,2019,262,262,1.0
114628,2010,51,51,1.0
114628,2011,74,74,1.0
114628,2012,46,46,1.0
114628,2013,38,38,1.0
114628,2014,44,44,1.0
114628,2015,7,7,1.0
114628,2016,9,9,1.0
114628,2017,20,20,1.0
114637,2014,63,63,1.0
114637,2015,51,51,1.0
114637,2016,39,39,1.0
114637,2017,45,45,1.0
114637,2018,58,58,1.0
114637,2019,116,116,1.0
114761,2010,49,49,1.0
114761,2011,46,46,1.0
114761,2012,57,57,1.0
114761,2013,39,39,1.0
114761,2014,69,69,1.0
114761,2015,49,49,1.0
114761,2016,44,44,1.0
114761,2017,45,45,1.0
114761,2018,53,53,1.0
114761,2019,51,51,1.0
115357,2010,41,41,1.0
115357,2011,29,29,1.0
115357,2012,33,33,1.0
115357,2013,18,18,1.0
115357,2014,25,25,1.0
115357,2015,14,14,1.0
115357,2016,31,31,1.0
115357,2017,43,43,1.0
115357,2018,41,41,1.0
115357,2019,63,63,1.0
115658,2010,58,58,1.0
115658,2011,76,76,1.0
115658,2012,85,85,1.0
115658,2013,78,78,1.0
115658,2014,64,64,1.0
115658,2015,56,56,1.0
115658,2016,78,78,1.0
115658,2017,67,67,1.0
115658,2018,69,69,1.0
115658,2019,52,52,1.0
116350,2010,48,48,1.0
116350,2011,84,84,1.0
116350,2012,192,192,1.0
116350,2013,173,173,1.0
116350,2014,186,186,1.0
116350,2015,171,171,1.0
116350,2016,163,163,1.0
116350,2017,181,181,1.0
116350,2018,142,142,1.0
116350,2019,128,128,1.0
116563,2010,72,72,1.0
116563,2011,61,61,1.0
116563,2012,61,61,1.0
116563,2013,126,126,1.0
116563,2014,131,131,1.0
116563,2015,115,115,1.0
116563,2016,107,107,1.0
116563,2017,142,142,1.0
116563,2018,120,120,1.0
116563,2019,132,132,1.0
116660,2012,67,67,1.0
116660,2013,69,69,1.0
117238,2010,103,103,1.0
117238,2011,72,72,1.0
117238,2012,72,72,1.0
117238,2013,58,58,1.0
117238,2014,106,106,1.0
117238,2015,98,98,1.0
117238,2016,79,79,1.0
117238,2017,124,124,1.0
117238,2018,96,96,1.0
117238,2019,95,95,1.0
117955,2010,89,89,1.0
117955,2011,115,115,1.0
117955,2012,116,116,1.0
117955,2013,170,170,1.0
117955,2014,197,197,1.0
117955,2015,208,208,1.0
117955,2016,204,204,1.0
117955,2017,222,222,1.0
117955,2018,259,259,1.0
117955,2019,247,247,1.0
118116,2010,50,50,1.0
118116,2011,42,42,1.0
118116,2012,43,43,1.0
118116,2013,40,40,1.0
118116,2014,31,31,1.0
118125,2010,56,56,1.0
118125,2011,32,32,1.0
118125,2012,21,21,1.0
118125,2013,16,16,1.0
118125,2014,17,17,1.0
118134,2010,69,69,1.0
118134,2011,62,62,1.0
118134,2012,76,76,1.0
118134,2013,53,53,1.0
118134,2014,49,49,1.0
118134,2015,44,44,1.0
118134,2016,57,57,1.0
118134,2017,39,39,1.0
118134,2018,57,57,1.0
118134,2019,61,61,1.0
118143,2010,17,17,1.0
118143,2011,22,22,1.0
118143,2012,50,50,1.0
118143,2013,38,38,1.0
118143,2014,31,31,1.0
118143,2015,32,32,1.0
118143,2016,48,48,1.0
118143,2017,28,28,1.0
118143,2018,38,38,1.0
118143,2019,35,35,1.0
118161,2010,67,67,1.0
118161,2011,79,79,1.0
118161,2012,99,99,1.0
118161,2013,102,102,1.0
118161,2014,99,99,1.0
118161,2015,87,87,1.0
118161,2016,106,106,1.0
118161,2017,97,97,1.0
118161,2018,97,97,1.0
118161,2019,107,107,1.0
118356,2010,1169,1177,0.9932030586236194
118356,2011,1376,1398,0.9842632331902719
118356,2012,1505,1523,0.9881812212738017
118356,2013,1561,1570,0.9942675159235669
118356,2014,1392,1401,0.9935760171306209
118356,2015,1394,1405,0.9921708185053381
118921,2010,166,169,0.9822485207100592
118921,2011,261,270,0.9666666666666667
118921,2012,240,257,0.933852140077821
118921,2013,294,325,0.9046153846153846
118921,2014,362,384,0.9427083333333334
118921,2015,341,360,0.9472222222222222
118958,2010,41,41,1.0
118958,2011,24,24,1.0
118958,2012,37,37,1.0
118958,2013,19,19,1.0
118958,2014,29,29,1.0
118958,2015,20,20,1.0
118958,2016,18,18,1.0
118958,2017,28,28,1.0
118958,2018,27,27,1.0
118958,2019,25,25,1.0
118994,2010,23,23,1.0
118994,2011,21,21,1.0
118994,2012,28,28,1.0
118994,2013,52,52,1.0
118994,2014,60,60,1.0
118994,2015,73,73,1.0
118994,2016,85,85,1.0
118994,2017,77,77,1.0
118994,2018,110,110,1.0
118994,2019,111,111,1.0
119845,2010,128,128,1.0
119845,2011,136,136,1.0
119845,2012,119,119,1.0
119845,2013,141,141,1.0
119845,2014,123,123,1.0
119845,2015,89,89,1.0
119845,2016,152,152,1.0
119845,2017,123,123,1.0
119845,2018,101,101,1.0
119845,2019,88,88,1.0
119951,2010,145,145,1.0
119951,2011,147,147,1.0
119951,2012,130,130,1.0
119951,2013,133,133,1.0
119951,2014,123,123,1.0
119951,2015,126,126,1.0
119951,2016,124,124,1.0
119951,2017,82,82,1.0
119951,2018,86,86,1.0
119951,2019,81,81,1.0
120272,2010,73,73,1.0
120272,2011,100,100,1.0
120272,2012,53,53,1.0
120272,2013,56,56,1.0
120272,2014,46,46,1.0
120272,2015,58,58,1.0
120272,2016,35,35,1.0
120272,2017,34,34,1.0
121008,2010,99,99,1.0
121008,2011,98,98,1.0
121017,2010,223,232,0.9612068965517241
121017,2011,159,159,1.0
121017,2012,68,68,1.0
121017,2013,91,95,0.9578947368421052
121017,2014,67,71,0.9436619718309859
121017,2015,76,78,0.9743589743589743
121433,2010,66,66,1.0
121433,2011,78,78,1.0
121433,2012,64,64,1.0
121433,2013,79,79,1.0
121433,2014,64,64,1.0
121433,2015,45,45,1.0
121433,2016,61,61,1.0
121433,2017,44,44,1.0
121433,2018,53,53,1.0
121433,2019,43,43,1.0
121637,2010,52,52,1.0
121637,2011,39,39,1.0
121637,2012,60,60,1.0
121637,2013,46,46,1.0
121637,2014,51,51,1.0
121637,2015,47,47,1.0
121637,2016,54,54,1.0
121637,2017,70,70,1.0
121637,2018,48,48,1.0
121637,2019,62,62,1.0
121859,2010,112,112,1.0
121859,2011,102,102,1.0
121859,2012,120,120,1.0
121859,2013,147,147,1.0
121859,2014,114,114,1.0
121859,2015,93,93,1.0
121859,2016,108,108,1.0
121859,2017,130,130,1.0
121859,2018,143,143,1.0
121859,2019,159,159,1.0
121868,2010,42,42,1.0
121868,2011,64,64,1.0
121868,2012,59,59,1.0
121868,2013,99,99,1.0
121868,2014,95,95,1.0
121868,2015,118,118,1.0
121868,2016,74,74,1.0
121868,2017,75,75,1.0
121868,2018,79,79,1.0
121868,2019,110,110,1.0
121877,2010,73,73,1.0
121877,2011,118,118,1.0
121992,2010,181,181,1.0
121992,2011,200,200,1.0
121992,2012,201,201,1.0
121992,2013,189,189,1.0
121992,2014,144,144,1.0
121992,2015,119,177,0.672316384180791
121992,2016,116,178,0.651685393258427
121992,2017,230,373,0.6166219839142091
121992,2018,310,522,0.5938697318007663
121992,2019,270,347,0.7780979827089337
123350,2010,77,77,1.0
123350,2011,77,77,1.0
123350,2012,99,99,1.0
123350,2013,92,92,1.0
123350,2014,73,73,1.0
123350,2015,51,51,1.0
123350,2016,53,53,1.0
123350,2017,51,51,1.0
123350,2018,56,56,1.0
123350,2019,57,57,1.0
124344,2010,109,109,1.0
124344,2011,117,117,1.0
124344,2012,146,146,1.0
124344,2013,371,371,1.0
124344,2014,404,404,1.0
124344,2015,325,325,1.0
124779,2010,17,17,1.0
124779,2011,19,19,1.0
124779,2012,23,23,1.0
124779,2013,9,9,1.0
124779,2014,17,17,1.0
124779,2015,10,10,1.0
124779,2016,4,4,1.0
125082,2010,79,79,1.0
125082,2011,89,89,1.0
125082,2012,76,76,1.0
125082,2013,61,61,1.0
125082,2014,57,57,1.0
125082,2015,66,66,1.0
125082,2016,57,57,1.0
125310,2012,7,7,1.0
125310,2013,22,22,1.0
125310,2014,24,24,1.0
125310,2015,29,29,1.0
125310,2016,17,17,1.0
125310,2017,23,23,1.0
125310,2018,19,19,1.0
125310,2019,31,31,1.0
126164,2010,48,48,1.0
126164,2011,58,58,1.0
126164,2012,49,49,1.0
126164,2013,55,55,1.0
126164,2014,53,53,1.0
126164,2015,62,62,1.0
126164,2016,56,56,1.0
126164,2017,47,47,1.0
126164,2018,40,40,1.0
126164,2019,36,36,1.0
126854,2010,49,49,1.0
126854,2011,57,57,1.0
126854,2012,37,37,1.0
126854,2013,27,27,1.0
126854,2014,12,12,1.0
126854,2015,34,34,1.0
127219,2010,31,31,1.0
127219,2011,33,33,1.0
127219,2012,24,24,1.0
127219,2013,17,17,1.0
127219,2014,20,20,1.0
127219,2015,16,16,1.0
127219,2016,12,12,1.0
127219,2017,13,13,1.0
127228,2010,114,114,1.0
127228,2011,130,130,1.0
127228,2012,139,139,1.0
127228,2013,150,150,1.0
127228,2014,121,121,1.0
127228,2015,88,88,1.0
127228,2016,84,84,1.0
127228,2017,90,90,1.0
127316,2010,124,124,1.0
127316,2011,139,139,1.0
127316,2012,115,115,1.0
127316,2013,139,139,1.0
127316,2014,124,124,1.0
127316,2015,137,137,1.0
127316,2016,117,117,1.0
127316,2017,163,163,1.0
127316,2018,168,168,1.0
127316,2019,205,205,1.0
128337,2010,78,78,1.0
128337,2011,73,73,1.0
128337,2012,59,59,1.0
128337,2013,70,70,1.0
128337,2014,65,65,1.0
128337,2015,48,48,1.0
128337,2016,31,31,1.0
128337,2017,35,35,1.0
128337,2018,34,34,1.0
128337,2019,37,37,1.0
128540,2010,66,66,1.0
128540,2011,58,58,1.0
128540,2012,43,43,1.0
128540,2013,52,52,1.0
128540,2014,70,70,1.0
128540,2015,65,65,1.0
128540,2016,77,77,1.0
128540,2017,66,66,1.0
128540,2018,56,56,1.0
128957,2010,61,61,1.0
128957,2011,74,74,1.0
128957,2012,64,64,1.0
128957,2013,70,70,1.0
128957,2014,67,67,1.0
128957,2015,93,93,1.0
129349,2010,108,108,1.0
129349,2011,109,109,1.0
129349,2012,123,123,1.0
129349,2013,109,109,1.0
129349,2014,72,72,1.0
129349,2015,73,73,1.0
129349,2016,95,95,1.0
129349,2017,57,57,1.0
129349,2018,96,96,1.0
129349,2019,129,129,1.0
129640,2010,8,8,1.0
129640,2011,7,7,1.0
129640,2012,10,10,1.0
130129,2010,57,57,1.0
130129,2011,58,58,1.0
130129,2012,249,249,1.0
130129,2013,284,284,1.0
130129,2014,264,264,1.0
130129,2015,253,253,1.0
131061,2010,67,67,1.0
131061,2011,79,79,1.0
131061,2012,65,65,1.0
131061,2013,66,66,1.0
131061,2014,68,68,1.0
131061,2015,71,71,1.0
131061,2016,57,57,1.0
131061,2017,72,72,1.0
131061,2018,53,53,1.0
131061,2019,64,64,1.0
131566,2010,50,50,1.0
132666,2010,193,193,1.0
132666,2011,143,143,1.0
132666,2012,188,188,1.0
132666,2013,164,164,1.0
132666,2014,78,78,1.0
132666,2015,38,38,1.0
132806,2010,120,229,0.5240174672489083
132806,2012,84,156,0.5384615384615384
132806,2014,35,60,0.5833333333333334
134228,2010,19,19,1.0
134228,2011,26,26,1.0
134228,2012,20,20,1.0
134228,2013,23,23,1.0
134228,2014,29,29,1.0
134228,2015,23,23,1.0
134228,2016,25,25,1.0
134228,2017,23,23,1.0
134228,2018,21,21,1.0
134228,2019,16,16,1.0
134529,2010,91,91,1.0
134529,2011,142,142,1.0
134529,2012,135,140,0.9642857142857143
134529,2013,148,165,0.896969696969697
134529,2014,138,146,0.9452054794520548
134529,2015,183,199,0.9195979899497487
134529,2016,162,186,0.8709677419354839
134529,2017,164,193,0.8497409326424871
134529,2018,113,128,0.8828125
134529,2019,182,199,0.914572864321608
134714,2010,114,151,0.7549668874172185
134714,2011,95,132,0.7196969696969697
134714,2012,103,135,0.762962962962963
134714,2013,100,122,0.819672131147541
134714,2014,80,105,0.7619047619047619
134714,2015,90,110,0.8181818181818182
134714,2016,101,121,0.8347107438016529
134714,2017,81,93,0.8709677419354839
134714,2018,63,79,0.7974683544303798
134714,2019,51,65,0.7846153846153846
135142,2010,232,232,1.0
135142,2011,250,250,1.0
135142,2012,221,221,1.0
135142,2013,228,228,1.0
135142,2014,227,227,1.0
135142,2015,210,210,1.0
135142,2016,278,278,1.0
135142,2017,227,227,1.0
135142,2018,233,233,1.0
135142,2019,239,239,1.0
135337,2010,76,103,0.7378640776699029
135337,2011,60,79,0.759493670886076
135337,2012,79,109,0.7247706422018348
135337,2013,86,103,0.8349514563106796
135337,2014,95,117,0.811965811965812
135337,2015,76,92,0.8260869565217391
135337,2016,75,88,0.8522727272727273
135337,2017,66,76,0.868421052631579
135337,2018,59,74,0.7972972972972973
135337,2019,52,58,0.896551724137931
135416,2010,439,439,1.0
135416,2011,411,411,1.0
135416,2012,456,456,1.0
135416,2013,464,464,1.0
135416,2014,294,296,0.9932432432432432
135434,2010,408,449,0.9086859688195991
135434,2011,527,581,0.9070567986230637
135771,2010,395,395,1.0
135771,2011,519,519,1.0
135771,2012,439,463,0.9481641468682506
135771,2013,369,398,0.9271356783919598
135771,2014,426,450,0.9466666666666667
135771,2015,168,180,0.9333333333333333
135771,2016,260,277,0.9386281588447654
135771,2017,246,264,0.9318181818181818
135771,2018,222,244,0.9098360655737705
136048,2010,60,96,0.625
136048,2013,50,94,0.5319148936170213
136048,2014,60,76,0.7894736842105263
136048,2015,42,47,0.8936170212765957
136109,2010,60,60,1.0
136109,2011,86,86,1.0
136109,2012,115,115,1.0
136109,2013,82,82,1.0
136109,2014,94,94,1.0
136109,2015,91,91,1.0
136109,2016,100,100,1.0
136109,2017,90,90,1.0
136109,2018,130,130,1.0
136109,2019,103,103,1.0
136251,2010,42,42,1.0
136251,2011,52,52,1.0
136251,2012,37,37,1.0
136783,2010,40,40,1.0
136783,2011,26,26,1.0
136783,2012,38,38,1.0
136783,2013,14,14,1.0
136783,2014,30,30,1.0
136783,2015,25,25,1.0
136783,2016,37,37,1.0
136783,2017,39,39,1.0
137591,2010,126,161,0.782608695652174
137591,2011,139,173,0.8034682080924855
137591,2012,150,180,0.8333333333333334
137591,2013,145,170,0.8529411764705882
137591,2014,159,199,0.7989949748743719
137591,2015,163,187,0.8716577540106952
137591,2016,186,244,0.7622950819672131
137591,2017,208,237,0.8776371308016878
137591,2018,202,229,0.8820960698689956
137591,2019,229,249,0.9196787148594378
138132,2010,48,48,1.0
138132,2011,62,62,1.0
138132,2012,62,62,1.0
138132,2013,43,43,1.0
138132,2014,55,55,1.0
138132,2015,35,35,1.0
138132,2016,60,60,1.0
138132,2017,55,55,1.0
138132,2018,37,37,1.0
138822,2010,393,504,0.7797619047619048
138822,2011,354,453,0.7814569536423841
138822,2012,314,396,0.7929292929292929
138822,2013,291,355,0.819718309859155
138822,2014,254,330,0.7696969696969697
138822,2015,262,326,0.803680981595092
138822,2016,228,332,0.6867469879518072
138822,2017,295,359,0.8217270194986073
138822,2018,245,306,0.8006535947712419
138822,2019,229,276,0.8297101449275363
139092,2010,48,48,1.0
139092,2011,52,52,1.0
139092,2012,46,46,1.0
139092,2013,30,30,1.0
139092,2014,31,31,1.0
139092,2015,23,23,1.0
139506,2010,79,79,1.0
139506,2011,97,97,1.0
139506,2012,101,101,1.0
139506,2013,102,102,1.0
139506,2014,62,62,1.0
139506,2015,85,85,1.0
139506,2016,74,74,1.0
139506,2017,86,86,1.0
139506,2018,85,85,1.0
139506,2019,70,70,1.0
140711,2010,75,75,1.0
141608,2010,68,68,1.0
141608,2011,60,60,1.0
141608,2012,82,82,1.0
141608,2013,67,67,1.0
141608,2014,69,69,1.0
141608,2015,50,50,1.0
141608,2016,54,54,1.0
141608,2017,56,56,1.0
141608,2018,66,66,1.0
141608,2019,52,52,1.0
142407,2010,16,16,1.0
142407,2011,20,20,1.0
142407,2012,25,25,1.0
142407,2013,26,26,1.0
142407,2014,32,32,1.0
142407,2015,48,48,1.0
142407,2016,26,26,1.0
