UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
101505, 1,  1,"R",1564,"R",1143
101505, 6,  6,"R",1,"R",0
101505, 8,  8,"R",1,"R",0
101505,12, 12,"R",10,"R",6
101505,13, 13,"R",11,"R",5
101505,17, 17,"R",4,"R",2
101505,18, 18,"R",1,"R",1
101505,19, 19,"R",2,"R",2
101505,21, 21,"R",1,"R",1
101505,22, 22,"R",1,"R",1
101505,28, 28,"R",4,"R",1
101505,32, 32,"R",2,"R",1
101505,34, 34,"R",1,"R",0
101505,37, 37,"R",2,"R",1
101505,39, 39,"R",3,"R",1
101505,41, 41,"R",1,"R",0
101505,42, 42,"R",3,"R",1
101505,45, 45,"R",1,"R",0
101505,47, 47,"R",2,"R",1
101505,48, 48,"R",4,"R",3
101505,51, 51,"R",2,"R",1
101505,53, 53,"R",1,"R",1
101505,55, 55,"R",1,"R",0
101505,57, 57,"R",13,"R",7
101505,58,999,"R",1636,"R",1179
101505,90, 90,"R",4,"R",0
101505,98, 98,"R",54,"A",
101505,99, 99,"R",1694,"R",1179
101514, 1,  1,"R",2049,"R",1520
101514, 2,  2,"R",1,"Z",0
101514, 4,  4,"R",1,"R",1
101514, 6,  6,"R",3,"R",2
101514, 8,  8,"R",1,"R",1
101514,12, 12,"R",1,"R",1
101514,13, 13,"R",10,"R",9
101514,18, 18,"R",1,"Z",0
101514,21, 21,"R",2,"R",1
101514,28, 28,"R",1,"Z",0
101514,36, 36,"R",1,"R",1
101514,47, 47,"R",16,"R",10
101514,57, 57,"R",1,"Z",0
101514,58,999,"R",2088,"R",1546
101514,90, 90,"R",14,"Z",0
101514,99, 99,"R",2102,"R",1546
101541, 1,  1,"R",57,"R",53
101541,12, 12,"R",3,"R",3
101541,13, 13,"R",1,"R",1
101541,28, 28,"R",1,"R",1
101541,47, 47,"R",2,"R",2
101541,48, 48,"R",1,"R",1
101541,51, 51,"R",1,"R",1
101541,58,999,"R",66,"R",62
101541,99, 99,"R",66,"R",62
101569, 1,  1,"R",874,"R",700
101569,12, 12,"R",6,"R",5
101569,13, 13,"R",11,"R",11
101569,17, 17,"R",1,"R",1
101569,18, 18,"R",1,"R",1
101569,22, 22,"R",1,"R",0
101569,28, 28,"R",2,"R",2
101569,37, 37,"R",2,"R",2
101569,45, 45,"R",1,"R",1
101569,47, 47,"R",2,"R",2
101569,58,999,"R",901,"R",725
101569,99, 99,"R",901,"R",725
101587, 1,  1,"R",340,"R",320
101587, 6,  6,"R",1,"R",1
101587,12, 12,"R",8,"R",8
101587,13, 13,"R",12,"R",10
101587,15, 15,"R",1,"Z",0
101587,17, 17,"R",1,"R",1
101587,18, 18,"R",1,"R",1
101587,22, 22,"R",1,"R",1
101587,28, 28,"R",31,"R",30
101587,29, 29,"R",2,"R",2
101587,32, 32,"R",1,"R",1
101587,37, 37,"R",1,"R",1
101587,42, 42,"R",1,"Z",0
101587,45, 45,"R",1,"R",1
101587,47, 47,"R",3,"R",3
101587,58,999,"R",405,"R",380
101587,90, 90,"R",10,"R",1
101587,99, 99,"R",415,"R",381
101602, 1,  1,"R",396,"R",331
101602,11, 11,"R",1,"Z",0
101602,12, 12,"R",8,"R",8
101602,13, 13,"R",4,"R",4
101602,22, 22,"R",3,"R",3
101602,47, 47,"R",1,"R",1
101602,57, 57,"R",4,"R",3
101602,58,999,"R",417,"R",350
101602,99, 99,"R",417,"R",350
101648, 1,  1,"R",86,"R",80
101648, 4,  4,"R",2,"R",2
101648, 6,  6,"R",8,"R",8
101648, 8,  8,"R",2,"R",2
101648, 9,  9,"R",1,"R",1
101648,12, 12,"R",18,"R",16
101648,13, 13,"R",14,"R",12
101648,15, 15,"R",1,"R",1
101648,17, 17,"R",2,"R",2
101648,18, 18,"R",2,"R",2
101648,21, 21,"R",2,"R",2
101648,22, 22,"R",2,"R",2
101648,24, 24,"R",3,"R",3
101648,25, 25,"R",2,"R",2
101648,26, 26,"R",3,"R",3
101648,27, 27,"R",2,"R",2
101648,28, 28,"R",3,"R",3
101648,29, 29,"R",1,"R",1
101648,34, 34,"R",7,"R",7
101648,36, 36,"R",9,"R",8
101648,37, 37,"R",7,"R",6
101648,38, 38,"R",1,"R",1
101648,39, 39,"R",2,"R",2
101648,40, 40,"R",2,"R",2
101648,41, 41,"R",2,"R",2
101648,42, 42,"R",6,"R",5
101648,45, 45,"R",1,"R",1
101648,47, 47,"R",2,"R",2
101648,48, 48,"R",10,"R",10
101648,49, 49,"R",2,"R",2
101648,51, 51,"R",14,"R",13
101648,53, 53,"R",2,"R",2
101648,54, 54,"R",1,"R",1
101648,55, 55,"R",1,"R",1
101648,56, 56,"R",3,"R",3
101648,57, 57,"R",3,"R",1
101648,58,999,"R",229,"R",213
101648,78, 78,"R",1,"R",1
101648,89,999,"R",1,"R",1
101648,99, 99,"R",230,"R",214
101675, 1,  1,"R",232,"R",215
101675, 5,  5,"R",2,"R",2
101675, 6,  6,"R",11,"R",9
101675, 8,  8,"R",2,"R",1
101675,12, 12,"R",3,"R",3
101675,13, 13,"R",63,"R",60
101675,17, 17,"R",4,"R",4
101675,22, 22,"R",5,"R",5
101675,26, 26,"R",3,"R",3
101675,28, 28,"R",7,"R",7
101675,29, 29,"R",1,"R",1
101675,32, 32,"R",1,"R",1
101675,34, 34,"R",1,"R",1
101675,36, 36,"R",3,"R",3
101675,37, 37,"R",4,"R",4
101675,39, 39,"R",1,"R",1
101675,45, 45,"R",1,"R",1
101675,47, 47,"R",8,"R",8
101675,51, 51,"R",1,"R",1
101675,53, 53,"R",1,"R",1
101675,58,999,"R",354,"R",331
101675,99, 99,"R",354,"R",331
101693, 1,  1,"R",183,"R",179
101693, 5,  5,"R",3,"R",3
101693, 8,  8,"R",1,"R",1
101693,12, 12,"R",28,"R",28
101693,13, 13,"R",2,"R",2
101693,22, 22,"R",6,"R",6
101693,25, 25,"R",1,"R",1
101693,28, 28,"R",8,"R",8
101693,29, 29,"R",2,"R",2
101693,34, 34,"R",1,"R",1
101693,35, 35,"R",1,"R",1
101693,37, 37,"R",1,"R",1
101693,39, 39,"R",1,"R",1
101693,42, 42,"R",1,"R",1
101693,47, 47,"R",4,"R",4
101693,48, 48,"R",1,"R",1
101693,51, 51,"R",1,"R",1
101693,58,999,"R",245,"R",241
101693,90, 90,"R",8,"R",8
101693,99, 99,"R",253,"R",249
101709, 1,  1,"R",403,"R",343
101709, 4,  4,"R",1,"R",1
101709, 6,  6,"R",4,"R",4
101709,10, 10,"R",1,"R",1
101709,12, 12,"R",13,"R",13
101709,13, 13,"R",16,"R",16
101709,19, 19,"R",1,"R",1
101709,22, 22,"R",2,"R",2
101709,24, 24,"R",2,"R",2
101709,28, 28,"R",5,"R",5
101709,36, 36,"R",1,"R",1
101709,39, 39,"R",2,"R",2
101709,45, 45,"R",1,"R",1
101709,47, 47,"R",8,"R",7
101709,53, 53,"R",2,"R",2
101709,57, 57,"R",15,"R",9
101709,58,999,"R",477,"R",410
101709,98, 98,"R",13,"A",
101709,99, 99,"R",490,"R",410
101736, 1,  1,"R",761,"R",640
101736,47, 47,"R",6,"R",4
101736,57, 57,"R",16,"R",10
101736,58,999,"R",783,"R",654
101736,98, 98,"R",10,"A",
101736,99, 99,"R",793,"R",654
101879, 1,  1,"R",844,"R",822
101879, 8,  8,"R",1,"R",1
101879, 9,  9,"R",1,"Z",0
101879,12, 12,"R",3,"R",3
101879,13, 13,"R",7,"R",7
101879,15, 15,"R",1,"R",1
101879,17, 17,"R",3,"R",2
101879,18, 18,"R",4,"R",4
101879,21, 21,"R",1,"R",1
101879,22, 22,"R",1,"R",1
101879,24, 24,"R",1,"R",1
101879,26, 26,"R",2,"R",1
101879,28, 28,"R",17,"R",16
101879,29, 29,"R",1,"R",1
101879,37, 37,"R",2,"R",1
101879,39, 39,"R",4,"R",4
101879,41, 41,"R",1,"R",1
101879,47, 47,"R",79,"R",75
101879,48, 48,"R",3,"R",3
101879,51, 51,"R",1,"R",1
101879,55, 55,"R",1,"R",1
101879,58,999,"R",978,"R",947
101879,90, 90,"R",26,"Z",0
101879,98, 98,"R",1,"A",
101879,99, 99,"R",1005,"R",947
101897, 1,  1,"R",571,"R",458
101897,13, 13,"R",1,"R",1
101897,47, 47,"R",2,"R",2
101897,57, 57,"R",3,"R",2
101897,58,999,"R",577,"R",463
101897,98, 98,"R",2,"A",
101897,99, 99,"R",579,"R",463
101912, 1,  1,"R",52,"R",47
101912, 4,  4,"R",1,"R",1
101912, 6,  6,"R",15,"R",15
101912, 8,  8,"R",4,"R",3
101912, 9,  9,"R",3,"R",3
101912,10, 10,"R",1,"R",1
101912,11, 11,"R",2,"R",2
101912,12, 12,"R",37,"R",30
101912,13, 13,"R",36,"R",35
101912,17, 17,"R",13,"R",12
101912,18, 18,"R",4,"R",4
101912,20, 20,"R",1,"R",1
101912,21, 21,"R",3,"R",2
101912,22, 22,"R",3,"R",2
101912,23, 23,"R",1,"R",1
101912,24, 24,"R",21,"R",20
101912,25, 25,"R",4,"R",3
101912,26, 26,"R",19,"R",16
101912,28, 28,"R",2,"R",2
101912,29, 29,"R",5,"R",5
101912,32, 32,"R",1,"R",1
101912,34, 34,"R",5,"R",4
101912,36, 36,"R",14,"R",12
101912,37, 37,"R",11,"R",10
101912,39, 39,"R",7,"R",7
101912,42, 42,"R",2,"R",2
101912,45, 45,"R",1,"R",1
101912,47, 47,"R",9,"R",7
101912,48, 48,"R",14,"R",12
101912,51, 51,"R",2,"R",2
101912,55, 55,"R",3,"R",3
101912,58,999,"R",296,"R",266
101912,90, 90,"R",19,"R",12
101912,98, 98,"R",3,"A",
101912,99, 99,"R",318,"R",278
101994, 1,  1,"R",74,"R",59
101994,12, 12,"R",1,"R",0
101994,58,999,"R",75,"R",59
101994,99, 99,"R",75,"R",59
102030, 1,  1,"R",796,"R",426
102030, 6,  6,"R",2,"R",1
102030,12, 12,"R",9,"R",7
102030,13, 13,"R",1,"R",1
102030,15, 15,"R",1,"R",0
102030,22, 22,"R",6,"R",6
102030,28, 28,"R",7,"R",4
102030,36, 36,"R",1,"R",1
102030,39, 39,"R",1,"R",1
102030,45, 45,"R",1,"R",0
102030,51, 51,"R",1,"R",0
102030,57, 57,"R",4,"R",0
102030,58,999,"R",830,"R",447
102030,90, 90,"R",1,"R",0
102030,98, 98,"R",2,"A",
102030,99, 99,"R",833,"R",447
102049, 1,  1,"R",295,"R",292
102049, 4,  4,"R",1,"R",1
102049, 5,  5,"R",12,"R",11
102049, 6,  6,"R",10,"R",10
102049, 8,  8,"R",3,"R",3
102049, 9,  9,"R",3,"R",3
102049,12, 12,"R",80,"R",78
102049,13, 13,"R",191,"R",188
102049,15, 15,"R",1,"R",1
