UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
100654,"R",1088,"R",1269,"R",86,"R",1001,"Z",0,"R",1001,"R",632,"R",63,"R",8,"R",0,"R",8,"R",4,"R",50,"R",15
100663,"R",1732,"R",3277,"R",53,"R",1653,"R",0,"R",1653,"R",1325,"R",80,"R",22,"R",0,"R",22,"R",11,"R",50,"R",18
100690,"R",3,"R",7,"R",43,"R",8,"R",0,"R",8,"R",3,"R",38,"R",3,"R",0,"R",3,"R",1,"R",33,"R",10
100706,"R",638,"R",1474,"R",43,"R",615,"R",0,"R",615,"R",498,"R",81,"R",9,"R",0,"R",9,"R",4,"R",44,"R",16
100724,"R",1520,"R",1768,"R",86,"R",1436,"R",0,"R",1436,"R",893,"R",62,"R",43,"R",0,"R",43,"R",13,"R",30,"R",16
100751,"R",6428,"R",8133,"R",79,"R",6338,"R",40,"R",6298,"R",5479,"R",87,"R",33,"R",1,"R",32,"R",21,"R",66,"R",21
100760,"R",470,"R",762,"R",62,"R",464,"Z",0,"R",464,"R",198,"R",43,"R",226,"Z",0,"R",226,"R",94,"R",42,"R",17
100812,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
100830,"R",589,"R",1105,"R",53,"R",579,"Z",0,"R",579,"R",366,"R",63,"R",77,"Z",0,"R",77,"R",35,"R",45,"R",16
100858,"R",3696,"R",4813,"R",77,"R",3805,"R",0,"R",3805,"R",3404,"R",89,"R",34,"R",0,"R",34,"R",29,"R",85,"R",18
100937,"R",356,"R",384,"R",93,"R",327,"R",1,"R",326,"R",262,"R",80,"A",,"A",,"A",,"A",,"A",,"R",13
101028,"R",333,"R",794,"R",42,"R",364,"R",0,"R",364,"R",188,"R",52,"R",82,"R",0,"R",82,"R",27,"R",33,"R",18
101073,"R",147,"R",244,"R",60,"R",156,"R",0,"R",156,"R",64,"R",41,"R",1,"R",0,"R",1,"R",0,"R",0,"R",17
101116,"R",27,"R",187,"R",14,"R",31,"Z",0,"R",31,"R",6,"R",19,"R",7,"Z",0,"R",7,"R",1,"R",14,"R",12
101143,"R",340,"R",1015,"R",33,"R",292,"R",0,"R",292,"R",158,"R",54,"R",60,"R",0,"R",60,"R",27,"R",45,"R",18
101161,"R",1078,"R",1906,"R",57,"R",971,"R",0,"R",971,"R",506,"R",52,"R",206,"R",0,"R",206,"R",82,"R",40,"R",25
101189,"R",287,"R",915,"R",31,"R",346,"R",0,"R",346,"R",173,"R",50,"R",23,"R",0,"R",23,"R",10,"R",43,"R",15
101240,"R",1143,"R",1985,"R",58,"R",993,"R",0,"R",993,"R",555,"R",56,"R",326,"R",0,"R",326,"R",126,"R",39,"R",20
101277,"A",,"A",,"A",,"R",44,"R",0,"R",44,"R",38,"R",86,"A",,"A",,"A",,"A",,"A",,"R",17
101286,"R",840,"R",1727,"R",49,"R",838,"R",0,"R",838,"R",469,"R",56,"R",201,"R",0,"R",201,"R",93,"R",46,"R",19
101295,"R",997,"R",1750,"R",57,"R",950,"R",0,"R",950,"R",605,"R",64,"R",181,"R",0,"R",181,"R",98,"R",54,"R",17
101301,"R",371,"R",670,"R",55,"R",337,"R",0,"R",337,"R",179,"R",53,"R",44,"R",0,"R",44,"R",12,"R",27,"R",17
101365,"R",25,"R",117,"R",21,"R",2,"R",0,"R",2,"R",1,"R",50,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",13
101435,"R",261,"R",319,"R",82,"R",276,"R",0,"R",276,"R",171,"R",62,"A",,"A",,"A",,"A",,"A",,"R",14
101453,"R",7,"R",25,"R",28,"R",2,"Z",0,"R",2,"R",2,"R",100,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",5
101462,"R",142,"R",766,"R",19,"R",123,"R",0,"R",123,"R",52,"R",42,"R",68,"R",0,"R",68,"R",14,"R",21,"R",19
101471,"R",246,"R",293,"R",84,"R",190,"R",0,"R",190,"R",118,"R",62,"R",52,"R",0,"R",52,"R",17,"R",33,"R",12
101480,"R",1142,"R",2083,"R",55,"R",1302,"R",0,"R",1302,"R",926,"R",71,"R",30,"R",0,"R",30,"R",9,"R",30,"R",18
101499,"R",246,"R",454,"R",54,"R",274,"Z",0,"R",274,"R",142,"R",52,"R",46,"Z",0,"R",46,"R",21,"R",46,"R",17
101505,"R",1053,"R",3349,"R",31,"R",1062,"R",0,"R",1062,"R",556,"R",52,"R",530,"R",0,"R",530,"R",234,"R",44,"R",22
101514,"R",1225,"R",3748,"R",33,"R",1370,"R",1,"R",1369,"R",787,"R",57,"R",829,"R",0,"R",829,"R",388,"R",47,"R",26
101541,"R",66,"R",115,"R",57,"R",77,"Z",0,"R",77,"R",46,"R",60,"R",0,"Z",0,"R",0,"R",0,"A",,"R",8
101569,"R",585,"R",1099,"R",53,"R",617,"R",0,"R",617,"R",324,"R",53,"R",154,"R",0,"R",154,"R",37,"R",24,"R",17
101587,"R",375,"R",637,"R",59,"R",365,"R",0,"R",365,"R",211,"R",58,"R",13,"R",0,"R",13,"R",7,"R",54,"R",16
101602,"R",410,"R",730,"R",56,"R",349,"R",0,"R",349,"R",199,"R",57,"R",43,"R",0,"R",43,"R",15,"R",35,"R",17
101648,"R",249,"R",281,"R",89,"R",244,"R",0,"R",244,"R",93,"R",38,"A",,"A",,"A",,"A",,"A",,"R",16
101675,"R",404,"R",562,"R",72,"R",431,"R",0,"R",431,"R",236,"R",55,"R",12,"R",0,"R",12,"R",3,"R",25,"R",15
101693,"R",258,"R",393,"R",66,"R",220,"R",0,"R",220,"R",170,"R",77,"R",3,"R",0,"R",3,"R",0,"R",0,"R",13
101709,"R",519,"R",708,"R",73,"R",539,"R",0,"R",539,"R",397,"R",74,"R",13,"R",0,"R",13,"R",9,"R",69,"R",16
101736,"R",668,"R",1486,"R",45,"R",722,"R",0,"R",722,"R",380,"R",53,"R",138,"R",0,"R",138,"R",43,"R",31,"R",21
101879,"R",953,"R",1683,"R",57,"R",1051,"R",0,"R",1051,"R",744,"R",71,"R",21,"R",0,"R",21,"R",7,"R",33,"R",21
101897,"R",538,"R",1107,"R",49,"R",604,"R",0,"R",604,"R",371,"R",61,"R",137,"Z",0,"R",137,"R",66,"R",48,"R",20
101912,"R",364,"R",446,"R",82,"R",386,"R",0,"R",386,"R",304,"R",79,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
101949,"R",427,"R",687,"R",62,"R",363,"R",0,"R",363,"R",206,"R",57,"R",55,"R",0,"R",55,"R",30,"R",55,"R",17
101958,"R",4,"R",4,"R",100,"R",6,"Z",0,"R",6,"R",5,"R",83,"A",,"A",,"A",,"A",,"A",,"R",15
101994,"R",68,"R",234,"R",29,"R",84,"R",0,"R",84,"R",41,"R",49,"R",10,"R",0,"R",10,"R",4,"R",40,"R",12
102030,"R",835,"R",1751,"R",48,"R",740,"R",0,"R",740,"R",305,"R",41,"R",209,"R",0,"R",209,"R",61,"R",29,"R",23
102049,"R",755,"R",925,"R",82,"R",701,"R",0,"R",701,"R",608,"R",87,"R",7,"R",0,"R",7,"R",7,"R",100,"R",12
102058,"R",190,"R",437,"R",43,"R",119,"Z",0,"R",119,"R",50,"R",42,"R",17,"R",0,"R",17,"R",3,"R",18,"R",15
102067,"R",877,"R",1942,"R",45,"R",855,"R",0,"R",855,"R",500,"R",58,"R",354,"R",0,"R",354,"R",130,"R",37,"R",22
102076,"R",656,"R",990,"R",66,"R",651,"R",0,"R",651,"R",387,"R",59,"R",98,"R",0,"R",98,"R",39,"R",40,"R",23
102094,"R",1834,"R",2879,"R",64,"R",1886,"R",0,"R",1886,"R",1280,"R",68,"R",56,"R",0,"R",56,"R",20,"R",36,"R",19
102234,"R",432,"R",499,"R",87,"R",295,"R",0,"R",295,"R",223,"R",76,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
102261,"R",16,"R",47,"R",34,"R",14,"R",0,"R",14,"R",9,"R",64,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
102270,"R",163,"R",244,"R",67,"R",276,"R",0,"R",276,"R",169,"R",61,"R",18,"R",0,"R",18,"R",2,"R",11,"R",14
102298,"R",256,"R",319,"R",80,"R",207,"R",0,"R",207,"R",68,"R",33,"R",12,"R",0,"R",12,"R",8,"R",67,"R",20
102313,"R",201,"R",534,"R",38,"R",241,"R",0,"R",241,"R",120,"R",50,"R",89,"R",0,"R",89,"R",36,"R",40,"R",12
102368,"R",1613,"R",3452,"R",47,"R",1444,"R",0,"R",1444,"R",1067,"R",74,"R",643,"R",0,"R",643,"R",272,"R",42,"R",17
102377,"R",645,"R",714,"R",90,"R",649,"R",0,"R",649,"R",470,"R",72,"R",1,"R",0,"R",1,"R",1,"R",100,"R",13
102395,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
102429,"R",753,"R",1355,"R",56,"R",747,"R",0,"R",747,"R",434,"R",58,"R",136,"R",0,"R",136,"R",49,"R",36,"R",17
102553,"R",1411,"R",2801,"R",50,"R",1004,"Z",0,"R",1004,"R",709,"R",71,"R",285,"Z",0,"R",285,"R",155,"R",54,"R",11
102580,"R",12,"R",18,"R",67,"R",5,"R",0,"R",5,"R",3,"R",60,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
102614,"R",775,"R",2097,"R",37,"R",441,"Z",0,"R",441,"R",339,"R",77,"R",27,"Z",0,"R",27,"R",11,"R",41,"R",8
102632,"R",159,"R",640,"R",25,"R",95,"Z",0,"R",95,"R",68,"R",72,"R",7,"Z",0,"R",7,"R",4,"R",57,"R",9
102669,"R",31,"R",137,"R",23,"R",27,"R",0,"R",27,"R",18,"R",67,"R",1,"Z",0,"R",1,"R",1,"R",100,"R",8
102711,"A",,"A",,"A",,"R",284,"R",0,"R",284,"R",284,"R",100,"R",656,"R",0,"R",656,"R",656,"R",100,"R",15
102845,"A",,"A",,"A",,"R",60,"R",0,"R",60,"R",26,"R",43,"A",,"A",,"A",,"A",,"A",,"R",9
103361,"R",5,"R",78,"R",6,"R",10,"Z",0,"R",10,"R",4,"R",40,"R",2,"Z",0,"R",2,"R",0,"R",0,"R",9
103501,"A",,"A",,"A",,"R",203,"R",0,"R",203,"R",167,"R",82,"A",,"A",,"A",,"A",,"A",,"R",16
103644,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",1,"R",0,"R",1,"R",1,"R",100,"R",20
103723,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
103732,"A",,"A",,"A",,"R",25,"R",0,"R",25,"R",17,"R",68,"R",4,"R",0,"R",4,"R",3,"R",75,"R",10
103741,"A",,"A",,"A",,"R",55,"R",0,"R",55,"R",40,"R",73,"R",12,"R",0,"R",12,"R",7,"R",58,"R",20
103778,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
103787,"R",15,"R",20,"R",75,"R",6,"R",0,"R",6,"R",4,"R",67,"A",,"A",,"A",,"A",,"A",,"R",6
103811,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4
103893,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",35
103909,"A",,"A",,"A",,"R",78,"Z",0,"R",78,"R",56,"R",72,"R",0,"R",0,"R",0,"R",0,"A",,"R",26
103927,"A",,"A",,"A",,"R",77,"Z",0,"R",77,"R",56,"R",73,"A",,"A",,"A",,"A",,"A",,"R",37
103945,"A",,"A",,"A",,"R",23,"Z",0,"R",23,"R",15,"R",65,"A",,"A",,"A",,"A",,"A",,"R",15
103954,"A",,"A",,"A",,"R",3,"R",0,"R",3,"R",3,"R",100,"A",,"A",,"A",,"A",,"A",,"R",20
103963,"A",,"A",,"A",,"R",195,"R",0,"R",195,"R",114,"R",58,"A",,"A",,"A",,"A",,"A",,"R",27
104090,"A",,"A",,"A",,"R",85,"R",0,"R",85,"R",38,"R",45,"R",0,"R",0,"R",0,"R",0,"A",,"R",30
104151,"R",7114,"R",10751,"R",66,"R",6450,"R",128,"R",6322,"R",5336,"R",84,"R",107,"R",3,"R",104,"R",42,"R",40,"R",23
104160,"R",844,"R",2202,"R",38,"R",917,"R",0,"R",917,"R",573,"R",62,"R",1065,"R",0,"R",1065,"R",435,"R",41,"R",22
104179,"R",6272,"R",8953,"R",70,"R",6955,"R",0,"R",6955,"R",5667,"R",81,"R",446,"R",0,"R",446,"R",262,"R",59,"R",21
104188,"R",30,"R",55,"R",55,"R",13,"R",0,"R",13,"R",11,"R",85,"R",11,"R",0,"R",11,"R",7,"R",64,"R",9
104294,"A",,"A",,"A",,"R",47,"R",0,"R",47,"R",32,"R",68,"R",13,"R",0,"R",13,"R",8,"R",62,"R",8
104346,"R",544,"R",2481,"R",22,"R",590,"R",0,"R",590,"R",291,"R",49,"R",687,"R",0,"R",687,"R",177,"R",26,"R",17
104364,"R",80,"R",196,"R",41,"R",4,"Z",0,"R",4,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"R",9
104391,"A",,"A",,"A",,"R",76,"R",0,"R",76,"R",71,"R",93,"A",,"A",,"A",,"A",,"A",,"R",18
104425,"R",494,"R",1202,"R",41,"R",418,"R",0,"R",418,"R",234,"R",56,"R",306,"R",0,"R",306,"R",114,"R",37,"R",15
104434,"A",,"A",,"A",,"R",26,"R",0,"R",26,"R",19,"R",73,"A",,"A",,"A",,"A",,"A",,"R",16
104443,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",18,"R",64,"R",9,"R",0,"R",9,"R",6,"R",67,"R",17
104504,"A",,"A",,"A",,"R",38,"R",0,"R",38,"R",32,"R",84,"R",23,"R",0,"R",23,"R",19,"R",83,"R",25
104568,"A",,"A",,"A",,"R",132,"R",1,"R",131,"R",112,"R",85,"R",95,"R",2,"R",93,"R",62,"R",67,"R",16
104577,"R",502,"R",1382,"R",36,"R",645,"R",87,"R",558,"R",302,"R",54,"R",800,"R",96,"R",704,"R",326,"R",46,"R",19
104586,"R",443,"R",562,"R",79,"R",374,"R",2,"R",372,"R",308,"R",83,"R",1,"R",0,"R",1,"R",0,"R",0,"R",16
104665,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
104708,"R",2057,"R",5796,"R",35,"R",2227,"R",0,"R",2227,"R",1324,"R",59,"R",1473,"R",0,"R",1473,"R",584,"R",40,"R",21
104717,"R",1554,"R",12687,"R",12,"R",1264,"Z",0,"R",1264,"R",743,"R",59,"R",2226,"Z",0,"R",2226,"R",600,"R",27,"R",21
104805,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",28,"R",88,"A",,"A",,"A",,"A",,"A",,"R",30
104911,"A",,"A",,"A",,"R",63,"R",0,"R",63,"R",40,"R",63,"A",,"A",,"A",,"A",,"A",,"R",15
105118,"A",,"A",,"A",,"R",36,"R",0,"R",36,"R",28,"R",78,"A",,"A",,"A",,"A",,"A",,"R",17
105145,"R",334,"R",2024,"R",17,"R",309,"R",0,"R",309,"R",171,"R",55,"R",393,"R",0,"R",393,"R",158,"R",40,"R",14
105154,"R",1942,"R",6419,"R",30,"R",2124,"R",0,"R",2124,"R",1196,"R",56,"R",1741,"R",0,"R",1741,"R",603,"R",35,"R",19
105163,"R",44,"R",68,"R",65,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",31
105172,"R",73,"R",91,"R",80,"R",1,"R",0,"R",1,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",30
105206,"R",231,"R",1513,"R",15,"R",227,"Z",0,"R",227,"R",120,"R",53,"R",685,"Z",0,"R",685,"R",303,"R",44,"R",16
105215,"A",,"A",,"A",,"R",414,"R",3,"R",411,"R",326,"R",79,"A",,"A",,"A",,"A",,"A",,"R",23
105297,"R",187,"R",298,"R",63,"R",5,"Z",0,"R",5,"R",4,"R",80,"R",0,"Z",0,"R",0,"R",0,"A",,"R",14
105330,"R",4348,"R",7260,"R",60,"R",4092,"R",2,"R",4090,"R",2936,"R",72,"R",105,"R",0,"R",105,"R",46,"R",44,"R",19
105349,"R",54,"R",838,"R",6,"R",87,"R",0,"R",87,"R",23,"R",26,"R",125,"R",0,"R",125,"R",35,"R",28,"R",13
105367,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4,"R",0,"R",4,"R",1,"R",25,"R",6
105428,"R",733,"R",3938,"R",19,"R",731,"R",0,"R",731,"R",441,"R",60,"R",897,"R",0,"R",897,"R",302,"R",34,"R",17
105482,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
105516,"A",,"A",,"A",,"R",76,"R",0,"R",76,"R",35,"R",46,"A",,"A",,"A",,"A",,"A",,"R",21
105525,"R",2675,"R",8694,"R",31,"R",2746,"R",0,"R",2746,"R",1667,"R",61,"R",2676,"R",0,"R",2676,"R",986,"R",37,"R",25
105534,"A",,"A",,"A",,"R",108,"R",0,"R",108,"R",87,"R",81,"A",,"A",,"A",,"A",,"A",,"R",25
105543,"A",,"A",,"A",,"R",177,"R",0,"R",177,"R",129,"R",73,"A",,"A",,"A",,"A",,"A",,"R",25
105589,"R",40,"R",141,"R",28,"R",64,"R",0,"R",64,"R",47,"R",73,"A",,"A",,"A",,"A",,"A",,"R",9
105659,"A",,"A",,"A",,"R",160,"R",0,"R",160,"R",111,"R",69,"A",,"A",,"A",,"A",,"A",,"R",31
105668,"R",172,"R",5016,"R",3,"R",265,"R",0,"R",265,"R",51,"R",19,"R",716,"R",0,"R",716,"R",117,"R",16,"R",32
105677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
105701,"A",,"A",,"A",,"R",49,"R",2,"R",47,"R",35,"R",74,"A",,"A",,"A",,"A",,"A",,"R",12
105747,"R",898,"R",3080,"R",29,"R",1022,"R",0,"R",1022,"R",589,"R",58,"R",484,"R",0,"R",484,"R",184,"R",38,"R",18
105792,"R",439,"R",1562,"R",28,"R",456,"R",0,"R",456,"R",271,"R",59,"R",354,"R",0,"R",354,"R",98,"R",28,"R",17
105899,"R",90,"R",251,"R",36,"R",94,"R",0,"R",94,"R",64,"R",68,"R",1,"R",0,"R",1,"R",0,"R",0,"R",13
105987,"A",,"A",,"A",,"R",127,"Z",0,"R",127,"R",95,"R",75,"A",,"A",,"A",,"A",,"A",,"R",18
106041,"A",,"A",,"A",,"R",488,"R",4,"R",484,"R",342,"R",71,"A",,"A",,"A",,"A",,"A",,"R",27
106102,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",5,"R",18,"A",,"A",,"A",,"A",,"A",,"R",14
106111,"A",,"A",,"A",,"R",76,"R",0,"R",76,"R",50,"R",66,"R",23,"R",0,"R",23,"R",15,"R",65,"R",21
106148,"R",440,"R",2213,"R",20,"R",302,"R",0,"R",302,"R",189,"R",63,"R",547,"R",0,"R",547,"R",191,"R",35,"R",19
106245,"R",633,"R",2661,"R",24,"R",806,"R",0,"R",806,"R",562,"R",70,"R",30,"R",0,"R",30,"R",14,"R",47,"R",14
106263,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
106281,"A",,"A",,"A",,"R",22,"R",0,"R",22,"R",12,"R",55,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
106306,"R",206,"R",372,"R",55,"R",258,"R",2,"R",256,"R",101,"R",39,"R",24,"R",0,"R",24,"R",3,"R",13,"R",20
106315,"A",,"A",,"A",,"R",7,"R",0,"R",7,"R",4,"R",57,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
106324,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",16,"R",67,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
106342,"R",174,"R",230,"R",76,"R",159,"R",0,"R",159,"R",111,"R",70,"A",,"A",,"A",,"A",,"A",,"R",12
106351,"A",,"A",,"A",,"R",8,"Z",0,"R",8,"R",6,"R",75,"A",,"A",,"A",,"A",,"A",,"R",20
106360,"A",,"A",,"A",,"R",20,"R",0,"R",20,"R",16,"R",80,"A",,"A",,"A",,"A",,"A",,"R",17
106397,"R",4300,"R",5761,"R",75,"R",4550,"R",2,"R",4548,"R",3734,"R",82,"R",24,"R",0,"R",24,"R",13,"R",54,"R",19
106412,"R",557,"R",727,"R",77,"R",564,"R",0,"R",564,"R",317,"R",56,"R",11,"R",0,"R",11,"R",1,"R",9,"R",15
106449,"R",779,"R",1070,"R",73,"R",884,"R",0,"R",884,"R",485,"R",55,"R",90,"R",0,"R",90,"R",40,"R",44,"R",18
106458,"R",1575,"R",2517,"R",63,"R",1633,"R",0,"R",1633,"R",1194,"R",73,"R",38,"R",0,"R",38,"R",16,"R",42,"R",18
106467,"R",1678,"R",2405,"R",70,"R",1443,"R",0,"R",1443,"R",1001,"R",69,"R",41,"R",0,"R",41,"R",28,"R",68,"R",20
106485,"R",623,"R",1384,"R",45,"R",726,"R",2,"R",724,"R",307,"R",42,"R",55,"R",0,"R",55,"R",19,"R",35,"R",17
106494,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",9,"R",60,"A",,"A",,"A",,"A",,"A",,"R",16
106546,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",15,"R",63,"A",,"A",,"A",,"A",,"A",,"R",13
106625,"R",344,"R",517,"R",67,"R",389,"R",0,"R",389,"R",230,"R",59,"R",71,"R",0,"R",71,"R",34,"R",48,"R",17
106704,"R",2177,"R",3180,"R",68,"R",2130,"R",0,"R",2130,"R",1486,"R",70,"R",27,"R",0,"R",27,"R",13,"R",48,"R",17
106713,"R",119,"R",282,"R",42,"R",52,"R",0,"R",52,"R",35,"R",67,"R",2,"R",0,"R",2,"R",0,"R",0,"R",12
106795,"R",255,"R",675,"R",38,"R",195,"R",0,"R",195,"R",115,"R",59,"R",78,"R",0,"R",78,"R",35,"R",45,"R",18
106810,"R",44,"R",79,"R",56,"R",62,"R",0,"R",62,"R",41,"R",66,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
106829,"A",,"A",,"A",,"R",75,"R",1,"R",74,"R",43,"R",58,"R",8,"R",0,"R",8,"R",8,"R",100,"R",8
106883,"R",224,"R",668,"R",34,"R",292,"R",2,"R",290,"R",131,"R",45,"R",21,"R",0,"R",21,"R",8,"R",38,"R",17
106892,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",38
106908,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",24,"R",69,"R",7,"R",0,"R",7,"R",5,"R",71,"R",17
106980,"R",410,"R",721,"R",57,"R",377,"R",3,"R",374,"R",182,"R",49,"R",132,"R",0,"R",132,"R",43,"R",33,"R",21
106999,"R",258,"R",370,"R",70,"R",197,"R",0,"R",197,"R",94,"R",48,"R",37,"R",0,"R",37,"R",17,"R",46,"R",17
107044,"R",1030,"R",1260,"R",82,"R",1019,"R",0,"R",1019,"R",839,"R",82,"R",3,"R",0,"R",3,"R",2,"R",67,"R",17
107071,"R",698,"R",1002,"R",70,"R",775,"R",0,"R",775,"R",443,"R",57,"R",6,"R",0,"R",6,"R",0,"R",0,"R",15
107080,"R",450,"R",469,"R",96,"R",369,"R",0,"R",369,"R",324,"R",88,"A",,"A",,"A",,"A",,"A",,"R",11
107099,"A",,"A",,"A",,"R",3,"R",0,"R",3,"R",3,"R",100,"A",,"A",,"A",,"A",,"A",,"R",11
107123,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
107141,"R",303,"R",721,"R",42,"R",318,"R",0,"R",318,"R",262,"R",82,"A",,"A",,"A",,"A",,"A",,"R",15
107211,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",5,"R",56,"A",,"A",,"A",,"A",,"A",,"R",20
107220,"A",,"A",,"A",,"R",189,"R",2,"R",187,"R",126,"R",67,"R",127,"R",0,"R",127,"R",110,"R",87,"R",14
107275,"A",,"A",,"A",,"R",5,"Z",0,"R",5,"R",5,"R",100,"A",,"A",,"A",,"A",,"A",,"R",13
107293,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",25,"R",78,"A",,"A",,"A",,"A",,"A",,"R",13
107318,"R",238,"R",682,"R",35,"R",230,"R",0,"R",230,"R",92,"R",40,"R",101,"R",0,"R",101,"R",33,"R",33,"R",14
107327,"R",223,"R",524,"R",43,"R",233,"R",0,"R",233,"R",132,"R",57,"R",101,"R",0,"R",101,"R",32,"R",32,"R",13
107363,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",9,"R",69,"A",,"A",,"A",,"A",,"A",,"R",25
107442,"A",,"A",,"A",,"R",49,"R",0,"R",49,"R",42,"R",86,"A",,"A",,"A",,"A",,"A",,"R",20
107460,"R",375,"R",650,"R",58,"R",388,"R",0,"R",388,"R",197,"R",51,"R",67,"R",0,"R",67,"R",25,"R",37,"R",16
107488,"A",,"A",,"A",,"R",227,"R",5,"R",222,"R",68,"R",31,"R",10,"R",0,"R",10,"R",1,"R",10,"R",5
107512,"R",393,"R",459,"R",86,"R",363,"R",0,"R",363,"R",277,"R",76,"A",,"A",,"A",,"A",,"A",,"R",12
107521,"R",120,"R",281,"R",43,"R",120,"R",1,"R",119,"R",58,"R",49,"R",19,"R",0,"R",19,"R",6,"R",32,"R",19
107549,"R",218,"R",983,"R",22,"R",251,"Z",0,"R",251,"R",135,"R",54,"R",47,"R",0,"R",47,"R",13,"R",28,"R",18
107558,"R",159,"R",173,"R",92,"R",157,"R",0,"R",157,"R",109,"R",69,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
107585,"R",467,"R",845,"R",55,"R",414,"R",1,"R",413,"R",226,"R",55,"R",140,"R",0,"R",140,"R",57,"R",41,"R",19
107600,"R",134,"R",178,"R",75,"R",162,"R",0,"R",162,"R",88,"R",54,"R",6,"R",0,"R",6,"R",1,"R",17,"R",10
107619,"R",198,"R",356,"R",56,"R",194,"R",0,"R",194,"R",108,"R",56,"R",32,"R",0,"R",32,"R",7,"R",22,"R",12
107637,"R",251,"R",458,"R",55,"R",221,"R",0,"R",221,"R",100,"R",45,"R",56,"R",0,"R",56,"R",12,"R",21,"R",17
107655,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",11,"R",85,"A",,"A",,"A",,"A",,"A",,"R",18
107664,"R",1053,"R",2711,"R",39,"R",1177,"Z",0,"R",1177,"R",606,"R",51,"R",505,"R",0,"R",505,"R",250,"R",50,"R",23
107725,"R",235,"R",589,"R",40,"R",312,"R",0,"R",312,"R",165,"R",53,"R",68,"R",0,"R",68,"R",21,"R",31,"R",18
107743,"R",137,"R",389,"R",35,"R",148,"R",0,"R",148,"R",89,"R",60,"R",15,"R",0,"R",15,"R",4,"R",27,"R",17
107789,"A",,"A",,"A",,"R",7,"R",0,"R",7,"R",5,"R",71,"R",2,"R",0,"R",2,"R",0,"R",0,"R",14
107831,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",6,"R",67,"A",,"A",,"A",,"A",,"A",,"R",34
107840,"R",68,"R",288,"R",24,"R",52,"R",0,"R",52,"R",43,"R",83,"R",0,"R",0,"R",0,"R",0,"A",,"R",28
