UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
101028,"R",338,"R",746,"R",45,"R",333,"R",0,"R",333,"R",177,"R",53,"R",88,"R",0,"R",88,"R",26,"R",30,"R",18
101073,"R",47,"R",245,"R",19,"R",147,"R",0,"R",147,"R",77,"R",52,"R",2,"R",0,"R",2,"R",1,"R",50,"R",18
101116,"R",31,"R",152,"R",20,"R",16,"Z",0,"R",16,"R",8,"R",50,"R",7,"Z",0,"R",7,"R",2,"R",29,"R",10
101143,"R",316,"R",814,"R",39,"R",340,"R",0,"R",340,"R",171,"R",50,"R",74,"R",0,"R",74,"R",27,"R",36,"R",18
101161,"R",970,"R",1861,"R",52,"R",1078,"R",0,"R",1078,"R",650,"R",60,"R",210,"R",0,"R",210,"R",74,"R",35,"R",25
101189,"R",385,"R",1102,"R",35,"R",287,"Z",0,"R",287,"R",173,"R",60,"R",6,"Z",0,"R",6,"R",2,"R",33,"R",18
101240,"R",1044,"R",1855,"R",56,"R",1143,"R",0,"R",1143,"R",601,"R",53,"R",245,"R",0,"R",245,"R",102,"R",42,"R",18
101277,"A",,"A",,"A",,"R",39,"R",0,"R",39,"R",32,"R",82,"R",0,"R",0,"R",0,"R",0,"A",,"R",19
101286,"R",858,"R",1883,"R",46,"R",840,"R",0,"R",840,"R",473,"R",56,"R",204,"R",0,"R",204,"R",94,"R",46,"R",19
101295,"R",935,"R",1776,"R",53,"R",997,"R",0,"R",997,"R",631,"R",63,"R",197,"R",0,"R",197,"R",95,"R",48,"R",16
101301,"R",383,"R",687,"R",56,"R",371,"R",0,"R",371,"R",226,"R",61,"R",37,"R",0,"R",37,"R",15,"R",41,"R",14
101365,"R",27,"R",141,"R",19,"R",2,"Z",0,"R",2,"R",0,"R",0,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",13
101435,"R",227,"R",377,"R",60,"R",261,"R",0,"R",261,"R",184,"R",70,"A",,"A",,"A",,"A",,"A",,"R",15
101453,"R",2,"R",8,"R",25,"R",7,"R",0,"R",7,"R",4,"R",57,"R",0,"R",0,"R",0,"R",0,"A",,"R",6
101462,"R",167,"R",706,"R",24,"R",142,"Z",0,"R",142,"R",55,"R",39,"R",71,"Z",0,"R",71,"R",18,"R",25,"R",15
101471,"R",272,"R",284,"R",96,"R",246,"R",0,"R",246,"R",160,"R",65,"R",38,"R",0,"R",38,"R",27,"R",71,"R",12
101480,"R",1169,"R",2324,"R",50,"R",1142,"R",0,"R",1142,"R",820,"R",72,"R",16,"R",0,"R",16,"R",9,"R",56,"R",19
101499,"R",258,"R",466,"R",55,"R",246,"Z",0,"R",246,"R",127,"R",52,"R",53,"Z",0,"R",53,"R",20,"R",38,"R",16
101505,"R",1096,"R",3351,"R",33,"R",1053,"R",0,"R",1053,"R",586,"R",56,"R",605,"R",0,"R",605,"R",274,"R",45,"R",20
101514,"R",1260,"R",3633,"R",35,"R",1225,"R",0,"R",1225,"R",713,"R",58,"R",856,"R",0,"R",856,"R",383,"R",45,"R",25
101541,"R",82,"R",153,"R",54,"R",66,"R",0,"R",66,"R",37,"R",56,"R",1,"R",0,"R",1,"R",0,"R",0,"R",9
101569,"R",649,"R",1297,"R",50,"R",585,"R",0,"R",585,"R",292,"R",50,"R",114,"R",0,"R",114,"R",40,"R",35,"R",18
101587,"R",348,"R",574,"R",61,"R",355,"R",0,"R",355,"R",229,"R",65,"R",5,"R",0,"R",5,"R",3,"R",60,"R",15
101602,"R",447,"R",747,"R",60,"R",410,"R",0,"R",410,"R",247,"R",60,"R",54,"R",0,"R",54,"R",22,"R",41,"R",17
101648,"R",278,"R",299,"R",93,"R",249,"R",0,"R",249,"R",88,"R",35,"A",,"A",,"A",,"A",,"A",,"R",17
101675,"R",486,"R",637,"R",76,"R",404,"R",1,"R",403,"R",211,"R",52,"R",2,"Z",0,"R",2,"Z",0,"R",0,"R",17
101693,"R",274,"R",414,"R",66,"R",258,"Z",0,"R",258,"R",199,"R",77,"R",1,"R",0,"R",1,"R",0,"R",0,"R",12
101709,"R",530,"R",736,"R",72,"R",519,"R",0,"R",519,"R",409,"R",79,"R",12,"R",0,"R",12,"R",5,"R",42,"R",16
101736,"R",684,"R",1445,"R",47,"R",668,"R",0,"R",668,"R",391,"R",59,"R",143,"R",0,"R",143,"R",60,"R",42,"R",22
101879,"R",931,"R",1844,"R",50,"R",953,"R",0,"R",953,"R",689,"R",72,"R",17,"R",0,"R",17,"R",5,"R",29,"R",17
101897,"R",534,"R",1090,"R",49,"R",538,"R",0,"R",538,"R",328,"R",61,"R",126,"R",0,"R",126,"R",45,"R",36,"R",20
101912,"R",374,"R",454,"R",82,"R",364,"R",0,"R",364,"R",278,"R",76,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",14
101949,"R",436,"R",725,"R",60,"R",427,"R",0,"R",427,"R",251,"R",59,"R",42,"R",0,"R",42,"R",18,"R",43,"R",17
101958,"R",40,"R",53,"R",75,"R",4,"R",0,"R",4,"R",1,"R",25,"A",,"A",,"A",,"A",,"A",,"R",13
101994,"R",83,"R",265,"R",31,"R",68,"R",0,"R",68,"R",39,"R",57,"R",9,"R",0,"R",9,"R",5,"R",56,"R",14
102030,"R",684,"R",1471,"R",46,"R",835,"R",0,"R",835,"R",341,"R",41,"R",130,"R",0,"R",130,"R",42,"R",32,"R",20
102049,"R",728,"R",869,"R",84,"R",755,"R",0,"R",755,"R",664,"R",88,"R",10,"R",0,"R",10,"R",8,"R",80,"R",12
102058,"R",140,"R",319,"R",44,"R",190,"R",0,"R",190,"R",66,"R",35,"R",50,"R",0,"R",50,"R",5,"R",10,"R",15
102067,"R",718,"R",2008,"R",36,"R",877,"R",0,"R",877,"R",529,"R",60,"R",479,"R",0,"R",479,"R",195,"R",41,"R",21
102076,"R",707,"R",1019,"R",69,"R",656,"R",0,"R",656,"R",409,"R",62,"R",60,"R",0,"R",60,"R",27,"R",45,"R",21
102094,"R",2033,"R",3063,"R",66,"R",1825,"R",0,"R",1825,"R",1297,"R",71,"R",43,"R",0,"R",43,"R",17,"R",40,"R",20
102234,"R",362,"R",426,"R",85,"R",431,"R",0,"R",431,"R",313,"R",73,"R",3,"R",0,"R",3,"R",1,"R",33,"R",13
102261,"R",11,"R",39,"R",28,"R",11,"R",0,"R",11,"R",9,"R",82,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",13
102270,"R",321,"R",492,"R",65,"R",163,"R",0,"R",163,"R",109,"R",67,"A",,"A",,"A",,"A",,"A",,"R",17
102298,"R",282,"R",364,"R",77,"R",256,"R",0,"R",256,"R",115,"R",45,"R",20,"R",0,"R",20,"R",15,"R",75,"R",20
102313,"R",229,"R",575,"R",40,"R",201,"R",0,"R",201,"R",111,"R",55,"R",69,"R",0,"R",69,"R",25,"R",36,"R",13
102368,"R",1502,"R",3235,"R",46,"R",1613,"R",0,"R",1613,"R",1212,"R",75,"R",508,"R",0,"R",508,"R",191,"R",38,"R",15
102377,"R",634,"R",690,"R",92,"R",645,"R",0,"R",645,"R",463,"R",72,"R",2,"R",0,"R",2,"R",2,"R",100,"R",13
102395,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
102429,"R",760,"R",1494,"R",51,"R",753,"R",0,"R",753,"R",460,"R",61,"R",152,"R",0,"R",152,"R",67,"R",44,"R",17
102553,"R",1388,"R",3006,"R",46,"R",991,"Z",0,"R",991,"R",710,"R",72,"R",244,"Z",0,"R",244,"R",111,"R",45,"R",19
102580,"R",14,"R",23,"R",61,"R",3,"R",0,"R",3,"R",1,"R",33,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
102614,"R",739,"R",2105,"R",35,"R",468,"Z",0,"R",468,"R",363,"R",78,"R",35,"Z",0,"R",35,"R",17,"R",49,"R",14
102632,"R",154,"R",720,"R",21,"R",60,"Z",0,"R",60,"R",43,"R",72,"R",11,"Z",0,"R",11,"R",7,"R",64,"R",15
102669,"R",18,"R",129,"R",14,"R",31,"R",0,"R",31,"R",24,"R",77,"R",1,"Z",0,"R",1,"R",1,"R",100,"R",7
102711,"A",,"A",,"A",,"R",180,"R",0,"R",180,"R",180,"R",100,"R",179,"R",0,"R",179,"R",179,"R",100,"R",15
102845,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",28
103501,"A",,"A",,"A",,"R",102,"Z",0,"R",102,"R",81,"R",79,"A",,"A",,"A",,"A",,"A",,"R",17
103644,"A",,"A",,"A",,"R",1,"R",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",22
103723,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
103732,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",8,"R",80,"R",3,"R",0,"R",3,"R",3,"R",100,"R",10
103741,"A",,"A",,"A",,"R",58,"R",1,"R",57,"R",39,"R",68,"R",7,"R",0,"R",7,"R",4,"R",57,"R",16
103778,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
103787,"R",24,"R",34,"R",71,"R",14,"R",0,"R",14,"R",6,"R",43,"A",,"A",,"A",,"A",,"A",,"R",9
103811,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
103893,"A",,"A",,"A",,"R",132,"R",0,"R",132,"R",102,"R",77,"A",,"A",,"A",,"A",,"A",,"R",39
103909,"A",,"A",,"A",,"R",100,"R",0,"R",100,"R",79,"R",79,"R",0,"R",0,"R",0,"R",0,"A",,"R",43
103927,"A",,"A",,"A",,"R",84,"R",0,"R",84,"R",65,"R",77,"A",,"A",,"A",,"A",,"A",,"R",64
103945,"A",,"A",,"A",,"R",2,"R",0,"R",2,"R",1,"R",50,"A",,"A",,"A",,"A",,"A",,"R",22
103954,"A",,"A",,"A",,"R",3,"R",0,"R",3,"R",2,"R",67,"A",,"A",,"A",,"A",,"A",,"R",20
103963,"A",,"A",,"A",,"R",154,"R",0,"R",154,"R",103,"R",67,"A",,"A",,"A",,"A",,"A",,"R",22
104090,"A",,"A",,"A",,"R",123,"R",0,"R",123,"R",52,"R",42,"A",,"A",,"A",,"A",,"A",,"R",35
104151,"R",7594,"R",11601,"R",65,"R",7114,"R",69,"R",7045,"R",6065,"R",86,"R",57,"R",1,"R",56,"R",24,"R",43,"R",22
104160,"R",782,"R",2213,"R",35,"R",844,"R",0,"R",844,"R",510,"R",60,"R",942,"R",0,"R",942,"R",382,"R",41,"R",21
104179,"R",7050,"R",10036,"R",70,"R",6272,"R",6,"R",6266,"R",5131,"R",82,"R",609,"R",0,"R",609,"R",382,"R",63,"R",20
104188,"R",19,"R",21,"R",90,"R",13,"R",0,"R",13,"R",10,"R",77,"R",12,"Z",0,"R",12,"R",8,"R",67,"R",9
104346,"R",536,"R",2268,"R",24,"R",544,"R",0,"R",544,"R",260,"R",48,"R",726,"R",0,"R",726,"R",238,"R",33,"R",17
104364,"R",95,"R",173,"R",55,"R",2,"Z",0,"R",2,"R",2,"R",100,"A",,"A",,"A",,"A",,"A",,"R",11
104391,"A",,"A",,"A",,"R",85,"R",0,"R",85,"R",81,"R",95,"A",,"A",,"A",,"A",,"A",,"R",18
104425,"R",553,"R",1262,"R",44,"R",494,"R",0,"R",494,"R",277,"R",56,"R",309,"R",0,"R",309,"R",111,"R",36,"R",16
104434,"A",,"A",,"A",,"R",29,"R",0,"R",29,"R",21,"R",72,"A",,"A",,"A",,"A",,"A",,"R",20
104443,"A",,"A",,"A",,"R",27,"R",0,"R",27,"R",18,"R",67,"R",5,"R",0,"R",5,"R",4,"R",80,"R",12
104504,"A",,"A",,"A",,"R",41,"R",0,"R",41,"R",31,"R",76,"R",26,"R",0,"R",26,"R",21,"R",81,"R",25
104568,"A",,"A",,"A",,"R",159,"R",5,"R",154,"R",108,"R",70,"R",84,"R",1,"R",83,"R",68,"R",82,"R",17
104577,"R",468,"R",1313,"R",36,"R",502,"R",70,"R",432,"R",242,"R",56,"R",795,"R",103,"R",692,"R",305,"R",44,"R",20
104586,"R",503,"R",609,"R",83,"R",443,"R",0,"R",443,"R",364,"R",82,"R",5,"R",0,"R",5,"R",3,"R",60,"R",16
104708,"R",1981,"R",5771,"R",34,"R",2057,"R",0,"R",2057,"R",1228,"R",60,"R",1462,"R",0,"R",1462,"R",545,"R",37,"R",21
104717,"R",2039,"R",13137,"R",16,"R",1554,"R",0,"R",1554,"R",969,"R",62,"R",1710,"R",0,"R",1710,"R",523,"R",31,"R",19
104911,"A",,"A",,"A",,"R",71,"R",4,"R",67,"R",42,"R",63,"A",,"A",,"A",,"A",,"A",,"R",22
105145,"R",302,"R",1734,"R",17,"R",334,"R",0,"R",334,"R",187,"R",56,"R",448,"R",0,"R",448,"R",160,"R",36,"R",13
105154,"R",1836,"R",6150,"R",30,"R",1942,"R",0,"R",1942,"R",1154,"R",59,"R",1532,"R",0,"R",1532,"R",568,"R",37,"R",20
105163,"R",50,"R",64,"R",78,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",21
105172,"R",57,"R",66,"R",86,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",25
105206,"R",215,"R",1286,"R",17,"R",231,"R",1,"R",230,"R",114,"R",50,"R",750,"R",0,"R",750,"R",273,"R",36,"R",14
105215,"A",,"A",,"A",,"R",275,"R",1,"R",274,"R",206,"R",75,"A",,"A",,"A",,"A",,"A",,"R",23
105297,"R",181,"R",286,"R",63,"R",5,"R",0,"R",5,"R",4,"R",80,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
105330,"R",4472,"R",7826,"R",57,"R",4348,"R",0,"R",4348,"R",3202,"R",74,"R",380,"R",0,"R",380,"R",235,"R",62,"R",18
105349,"R",72,"R",1479,"R",5,"R",54,"R",0,"R",54,"R",23,"R",43,"R",127,"R",0,"R",127,"R",36,"R",28,"R",10
105367,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",6
105428,"R",742,"R",3605,"R",21,"R",733,"R",0,"R",733,"R",400,"R",55,"R",1053,"R",0,"R",1053,"R",328,"R",31,"R",17
105482,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
105525,"R",2452,"R",8447,"R",29,"R",2675,"R",0,"R",2675,"R",1558,"R",58,"R",2589,"R",0,"R",2589,"R",968,"R",37,"R",25
105534,"A",,"A",,"A",,"R",69,"R",0,"R",69,"R",51,"R",74,"A",,"A",,"A",,"A",,"A",,"R",25
105543,"A",,"A",,"A",,"R",221,"R",0,"R",221,"R",151,"R",68,"A",,"A",,"A",,"A",,"A",,"R",25
105589,"R",41,"R",119,"R",34,"R",40,"R",0,"R",40,"R",27,"R",68,"A",,"A",,"A",,"A",,"A",,"R",9
105659,"A",,"A",,"A",,"R",201,"R",0,"R",201,"R",145,"R",72,"A",,"A",,"A",,"A",,"A",,"R",34
105668,"R",113,"R",4830,"R",2,"R",172,"R",0,"R",172,"R",43,"R",25,"R",400,"R",0,"R",400,"R",90,"R",23,"R",20
105677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
105701,"A",,"A",,"A",,"R",46,"R",3,"R",43,"R",30,"R",70,"A",,"A",,"A",,"A",,"A",,"R",15
105747,"R",847,"R",2995,"R",28,"R",898,"R",0,"R",898,"R",572,"R",64,"R",468,"R",0,"R",468,"R",155,"R",33,"R",17
105792,"R",390,"R",1310,"R",30,"R",439,"R",0,"R",439,"R",262,"R",60,"R",425,"Z",0,"R",425,"R",125,"R",29,"R",17
105899,"R",154,"R",388,"R",40,"R",90,"R",0,"R",90,"R",65,"R",72,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
105987,"A",,"A",,"A",,"R",134,"Z",0,"R",134,"R",108,"R",81,"A",,"A",,"A",,"A",,"A",,"R",17
106041,"A",,"A",,"A",,"R",449,"R",1,"R",448,"R",327,"R",73,"A",,"A",,"A",,"A",,"A",,"R",35
106102,"A",,"A",,"A",,"R",2,"R",0,"R",2,"R",2,"R",100,"A",,"A",,"A",,"A",,"A",,"R",14
106111,"A",,"A",,"A",,"R",36,"R",0,"R",36,"R",24,"R",67,"R",8,"R",0,"R",8,"R",6,"R",75,"R",15
106148,"R",556,"R",2505,"R",22,"R",440,"R",0,"R",440,"R",220,"R",50,"R",460,"R",0,"R",460,"R",150,"R",33,"R",18
106245,"R",698,"R",2658,"R",26,"R",633,"R",0,"R",633,"R",450,"R",71,"R",34,"R",0,"R",34,"R",19,"R",56,"R",13
106263,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
106281,"A",,"A",,"A",,"R",16,"R",0,"R",16,"R",8,"R",50,"R",4,"R",0,"R",4,"R",3,"R",75,"R",9
106306,"R",283,"R",407,"R",70,"R",22,"R",0,"R",22,"R",8,"R",36,"R",15,"R",0,"R",15,"R",7,"R",47,"R",23
106315,"A",,"A",,"A",,"R",7,"R",0,"R",7,"R",5,"R",71,"A",,"A",,"A",,"A",,"A",,"R",12
106324,"A",,"A",,"A",,"R",19,"R",0,"R",19,"R",9,"R",47,"R",1,"R",0,"R",1,"R",1,"R",100,"R",10
106342,"R",254,"R",322,"R",79,"R",174,"R",0,"R",174,"R",129,"R",74,"A",,"A",,"A",,"A",,"A",,"R",14
106351,"A",,"A",,"A",,"R",14,"Z",0,"R",14,"R",12,"R",86,"A",,"A",,"A",,"A",,"A",,"R",12
106360,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",7,"R",78,"A",,"A",,"A",,"A",,"A",,"R",15
106397,"R",4518,"R",6144,"R",74,"R",4300,"R",0,"R",4300,"R",3562,"R",83,"R",39,"R",0,"R",39,"R",25,"R",64,"R",19
106412,"R",484,"R",662,"R",73,"R",557,"R",1,"R",556,"R",346,"R",62,"R",11,"R",0,"R",11,"R",2,"R",18,"R",15
106449,"R",605,"R",878,"R",69,"R",779,"R",0,"R",779,"R",440,"R",56,"R",60,"R",0,"R",60,"R",19,"R",32,"R",17
106458,"R",1681,"R",2579,"R",65,"R",1575,"R",0,"R",1575,"R",1174,"R",75,"R",44,"R",0,"R",44,"R",16,"R",36,"R",17
106467,"R",1863,"R",2547,"R",73,"R",1380,"R",0,"R",1380,"R",930,"R",67,"R",23,"R",0,"R",23,"R",14,"R",61,"R",20
106485,"R",615,"R",1362,"R",45,"R",502,"R",0,"R",502,"R",235,"R",47,"R",18,"R",0,"R",18,"R",5,"R",28,"R",17
106494,"A",,"A",,"A",,"R",13,"R",1,"R",12,"R",10,"R",83,"A",,"A",,"A",,"A",,"A",,"R",17
106546,"A",,"A",,"A",,"R",37,"R",0,"R",37,"R",20,"R",54,"A",,"A",,"A",,"A",,"A",,"R",13
106625,"R",298,"R",472,"R",63,"R",344,"R",0,"R",344,"R",186,"R",54,"R",46,"R",0,"R",46,"R",19,"R",41,"R",16
106704,"R",2154,"R",2850,"R",76,"R",2177,"Z",0,"R",2177,"R",1522,"R",70,"R",25,"Z",0,"R",25,"R",9,"R",36,"R",17
106713,"R",134,"R",300,"R",45,"R",76,"R",0,"R",76,"R",54,"R",71,"R",8,"R",0,"R",8,"R",4,"R",50,"R",10
106795,"R",184,"R",687,"R",27,"R",255,"R",0,"R",255,"R",161,"R",63,"R",73,"R",0,"R",73,"R",19,"R",26,"R",16
106810,"R",62,"R",107,"R",58,"R",44,"R",0,"R",44,"R",22,"R",50,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
106829,"A",,"A",,"A",,"R",85,"R",0,"R",85,"R",17,"R",20,"R",14,"R",0,"R",14,"R",9,"R",64,"R",6
106883,"R",202,"R",319,"R",63,"R",224,"R",0,"R",224,"R",102,"R",46,"R",62,"R",0,"R",62,"R",36,"R",58,"R",16
106892,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32
106908,"A",,"A",,"A",,"R",58,"Z",0,"R",58,"R",46,"R",79,"R",9,"Z",0,"R",9,"R",4,"R",44,"R",17
106980,"R",366,"R",695,"R",53,"R",410,"R",0,"R",410,"R",231,"R",56,"R",135,"R",0,"R",135,"R",40,"R",30,"R",26
106999,"R",232,"R",520,"R",45,"R",258,"R",0,"R",258,"R",156,"R",60,"R",32,"R",0,"R",32,"R",11,"R",34,"R",17
107044,"R",1063,"R",1285,"R",83,"R",1030,"R",0,"R",1030,"R",844,"R",82,"R",11,"R",0,"R",11,"R",7,"R",64,"R",16
107071,"R",768,"R",1099,"R",70,"R",698,"R",0,"R",698,"R",417,"R",60,"R",4,"R",0,"R",4,"R",0,"R",0,"R",17
107080,"R",314,"R",336,"R",93,"R",435,"R",0,"R",435,"R",377,"R",87,"A",,"A",,"A",,"A",,"A",,"R",11
107099,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",8,"R",89,"A",,"A",,"A",,"A",,"A",,"R",8
107123,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
107141,"R",318,"R",909,"R",35,"R",303,"R",0,"R",303,"R",256,"R",84,"A",,"A",,"A",,"A",,"A",,"R",15
107211,"A",,"A",,"A",,"R",8,"R",0,"R",8,"R",5,"R",63,"A",,"A",,"A",,"A",,"A",,"R",17
107220,"A",,"A",,"A",,"R",166,"R",0,"R",166,"R",128,"R",77,"R",92,"R",0,"R",92,"R",41,"R",45,"R",11
107293,"A",,"A",,"A",,"R",36,"R",0,"R",36,"R",27,"R",75,"A",,"A",,"A",,"A",,"A",,"R",14
107318,"R",187,"R",355,"R",53,"R",238,"R",0,"R",238,"R",116,"R",49,"R",88,"R",0,"R",88,"R",30,"R",34,"R",14
107327,"R",185,"R",601,"R",31,"R",223,"R",0,"R",223,"R",128,"R",57,"R",60,"R",0,"R",60,"R",29,"R",48,"R",14
107363,"A",,"A",,"A",,"R",50,"R",0,"R",50,"R",34,"R",68,"A",,"A",,"A",,"A",,"A",,"R",25
107442,"A",,"A",,"A",,"R",62,"R",0,"R",62,"R",54,"R",87,"A",,"A",,"A",,"A",,"A",,"R",20
107460,"R",362,"R",837,"R",43,"R",374,"R",0,"R",374,"R",188,"R",50,"R",109,"R",0,"R",109,"R",41,"R",38,"R",16
107488,"A",,"A",,"A",,"R",227,"R",4,"R",223,"R",58,"R",26,"R",6,"R",0,"R",6,"R",1,"R",17,"R",5
107512,"R",420,"R",478,"R",88,"R",393,"R",0,"R",393,"R",298,"R",76,"A",,"A",,"A",,"A",,"A",,"R",13
107521,"R",145,"R",301,"R",48,"R",120,"R",0,"R",120,"R",66,"R",55,"R",27,"R",0,"R",27,"R",13,"R",48,"R",15
107549,"R",189,"R",818,"R",23,"R",218,"R",0,"R",218,"R",100,"R",46,"R",47,"R",0,"R",47,"R",10,"R",21,"R",16
107558,"R",171,"R",201,"R",85,"R",159,"R",0,"R",159,"R",108,"R",68,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
107585,"R",403,"R",764,"R",53,"R",467,"R",0,"R",467,"R",231,"R",49,"R",119,"R",0,"R",119,"R",49,"R",41,"R",20
107600,"R",110,"R",171,"R",64,"R",134,"R",0,"R",134,"R",105,"R",78,"R",1,"R",0,"R",1,"R",1,"R",100,"R",10
107619,"R",148,"R",242,"R",61,"R",198,"R",0,"R",198,"R",111,"R",56,"R",36,"R",0,"R",36,"R",11,"R",31,"R",12
107637,"R",193,"R",395,"R",49,"R",251,"R",0,"R",251,"R",125,"R",50,"R",81,"R",0,"R",81,"R",28,"R",35,"R",14
107655,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",9,"R",75,"A",,"A",,"A",,"A",,"A",,"R",20
107664,"R",847,"R",1938,"R",44,"R",1053,"R",0,"R",1053,"R",603,"R",57,"R",313,"R",0,"R",313,"R",122,"R",39,"R",22
107725,"R",224,"R",484,"R",46,"R",235,"R",0,"R",235,"R",128,"R",54,"R",71,"R",0,"R",71,"R",25,"R",35,"R",15
107743,"R",121,"R",363,"R",33,"R",137,"R",0,"R",137,"R",60,"R",44,"R",15,"R",0,"R",15,"R",6,"R",40,"R",17
107789,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",10,"R",83,"R",2,"R",0,"R",2,"R",2,"R",100,"R",17
107831,"A",,"A",,"A",,"R",1,"R",0,"R",1,"R",1,"R",100,"A",,"A",,"A",,"A",,"A",,"R",25
107840,"R",43,"R",144,"R",30,"R",74,"Z",0,"R",74,"R",43,"R",58,"R",19,"Z",0,"R",19,"R",10,"R",53,"R",24
107877,"R",161,"R",264,"R",61,"R",154,"R",0,"R",154,"R",90,"R",58,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",15
107974,"R",139,"R",629,"R",22,"R",161,"R",0,"R",161,"R",80,"R",50,"R",77,"R",0,"R",77,"R",34,"R",44,"R",14
107983,"R",699,"R",1116,"R",63,"R",658,"R",0,"R",658,"R",414,"R",63,"R",5,"R",0,"R",5,"R",2,"R",40,"R",16
