UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
172495,"A",,"A",,"A",,"R",59,"R",0,"R",59,"R",31,"R",53,"R",4,"Z",0,"R",4,"R",2,"R",50,"R",6
172608,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
172617,"R",745,"R",2887,"R",26,"R",777,"R",1,"R",776,"R",487,"R",63,"R",944,"R",0,"R",944,"R",471,"R",50,"R",19
172635,"R",963,"R",6756,"R",14,"R",1225,"R",0,"R",1225,"R",391,"R",32,"R",2390,"R",0,"R",2390,"R",721,"R",30,"R",24
172644,"R",2101,"R",4975,"R",42,"R",2075,"R",7,"R",2068,"R",1566,"R",76,"R",91,"Z",0,"R",91,"R",35,"R",38,"R",15
172671,"R",144,"R",258,"R",56,"R",155,"R",0,"R",155,"R",101,"R",65,"R",86,"R",0,"R",86,"R",33,"R",38,"R",13
172680,"A",,"A",,"A",,"R",1,"R",0,"R",1,"R",1,"R",100,"R",1,"R",0,"R",1,"R",1,"R",100,"R",7
172699,"R",2970,"R",4992,"R",59,"R",3158,"R",2,"R",3156,"R",2446,"R",78,"R",32,"R",0,"R",32,"R",14,"R",44,"R",18
172802,"A",,"A",,"A",,"R",1,"R",0,"R",1,"R",1,"R",100,"R",13,"R",0,"R",13,"R",10,"R",77,"R",11
172866,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
172918,"R",468,"R",1413,"R",33,"R",508,"R",0,"R",508,"R",367,"R",72,"R",47,"R",0,"R",47,"R",25,"R",53,"R",23
172927,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
172954,"R",190,"R",893,"R",21,"R",214,"R",0,"R",214,"R",109,"R",51,"R",94,"R",0,"R",94,"R",41,"R",44,"R",21
172963,"R",759,"R",3161,"R",24,"R",783,"R",0,"R",783,"R",443,"R",57,"R",509,"R",0,"R",509,"R",232,"R",46,"R",28
173045,"R",391,"R",672,"R",58,"R",463,"R",0,"R",463,"R",347,"R",75,"R",3,"R",1,"R",2,"R",1,"R",50,"R",12
173063,"R",342,"R",1210,"R",28,"R",372,"R",0,"R",372,"R",218,"R",59,"R",116,"R",0,"R",116,"R",55,"R",47,"R",20
173115,"R",78,"R",510,"R",15,"R",77,"R",0,"R",77,"R",42,"R",55,"R",46,"R",0,"R",46,"R",20,"R",43,"R",17
173124,"R",787,"R",1625,"R",48,"R",816,"R",0,"R",816,"R",555,"R",68,"R",12,"R",0,"R",12,"R",6,"R",50,"R",22
173142,"R",141,"R",160,"R",88,"R",146,"R",0,"R",146,"R",104,"R",71,"R",1,"R",0,"R",1,"R",1,"R",100,"R",9
173160,"R",602,"R",865,"R",70,"R",610,"R",0,"R",610,"R",509,"R",83,"R",2,"R",0,"R",2,"R",1,"R",50,"R",12
173203,"R",500,"R",2048,"R",24,"R",557,"R",0,"R",557,"R",303,"R",54,"R",123,"R",0,"R",123,"R",41,"R",33,"R",25
173258,"R",521,"R",531,"R",98,"R",527,"R",0,"R",527,"R",510,"R",97,"A",,"A",,"A",,"A",,"A",,"R",9
173300,"R",540,"R",651,"R",83,"R",684,"R",0,"R",684,"R",565,"R",83,"A",,"A",,"A",,"A",,"A",,"R",12
173328,"R",242,"R",990,"R",24,"R",281,"R",0,"R",281,"R",194,"R",69,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
173416,"R",349,"R",1140,"R",31,"R",325,"R",0,"R",325,"R",198,"R",61,"R",115,"R",0,"R",115,"R",48,"R",42,"R",20
173452,"R",188,"R",205,"R",92,"R",164,"R",1,"R",163,"R",131,"R",80,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
173461,"R",383,"R",1989,"R",19,"R",442,"R",0,"R",442,"R",253,"R",57,"R",264,"R",0,"R",264,"R",122,"R",46,"R",22
173470,"A",,"A",,"A",,"R",10,"Z",0,"R",10,"R",8,"R",80,"A",,"A",,"A",,"A",,"A",,"R",8
173489,"R",14,"R",59,"R",24,"R",2,"R",0,"R",2,"R",2,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
173559,"R",739,"R",2725,"R",27,"R",808,"R",0,"R",808,"R",463,"R",57,"R",205,"R",0,"R",205,"R",97,"R",47,"R",21
173629,"R",45,"R",218,"R",21,"R",17,"R",0,"R",17,"R",9,"R",53,"R",1,"R",0,"R",1,"R",1,"R",100,"R",13
173638,"R",256,"R",1244,"R",21,"R",287,"R",0,"R",287,"R",189,"R",66,"R",71,"R",0,"R",71,"R",41,"R",58,"R",20
173647,"R",613,"R",661,"R",93,"R",610,"R",4,"R",606,"R",549,"R",91,"A",,"A",,"A",,"A",,"A",,"R",11
173665,"R",521,"R",717,"R",73,"R",536,"R",2,"R",534,"R",444,"R",83,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",13
173683,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
173708,"R",318,"R",1987,"R",16,"R",374,"R",0,"R",374,"R",251,"R",67,"R",341,"R",0,"R",341,"R",164,"R",48,"R",21
173726,"A",,"A",,"A",,"R",8,"Z",0,"R",8,"R",4,"R",50,"A",,"A",,"A",,"A",,"A",,"R",10
173735,"R",201,"R",600,"R",34,"R",239,"R",0,"R",239,"R",130,"R",54,"R",18,"R",0,"R",18,"R",7,"R",39,"R",17
173744,"A",,"A",,"A",,"R",213,"R",0,"R",213,"R",203,"R",95,"A",,"A",,"A",,"A",,"A",,"R",17
173799,"R",464,"R",2450,"R",19,"R",468,"R",0,"R",468,"R",250,"R",53,"R",319,"R",0,"R",319,"R",133,"R",42,"R",24
173805,"R",198,"R",593,"R",33,"R",232,"R",0,"R",232,"R",147,"R",63,"R",25,"R",0,"R",25,"R",7,"R",28,"R",23
173887,"R",99,"R",257,"R",39,"R",133,"Z",0,"R",133,"R",55,"R",41,"R",20,"Z",0,"R",20,"R",10,"R",50,"R",17
173902,"R",541,"R",573,"R",94,"R",555,"R",0,"R",555,"R",524,"R",94,"A",,"A",,"A",,"A",,"A",,"R",10
173911,"R",455,"R",1237,"R",37,"R",404,"R",0,"R",404,"R",259,"R",64,"R",109,"R",0,"R",109,"R",46,"R",42,"R",18
173920,"R",2273,"R",4156,"R",55,"R",2436,"R",0,"R",2436,"R",1789,"R",73,"R",16,"R",0,"R",16,"R",4,"R",25,"R",23
173939,"A",,"A",,"A",,"R",44,"R",0,"R",44,"R",28,"R",64,"R",12,"R",0,"R",12,"R",9,"R",75,"R",8
173966,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
173984,"R",28,"R",298,"R",9,"R",8,"Z",0,"R",8,"R",3,"R",38,"R",13,"Z",0,"R",13,"R",3,"R",23,"R",7
173993,"R",169,"R",620,"R",27,"R",206,"R",0,"R",206,"R",111,"R",54,"R",21,"R",0,"R",21,"R",8,"R",38,"R",20
174020,"R",61,"R",2056,"R",3,"R",64,"R",0,"R",64,"R",45,"R",70,"R",36,"R",0,"R",36,"R",24,"R",67,"R",17
174066,"R",5521,"R",10383,"R",53,"R",5538,"R",0,"R",5538,"R",5120,"R",92,"R",6,"R",0,"R",6,"R",5,"R",83,"R",17
174075,"R",263,"R",1182,"R",22,"R",200,"R",0,"R",200,"R",132,"R",66,"R",13,"R",0,"R",13,"R",7,"R",54,"R",21
174118,"R",120,"R",165,"R",73,"R",126,"R",0,"R",126,"R",106,"R",84,"A",,"A",,"A",,"A",,"A",,"R",30
174127,"R",120,"R",202,"R",59,"R",115,"R",0,"R",115,"R",96,"R",83,"R",1,"R",0,"R",1,"R",1,"R",100,"R",13
174136,"R",651,"R",3194,"R",20,"R",662,"R",0,"R",662,"R",323,"R",49,"R",607,"R",0,"R",607,"R",253,"R",42,"R",24
174154,"R",17,"R",71,"R",24,"R",1,"Z",0,"R",1,"R",1,"R",100,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",11
174190,"A",,"A",,"A",,"R",34,"R",0,"R",34,"R",26,"R",76,"A",,"A",,"A",,"A",,"A",,"R",12
174206,"R",24,"R",56,"R",43,"R",11,"Z",0,"R",11,"R",6,"R",55,"R",1,"Z",0,"R",1,"Z",0,"R",0,"R",10
174233,"R",2187,"R",3365,"R",65,"R",2049,"R",0,"R",2049,"R",1579,"R",77,"R",4,"R",0,"R",4,"R",1,"R",25,"R",18
174251,"R",411,"R",611,"R",67,"R",468,"R",0,"R",468,"R",369,"R",79,"R",1,"R",0,"R",1,"R",1,"R",100,"R",13
174279,"R",32,"R",181,"R",18,"R",23,"R",0,"R",23,"R",5,"R",22,"R",2,"R",0,"R",2,"R",0,"R",0,"R",11
174321,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",22,"R",92,"R",1,"R",0,"R",1,"R",1,"R",100,"R",10
174358,"R",886,"R",1621,"R",55,"R",944,"R",0,"R",944,"R",667,"R",71,"R",43,"R",0,"R",43,"R",26,"R",60,"R",20
174376,"R",424,"R",2561,"R",17,"R",417,"R",0,"R",417,"R",209,"R",50,"R",498,"R",0,"R",498,"R",245,"R",49,"R",24
174385,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",29,"R",0,"R",29,"R",5,"R",17,"R",13
174394,"R",5,"R",23,"R",22,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",5
174428,"R",878,"R",3812,"R",23,"R",859,"R",0,"R",859,"R",512,"R",60,"R",514,"R",0,"R",514,"R",249,"R",48,"R",26
174437,"R",200,"R",396,"R",51,"R",246,"R",0,"R",246,"R",169,"R",69,"A",,"A",,"A",,"A",,"A",,"R",14
174473,"R",297,"R",1425,"R",21,"R",422,"R",0,"R",422,"R",236,"R",56,"R",110,"R",0,"R",110,"R",49,"R",45,"R",20
174491,"R",430,"R",1436,"R",30,"R",464,"R",0,"R",464,"R",372,"R",80,"R",4,"R",0,"R",4,"R",4,"R",100,"R",18
174507,"R",3,"R",67,"R",4,"R",2,"R",0,"R",2,"R",1,"R",50,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
174525,"R",28,"R",47,"R",60,"R",21,"R",0,"R",21,"R",15,"R",71,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
174534,"A",,"A",,"A",,"R",34,"R",0,"R",34,"R",23,"R",68,"R",7,"R",0,"R",7,"R",3,"R",43,"R",11
174570,"R",56,"R",539,"R",10,"R",46,"R",0,"R",46,"R",22,"R",48,"R",72,"R",0,"R",72,"R",37,"R",51,"R",17
174604,"R",74,"R",176,"R",42,"R",60,"R",0,"R",60,"R",30,"R",50,"R",6,"R",0,"R",6,"R",0,"R",0,"R",21
174738,"R",750,"R",2130,"R",35,"R",768,"R",0,"R",768,"R",423,"R",55,"R",283,"R",0,"R",283,"R",123,"R",43,"R",21
174747,"R",542,"R",585,"R",93,"R",538,"R",0,"R",538,"R",474,"R",88,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
174756,"R",608,"R",2128,"R",29,"R",524,"R",0,"R",524,"R",281,"R",54,"R",452,"R",0,"R",452,"R",191,"R",42,"R",23
174765,"A",,"A",,"A",,"R",23,"R",0,"R",23,"R",17,"R",74,"A",,"A",,"A",,"A",,"A",,"R",9
174783,"R",1650,"R",5283,"R",31,"R",1659,"R",0,"R",1659,"R",1206,"R",73,"R",42,"R",0,"R",42,"R",21,"R",50,"R",22
174792,"R",450,"R",484,"R",93,"R",497,"R",0,"R",497,"R",436,"R",88,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
174817,"R",334,"R",562,"R",59,"R",307,"R",0,"R",307,"R",241,"R",79,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
174844,"R",765,"R",825,"R",93,"R",752,"R",0,"R",752,"R",697,"R",93,"A",,"A",,"A",,"A",,"A",,"R",11
174862,"R",139,"R",282,"R",49,"R",198,"R",0,"R",198,"R",131,"R",66,"R",12,"R",0,"R",12,"R",3,"R",25,"R",18
174899,"R",460,"R",871,"R",53,"R",431,"R",0,"R",431,"R",360,"R",84,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
174914,"R",1408,"R",1691,"R",83,"R",1368,"R",0,"R",1368,"R",1166,"R",85,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
174978,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",21,"R",66,"R",5,"R",0,"R",5,"R",3,"R",60,"R",13
175005,"R",456,"R",1147,"R",40,"R",369,"R",1,"R",368,"R",286,"R",78,"R",4,"R",0,"R",4,"R",3,"R",75,"R",11
175014,"R",115,"R",1292,"R",9,"R",38,"Z",0,"R",38,"R",15,"R",39,"R",5,"Z",0,"R",5,"R",2,"R",40,"R",18
175041,"R",661,"R",2382,"R",28,"R",699,"R",0,"R",699,"R",383,"R",55,"R",547,"R",0,"R",547,"R",181,"R",33,"R",26
175078,"R",469,"R",3847,"R",12,"R",445,"R",0,"R",445,"R",305,"R",69,"R",4,"R",0,"R",4,"R",1,"R",25,"R",29
175120,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
175157,"R",149,"R",367,"R",41,"R",162,"R",0,"R",162,"R",98,"R",60,"R",1,"R",0,"R",1,"R",1,"R",100,"R",23
175227,"R",201,"R",428,"R",47,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
175236,"R",551,"R",1547,"R",36,"R",605,"R",0,"R",605,"R",383,"R",63,"R",134,"R",0,"R",134,"R",51,"R",38,"R",21
175263,"R",173,"R",846,"R",20,"R",206,"R",0,"R",206,"R",117,"R",57,"R",92,"R",0,"R",92,"R",36,"R",39,"R",16
175272,"R",1631,"R",2340,"R",70,"R",1630,"R",0,"R",1630,"R",1246,"R",76,"R",11,"R",0,"R",11,"R",3,"R",27,"R",20
175315,"R",718,"R",3008,"R",24,"R",812,"R",0,"R",812,"R",457,"R",56,"R",598,"R",0,"R",598,"R",263,"R",44,"R",24
175342,"R",494,"R",626,"R",79,"R",545,"R",0,"R",545,"R",414,"R",76,"R",29,"R",0,"R",29,"R",5,"R",17,"R",16
175421,"R",285,"R",833,"R",34,"R",217,"R",0,"R",217,"R",143,"R",66,"R",63,"R",0,"R",63,"R",24,"R",38,"R",12
175430,"R",74,"R",188,"R",39,"R",81,"R",0,"R",81,"R",51,"R",63,"R",4,"R",0,"R",4,"R",1,"R",25,"R",12
175494,"A",,"A",,"A",,"R",26,"R",2,"R",24,"R",18,"R",75,"A",,"A",,"A",,"A",,"A",,"R",10
175519,"R",507,"R",776,"R",65,"R",523,"R",0,"R",523,"R",274,"R",52,"R",50,"R",0,"R",50,"R",12,"R",24,"R",26
175528,"R",37,"R",95,"R",39,"R",44,"Z",0,"R",44,"R",16,"R",36,"R",4,"Z",0,"R",4,"R",2,"R",50,"R",12
175573,"R",783,"R",1310,"R",60,"R",655,"R",0,"R",655,"R",411,"R",63,"R",37,"R",0,"R",37,"R",4,"R",11,"R",23
175591,"A",,"A",,"A",,"R",2,"R",1,"R",1,"R",1,"R",100,"A",,"A",,"A",,"A",,"A",,"R",9
175607,"A",,"A",,"A",,"R",3,"R",0,"R",3,"R",2,"R",67,"A",,"A",,"A",,"A",,"A",,"R",20
175616,"R",433,"R",927,"R",47,"R",380,"R",0,"R",380,"R",255,"R",67,"R",2,"R",0,"R",2,"R",0,"R",0,"R",13
175643,"R",781,"R",1200,"R",65,"R",739,"R",0,"R",739,"R",449,"R",61,"R",35,"R",0,"R",35,"R",10,"R",29,"R",22
175652,"R",798,"R",2097,"R",38,"R",733,"R",0,"R",733,"R",532,"R",73,"R",350,"Z",0,"R",350,"R",111,"R",32,"R",12
175698,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",8,"R",80,"R",2,"R",0,"R",2,"R",2,"R",100,"R",5
175722,"A",,"A",,"A",,"R",7,"R",0,"R",7,"R",5,"R",71,"A",,"A",,"A",,"A",,"A",,"R",12
175786,"R",2388,"R",4843,"R",49,"R",2745,"R",0,"R",2745,"R",1488,"R",54,"R",197,"R",0,"R",197,"R",68,"R",35,"R",18
175810,"R",961,"R",2246,"R",43,"R",1038,"R",0,"R",1038,"R",602,"R",58,"R",403,"R",0,"R",403,"R",88,"R",22,"R",18
175829,"R",1213,"R",2893,"R",42,"R",1436,"Z",0,"R",1436,"R",1041,"R",72,"R",141,"Z",0,"R",141,"R",24,"R",17,"R",19
175856,"R",1170,"R",2000,"R",59,"R",1095,"R",0,"R",1095,"R",852,"R",78,"R",8,"R",0,"R",8,"R",5,"R",63,"R",15
175883,"R",1090,"R",1756,"R",62,"R",1285,"R",0,"R",1285,"R",644,"R",50,"R",311,"Z",0,"R",311,"R",147,"R",47,"R",25
175935,"R",521,"R",1735,"R",30,"R",503,"R",0,"R",503,"R",303,"R",60,"R",110,"Z",0,"R",110,"R",20,"R",18,"R",21
175980,"R",236,"R",268,"R",88,"R",171,"R",0,"R",171,"R",137,"R",80,"A",,"A",,"A",,"A",,"A",,"R",9
176008,"R",628,"R",1050,"R",60,"R",688,"R",0,"R",688,"R",392,"R",57,"R",50,"R",0,"R",50,"R",24,"R",48,"R",18
176017,"R",3762,"R",5523,"R",68,"R",3564,"R",4,"R",3560,"R",3015,"R",85,"R",18,"R",0,"R",18,"R",7,"R",39,"R",18
176035,"R",242,"R",912,"R",27,"R",180,"R",0,"R",180,"R",125,"R",69,"R",1,"R",0,"R",1,"R",1,"R",100,"R",14
176044,"R",387,"R",663,"R",58,"R",459,"R",0,"R",459,"R",297,"R",65,"R",34,"R",0,"R",34,"R",9,"R",26,"R",14
176053,"R",577,"R",919,"R",63,"R",588,"R",0,"R",588,"R",421,"R",72,"R",10,"R",0,"R",10,"R",4,"R",40,"R",15
176062,"A",,"A",,"A",,"R",11,"R",0,"R",11,"R",10,"R",91,"A",,"A",,"A",,"A",,"A",,"R",20
176071,"R",1623,"R",4968,"R",33,"R",2085,"R",6,"R",2079,"R",1308,"R",63,"R",246,"R",1,"R",245,"R",177,"R",72,"R",22
176080,"R",2964,"R",4709,"R",63,"R",3149,"R",1,"R",3148,"R",2524,"R",80,"R",7,"R",1,"R",6,"R",3,"R",50,"R",19
176169,"R",1079,"R",1691,"R",64,"R",1030,"R",0,"R",1030,"R",688,"R",67,"R",57,"R",0,"R",57,"R",45,"R",79,"R",22
176178,"R",1480,"R",2732,"R",54,"R",1761,"R",0,"R",1761,"R",1040,"R",59,"R",166,"R",0,"R",166,"R",43,"R",26,"R",23
176239,"R",884,"R",1793,"R",49,"R",977,"R",29,"R",948,"R",566,"R",60,"R",531,"R",2,"R",529,"R",157,"R",30,"R",16
176318,"R",286,"R",286,"R",100,"R",267,"R",0,"R",267,"R",189,"R",71,"A",,"A",,"A",,"A",,"A",,"R",19
176336,"R",11,"R",14,"R",79,"R",3,"R",2,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",6
176354,"R",575,"R",853,"R",67,"R",646,"R",0,"R",646,"R",389,"R",60,"R",17,"R",0,"R",17,"R",10,"R",59,"R",24
176372,"R",1597,"R",3172,"R",50,"R",1726,"R",1,"R",1725,"R",1278,"R",74,"R",20,"R",0,"R",20,"R",6,"R",30,"R",17
176390,"A",,"A",,"A",,"R",37,"R",0,"R",37,"R",25,"R",68,"A",,"A",,"A",,"A",,"A",,"R",17
176406,"R",169,"R",252,"R",67,"R",153,"R",0,"R",153,"R",126,"R",82,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
176479,"R",160,"R",800,"R",20,"R",179,"R",0,"R",179,"R",129,"R",72,"R",3,"R",0,"R",3,"R",3,"R",100,"R",15
176628,"R",204,"R",400,"R",51,"R",182,"R",0,"R",182,"R",129,"R",71,"A",,"A",,"A",,"A",,"A",,"R",12
176637,"R",55,"R",71,"R",77,"R",1,"R",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
176664,"R",76,"R",107,"R",71,"R",55,"R",0,"R",55,"R",38,"R",69,"R",1,"R",0,"R",1,"R",1,"R",100,"R",14
176716,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",13,"R",87,"R",0,"R",0,"R",0,"R",0,"A",,"R",25
176770,"R",7,"R",188,"R",4,"R",7,"R",0,"R",7,"R",2,"R",29,"R",6,"R",0,"R",6,"R",0,"R",0,"R",11
176789,"R",36,"R",84,"R",43,"R",37,"R",0,"R",37,"R",20,"R",54,"R",4,"R",0,"R",4,"R",2,"R",50,"R",7
176798,"A",,"A",,"A",,"R",14,"Z",0,"R",14,"R",10,"R",71,"R",35,"Z",0,"R",35,"R",31,"R",89,"R",12
176910,"R",55,"R",88,"R",63,"R",48,"R",0,"R",48,"R",37,"R",77,"R",15,"R",0,"R",15,"R",5,"R",33,"R",16
176947,"R",331,"R",454,"R",73,"R",291,"R",0,"R",291,"R",186,"R",64,"A",,"A",,"A",,"A",,"A",,"R",14
176965,"R",1687,"R",3256,"R",52,"R",1746,"R",1,"R",1745,"R",1217,"R",70,"R",23,"R",0,"R",23,"R",8,"R",35,"R",18
176983,"A",,"A",,"A",,"R",46,"R",0,"R",46,"R",39,"R",85,"R",0,"R",0,"R",0,"R",0,"A",,"R",3
176992,"A",,"A",,"A",,"R",8,"Z",0,"R",8,"R",6,"R",75,"A",,"A",,"A",,"A",,"A",,"R",15
177038,"R",2,"R",26,"R",8,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",4
177056,"A",,"A",,"A",,"R",8,"R",0,"R",8,"R",8,"R",100,"R",13,"Z",0,"R",13,"R",12,"R",92,"R",4
177065,"R",627,"R",2695,"R",23,"R",394,"R",0,"R",394,"R",230,"R",58,"R",126,"R",0,"R",126,"R",42,"R",33,"R",34
177083,"R",16,"R",87,"R",18,"R",19,"R",0,"R",19,"R",16,"R",84,"A",,"A",,"A",,"A",,"A",,"R",4
177117,"R",130,"R",137,"R",95,"R",124,"R",0,"R",124,"R",82,"R",66,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
177135,"R",1041,"R",2476,"R",42,"R",967,"R",0,"R",967,"R",615,"R",64,"R",319,"R",0,"R",319,"R",122,"R",38,"R",15
177144,"R",290,"R",388,"R",75,"R",220,"R",0,"R",220,"R",167,"R",76,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
177214,"R",400,"R",869,"R",46,"R",433,"R",0,"R",433,"R",366,"R",85,"R",86,"R",0,"R",86,"R",38,"R",44,"R",19
177250,"R",578,"R",1379,"R",42,"R",624,"R",0,"R",624,"R",354,"R",57,"R",149,"R",0,"R",149,"R",56,"R",38,"R",19
177287,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",23,"R",58,"R",7,"R",0,"R",7,"R",6,"R",86,"R",15
177302,"R",445,"R",445,"R",100,"R",338,"R",0,"R",338,"R",194,"R",57,"A",,"A",,"A",,"A",,"A",,"R",30
177339,"R",329,"R",442,"R",74,"R",458,"R",0,"R",458,"R",344,"R",75,"R",2,"R",0,"R",2,"R",0,"R",0,"R",14
177418,"R",111,"R",329,"R",34,"R",157,"R",0,"R",157,"R",107,"R",68,"R",3,"R",0,"R",3,"R",0,"R",0,"R",11
177436,"A",,"A",,"A",,"R",34,"R",0,"R",34,"R",24,"R",71,"R",7,"R",0,"R",7,"R",5,"R",71,"R",9
177472,"R",2210,"R",4522,"R",49,"R",2255,"R",0,"R",2255,"R",1360,"R",60,"R",931,"R",0,"R",931,"R",371,"R",40,"R",23
177542,"R",156,"R",557,"R",28,"R",168,"R",1,"R",167,"R",96,"R",57,"R",1,"R",0,"R",1,"R",1,"R",100,"R",12
177551,"R",238,"R",400,"R",60,"R",182,"Z",0,"R",182,"R",92,"R",51,"R",13,"Z",0,"R",13,"R",1,"R",8,"R",13
177579,"R",95,"R",136,"R",70,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
177588,"A",,"A",,"A",,"R",4,"R",0,"R",4,"R",2,"R",50,"A",,"A",,"A",,"A",,"A",,"R",25
177603,"A",,"A",,"A",,"R",4,"R",0,"R",4,"R",4,"R",100,"R",5,"R",0,"R",5,"R",5,"R",100,"R",7
177676,"R",943,"R",1457,"R",65,"R",933,"R",1,"R",932,"R",547,"R",59,"R",201,"R",0,"R",201,"R",68,"R",34,"R",19
177685,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",7,"R",78,"A",,"A",,"A",,"A",,"A",,"R",20
177719,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
177746,"R",134,"R",187,"R",72,"R",141,"R",0,"R",141,"R",109,"R",77,"R",0,"Z",0,"R",0,"R",0,"A",,"R",9
177816,"R",8,"R",25,"R",32,"R",8,"R",0,"R",8,"R",7,"R",88,"R",0,"R",0,"R",0,"R",0,"A",,"R",5
177870,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",12,"R",100,"A",,"A",,"A",,"A",,"A",,"R",7
177931,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",8,"R",62,"R",0,"R",0,"R",0,"R",0,"A",,"R",4
177940,"R",522,"R",1111,"R",47,"R",289,"R",0,"R",289,"R",187,"R",65,"R",10,"R",0,"R",10,"R",3,"R",30,"R",17
177968,"R",1170,"R",2401,"R",49,"R",1311,"R",0,"R",1311,"R",919,"R",70,"R",13,"R",0,"R",13,"R",2,"R",15,"R",13
177977,"R",481,"R",634,"R",76,"R",503,"R",2,"R",501,"R",395,"R",79,"R",6,"R",0,"R",6,"R",2,"R",33,"R",12
177986,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
177995,"R",2235,"R",7615,"R",29,"R",2473,"R",1,"R",2472,"R",1383,"R",56,"R",1710,"R",1,"R",1709,"R",561,"R",33,"R",19
178004,"A",,"A",,"A",,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
178059,"R",408,"R",805,"R",51,"R",392,"R",0,"R",392,"R",339,"R",86,"R",17,"R",0,"R",17,"R",2,"R",12,"R",13
178077,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",13,"R",72,"A",,"A",,"A",,"A",,"A",,"R",16
178110,"R",27,"R",49,"R",55,"R",23,"R",0,"R",23,"R",15,"R",65,"A",,"A",,"A",,"A",,"A",,"R",12
178183,"A",,"A",,"A",,"R",7,"R",0,"R",7,"R",6,"R",86,"A",,"A",,"A",,"A",,"A",,"R",12
178208,"R",35,"R",127,"R",28,"R",16,"R",0,"R",16,"R",13,"R",81,"R",13,"R",0,"R",13,"R",7,"R",54,"R",17
178217,"R",766,"R",1010,"R",76,"R",744,"R",1,"R",743,"R",501,"R",67,"R",96,"Z",0,"R",96,"R",41,"R",43,"R",23
178226,"R",42,"R",48,"R",88,"R",9,"R",0,"R",9,"R",4,"R",44,"A",,"A",,"A",,"A",,"A",,"R",17
178244,"R",225,"R",2322,"R",10,"R",264,"R",0,"R",264,"R",167,"R",63,"R",4,"R",0,"R",4,"R",1,"R",25,"R",20
178262,"A",,"A",,"A",,"R",37,"R",0,"R",37,"R",24,"R",65,"A",,"A",,"A",,"A",,"A",,"R",15
