UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
168430,"R",808,"R",1445,"R",56,"R",785,"R",0,"R",785,"R",606,"R",77,"R",9,"R",0,"R",9,"R",4,"R",44,"R",17
168528,"R",502,"R",629,"R",80,"R",484,"R",0,"R",484,"R",344,"R",71,"R",1,"R",0,"R",1,"R",0,"R",0,"R",13
168546,"R",455,"R",503,"R",90,"R",357,"R",0,"R",357,"R",287,"R",80,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
168555,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",7,"R",70,"A",,"A",,"A",,"A",,"A",,"R",10
168573,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
168591,"R",336,"R",414,"R",81,"R",356,"R",0,"R",356,"R",298,"R",84,"A",,"A",,"A",,"A",,"A",,"R",11
168607,"R",309,"R",657,"R",47,"R",318,"R",1,"R",317,"R",185,"R",58,"R",88,"R",0,"R",88,"R",27,"R",31,"R",12
168740,"R",265,"R",541,"R",49,"R",259,"R",0,"R",259,"R",206,"R",80,"R",3,"R",0,"R",3,"R",3,"R",100,"R",9
168786,"R",368,"R",523,"R",70,"R",353,"R",1,"R",352,"R",286,"R",81,"R",1,"R",0,"R",1,"R",1,"R",100,"R",13
168847,"R",1200,"R",6791,"R",18,"R",496,"R",1,"R",495,"R",248,"R",50,"R",250,"R",0,"R",250,"R",82,"R",33,"R",19
168883,"R",252,"R",711,"R",35,"R",289,"R",0,"R",289,"R",168,"R",58,"R",119,"R",4,"R",115,"R",44,"R",38,"R",15
168892,"A",,"A",,"A",,"R",5,"R",0,"R",5,"R",4,"R",80,"R",3,"Z",0,"R",3,"R",3,"R",100,"R",5
169071,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",7,"R",78,"R",13,"R",0,"R",13,"R",9,"R",69,"R",9
169080,"R",941,"R",1081,"R",87,"R",949,"R",0,"R",949,"R",816,"R",86,"R",2,"R",0,"R",2,"R",1,"R",50,"R",13
169187,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",21,"R",75,"R",21,"R",0,"R",21,"R",19,"R",90,"R",10
169248,"R",3448,"R",5456,"R",63,"R",3762,"R",0,"R",3762,"R",2962,"R",79,"R",45,"R",0,"R",45,"R",12,"R",27,"R",20
169275,"R",612,"R",2185,"R",28,"R",649,"R",0,"R",649,"R",360,"R",55,"R",862,"R",1,"R",861,"R",397,"R",46,"R",19
169284,"A",,"A",,"A",,"R",65,"R",0,"R",65,"R",37,"R",57,"R",16,"R",0,"R",16,"R",12,"R",75,"R",14
169327,"R",51,"R",136,"R",38,"R",55,"R",0,"R",55,"R",36,"R",65,"R",3,"R",0,"R",3,"R",1,"R",33,"R",11
169363,"R",148,"R",330,"R",45,"R",156,"R",0,"R",156,"R",96,"R",62,"R",2,"R",0,"R",2,"R",1,"R",50,"R",11
169442,"R",259,"R",405,"R",64,"R",232,"R",0,"R",232,"R",165,"R",71,"R",19,"R",0,"R",19,"R",8,"R",42,"R",10
169479,"R",561,"R",1597,"R",35,"R",314,"R",0,"R",314,"R",233,"R",74,"R",110,"R",0,"R",110,"R",31,"R",28,"R",11
169503,"A",,"A",,"A",,"R",45,"R",0,"R",45,"R",30,"R",67,"A",,"A",,"A",,"A",,"A",,"R",15
169521,"R",912,"R",2603,"R",35,"R",885,"R",0,"R",885,"R",544,"R",61,"R",550,"R",0,"R",550,"R",240,"R",44,"R",16
169576,"A",,"A",,"A",,"R",5,"R",0,"R",5,"R",3,"R",60,"R",2,"R",0,"R",2,"R",2,"R",100,"R",11
169655,"R",65,"R",90,"R",72,"R",276,"R",2,"R",274,"R",191,"R",70,"A",,"A",,"A",,"A",,"A",,"R",9
169716,"R",503,"R",806,"R",62,"R",458,"R",0,"R",458,"R",388,"R",85,"R",11,"R",0,"R",11,"R",4,"R",36,"R",10
169734,"A",,"A",,"A",,"R",33,"R",0,"R",33,"R",19,"R",58,"A",,"A",,"A",,"A",,"A",,"R",16
169761,"A",,"A",,"A",,"R",33,"R",0,"R",33,"R",10,"R",30,"A",,"A",,"A",,"A",,"A",,"R",18
169798,"R",2837,"R",4778,"R",59,"R",2588,"R",0,"R",2588,"R",1923,"R",74,"R",39,"R",0,"R",39,"R",15,"R",38,"R",18
169910,"R",1927,"R",3687,"R",52,"R",678,"R",0,"R",678,"R",541,"R",80,"R",37,"R",0,"R",37,"R",18,"R",49,"R",16
169947,"A",,"A",,"A",,"R",22,"R",0,"R",22,"R",22,"R",100,"A",,"A",,"A",,"A",,"A",,"R",19
169974,"R",153,"R",225,"R",68,"R",115,"R",0,"R",115,"R",60,"R",52,"R",34,"R",0,"R",34,"R",19,"R",56,"R",20
169983,"R",434,"R",510,"R",85,"R",364,"R",0,"R",364,"R",337,"R",93,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
169992,"R",197,"R",464,"R",42,"R",217,"R",0,"R",217,"R",157,"R",72,"R",33,"R",0,"R",33,"R",24,"R",73,"R",15
170000,"R",150,"R",302,"R",50,"R",72,"R",0,"R",72,"R",40,"R",56,"R",1,"R",0,"R",1,"R",0,"R",0,"R",13
170037,"R",316,"R",1105,"R",29,"R",299,"R",0,"R",299,"R",236,"R",79,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",20
170055,"R",1410,"R",4797,"R",29,"R",1661,"R",1,"R",1660,"R",934,"R",56,"R",1465,"R",2,"R",1463,"R",639,"R",44,"R",19
170082,"R",4092,"R",5963,"R",69,"R",4178,"R",0,"R",4178,"R",3502,"R",84,"R",21,"R",0,"R",21,"R",10,"R",48,"R",17
170091,"R",45,"R",66,"R",68,"R",21,"R",0,"R",21,"R",12,"R",57,"R",5,"R",0,"R",5,"R",3,"R",60,"R",8
170240,"R",1393,"R",3698,"R",38,"R",1640,"R",0,"R",1640,"R",902,"R",55,"R",1225,"R",0,"R",1225,"R",483,"R",39,"R",20
170286,"R",362,"R",378,"R",96,"R",359,"R",2,"R",357,"R",341,"R",96,"A",,"A",,"A",,"A",,"A",,"R",10
170301,"R",786,"R",952,"R",83,"R",820,"Z",0,"R",820,"R",725,"R",88,"R",10,"R",0,"R",10,"R",1,"R",10,"R",11
170417,"R",35,"R",39,"R",90,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
170444,"R",905,"R",1986,"R",46,"R",801,"R",0,"R",801,"R",468,"R",58,"R",310,"R",0,"R",310,"R",113,"R",36,"R",18
170532,"R",364,"R",410,"R",89,"R",357,"R",0,"R",357,"R",329,"R",92,"A",,"A",,"A",,"A",,"A",,"R",13
170541,"R",868,"R",3061,"R",28,"R",937,"R",1,"R",936,"R",583,"R",62,"R",723,"R",0,"R",723,"R",296,"R",41,"R",21
170550,"R",238,"R",991,"R",24,"R",284,"R",0,"R",284,"R",152,"R",54,"R",211,"R",0,"R",211,"R",68,"R",32,"R",12
170587,"R",96,"R",269,"R",36,"R",102,"R",0,"R",102,"R",57,"R",56,"R",125,"R",0,"R",125,"R",54,"R",43,"R",18
170611,"A",,"A",,"A",,"R",86,"R",0,"R",86,"R",61,"R",71,"R",26,"R",0,"R",26,"R",20,"R",77,"R",18
170620,"R",440,"R",1946,"R",23,"R",3,"R",0,"R",3,"R",3,"R",100,"R",8,"R",0,"R",8,"R",5,"R",63,"R",16
170639,"R",422,"R",716,"R",59,"R",408,"R",0,"R",408,"R",286,"R",70,"R",5,"R",0,"R",5,"R",3,"R",60,"R",15
170657,"R",1533,"R",4569,"R",34,"R",1988,"R",0,"R",1988,"R",1238,"R",62,"R",1638,"R",0,"R",1638,"R",782,"R",48,"R",13
170675,"R",340,"R",1387,"R",25,"R",329,"R",0,"R",329,"R",268,"R",81,"R",8,"R",0,"R",8,"R",0,"R",0,"R",12
170736,"A",,"A",,"A",,"R",45,"Z",0,"R",45,"R",21,"R",47,"R",8,"Z",0,"R",8,"R",1,"R",13,"R",20
170790,"R",1506,"R",5411,"R",28,"R",647,"R",0,"R",647,"R",390,"R",60,"R",691,"R",0,"R",691,"R",378,"R",55,"R",26
170806,"R",178,"R",868,"R",21,"R",165,"R",0,"R",165,"R",135,"R",82,"R",4,"R",0,"R",4,"R",4,"R",100,"R",10
170842,"R",93,"R",176,"R",53,"R",129,"R",0,"R",129,"R",53,"R",41,"R",3,"R",0,"R",3,"R",0,"R",0,"R",8
170967,"R",154,"R",397,"R",39,"R",155,"R",0,"R",155,"R",92,"R",59,"R",7,"Z",0,"R",7,"R",3,"R",43,"R",12
170976,"R",6050,"R",7091,"R",85,"R",6475,"R",0,"R",6475,"R",6294,"R",97,"R",30,"R",0,"R",30,"R",27,"R",90,"R",12
171012,"A",,"A",,"A",,"R",11,"R",0,"R",11,"R",7,"R",64,"A",,"A",,"A",,"A",,"A",,"R",30
171100,"R",7991,"R",10057,"R",79,"R",7890,"R",0,"R",7890,"R",7279,"R",92,"R",165,"R",0,"R",165,"R",106,"R",64,"R",17
171128,"R",1276,"R",1489,"R",86,"R",1197,"R",0,"R",1197,"R",1043,"R",87,"R",2,"R",0,"R",2,"R",1,"R",50,"R",12
171137,"R",959,"R",2005,"R",48,"R",908,"R",0,"R",908,"R",730,"R",80,"R",43,"R",0,"R",43,"R",22,"R",51,"R",15
171146,"R",588,"R",1994,"R",29,"R",595,"R",0,"R",595,"R",429,"R",72,"R",67,"R",0,"R",67,"R",34,"R",51,"R",15
171155,"R",629,"R",2143,"R",29,"R",406,"R",0,"R",406,"R",245,"R",60,"R",296,"R",0,"R",296,"R",128,"R",43,"R",22
171225,"R",173,"R",866,"R",20,"R",214,"R",0,"R",214,"R",126,"R",59,"R",163,"R",0,"R",163,"R",80,"R",49,"R",17
171234,"R",132,"R",518,"R",25,"R",175,"R",0,"R",175,"R",96,"R",55,"R",164,"R",0,"R",164,"R",77,"R",47,"R",15
171261,"A",,"A",,"A",,"R",16,"R",0,"R",16,"R",10,"R",63,"R",8,"R",0,"R",8,"R",6,"R",75,"R",20
171304,"R",503,"R",1574,"R",32,"R",560,"R",0,"R",560,"R",330,"R",59,"R",368,"R",0,"R",368,"R",169,"R",46,"R",19
171322,"A",,"A",,"A",,"R",48,"R",0,"R",48,"R",32,"R",67,"A",,"A",,"A",,"A",,"A",,"R",23
171395,"R",234,"R",530,"R",44,"R",227,"R",0,"R",227,"R",134,"R",59,"R",73,"R",0,"R",73,"R",26,"R",36,"R",16
171456,"R",1416,"R",1963,"R",72,"R",1172,"R",1,"R",1171,"R",862,"R",74,"R",7,"R",0,"R",7,"R",2,"R",29,"R",21
171465,"A",,"A",,"A",,"R",5,"R",0,"R",5,"R",4,"R",80,"A",,"A",,"A",,"A",,"A",,"R",15
171483,"R",496,"R",1107,"R",45,"R",12,"R",0,"R",12,"R",10,"R",83,"R",1,"R",0,"R",1,"R",0,"R",0,"R",16
171492,"R",335,"R",919,"R",36,"R",338,"R",0,"R",338,"R",262,"R",78,"R",29,"R",0,"R",29,"R",17,"R",59,"R",14
171535,"R",1745,"R",8569,"R",20,"R",1093,"R",1,"R",1092,"R",535,"R",49,"R",1178,"R",0,"R",1178,"R",449,"R",38,"R",18
171571,"R",2588,"R",4748,"R",55,"R",2410,"R",0,"R",2410,"R",1842,"R",76,"R",88,"R",0,"R",88,"R",55,"R",63,"R",21
171599,"R",239,"R",375,"R",64,"R",225,"R",3,"R",222,"R",139,"R",63,"R",3,"R",0,"R",3,"R",2,"R",67,"R",17
171775,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",3,"R",25,"R",4,"R",0,"R",4,"R",3,"R",75,"R",13
171881,"R",43,"R",84,"R",51,"R",53,"R",0,"R",53,"R",33,"R",62,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
171988,"A",,"A",,"A",,"R",52,"R",0,"R",52,"R",40,"R",77,"A",,"A",,"A",,"A",,"A",,"R",23
171997,"A",,"A",,"A",,"R",60,"R",0,"R",60,"R",49,"R",82,"A",,"A",,"A",,"A",,"A",,"R",25
172015,"A",,"A",,"A",,"R",56,"R",0,"R",56,"R",49,"R",88,"A",,"A",,"A",,"A",,"A",,"R",35
172033,"R",6,"R",71,"R",8,"R",2,"R",0,"R",2,"R",2,"R",100,"R",1,"R",0,"R",1,"R",1,"R",100,"R",6
172051,"R",1557,"R",2346,"R",66,"R",1485,"R",1,"R",1484,"R",1065,"R",72,"R",22,"R",0,"R",22,"R",12,"R",55,"R",18
172200,"R",912,"R",5467,"R",17,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",24
172264,"R",304,"R",890,"R",34,"R",272,"R",0,"R",272,"R",195,"R",72,"R",1,"R",0,"R",1,"R",1,"R",100,"R",12
172291,"R",385,"R",1255,"R",31,"R",497,"R",0,"R",497,"R",292,"R",59,"R",254,"R",0,"R",254,"R",107,"R",42,"R",18
172307,"R",517,"R",805,"R",64,"R",533,"R",0,"R",533,"R",298,"R",56,"R",125,"R",0,"R",125,"R",40,"R",32,"R",15
172325,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",139,"R",0,"R",139,"R",92,"R",66,"R",8
172334,"R",290,"R",701,"R",41,"R",337,"R",0,"R",337,"R",267,"R",79,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",11
172422,"A",,"A",,"A",,"R",85,"R",0,"R",85,"R",70,"R",82,"A",,"A",,"A",,"A",,"A",,"R",12
172440,"R",162,"R",257,"R",63,"R",73,"R",0,"R",73,"R",40,"R",55,"R",1,"R",0,"R",1,"R",1,"R",100,"R",11
172495,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",24,"R",80,"R",47,"R",0,"R",47,"R",6,"R",13,"R",16
172608,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
172617,"R",734,"R",3005,"R",24,"R",745,"R",0,"R",745,"R",462,"R",62,"R",809,"R",0,"R",809,"R",472,"R",58,"R",18
172635,"R",939,"R",5757,"R",16,"R",963,"R",0,"R",963,"R",397,"R",41,"R",2427,"R",0,"R",2427,"R",615,"R",25,"R",26
172644,"R",2320,"R",4697,"R",49,"R",2101,"R",0,"R",2101,"R",1625,"R",77,"R",94,"R",0,"R",94,"R",44,"R",47,"R",16
172671,"R",139,"R",302,"R",46,"R",144,"R",0,"R",144,"R",97,"R",67,"R",69,"R",0,"R",69,"R",25,"R",36,"R",13
172680,"A",,"A",,"A",,"R",5,"R",0,"R",5,"R",0,"R",0,"R",9,"R",0,"R",9,"R",9,"R",100,"R",7
172699,"R",2953,"R",4917,"R",60,"R",2970,"R",0,"R",2970,"R",2347,"R",79,"R",42,"R",0,"R",42,"R",21,"R",50,"R",17
172802,"A",,"A",,"A",,"R",5,"R",0,"R",5,"R",4,"R",80,"R",11,"R",0,"R",11,"R",8,"R",73,"R",15
172866,"R",3,"R",28,"R",11,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
172918,"R",470,"R",1439,"R",33,"R",468,"R",0,"R",468,"R",331,"R",71,"R",46,"R",0,"R",46,"R",23,"R",50,"R",24
172927,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
172954,"R",187,"R",879,"R",21,"R",190,"R",0,"R",190,"R",104,"R",55,"R",66,"R",0,"R",66,"R",20,"R",30,"R",19
172963,"R",786,"R",4057,"R",19,"R",759,"R",0,"R",759,"R",429,"R",57,"R",493,"R",0,"R",493,"R",210,"R",43,"R",33
173045,"R",478,"R",762,"R",63,"R",391,"R",0,"R",391,"R",309,"R",79,"R",2,"R",0,"R",2,"R",1,"R",50,"R",12
173063,"R",309,"R",1173,"R",26,"R",342,"R",0,"R",342,"R",219,"R",64,"R",123,"R",0,"R",123,"R",58,"R",47,"R",21
173115,"R",73,"R",564,"R",13,"R",78,"R",0,"R",78,"R",45,"R",58,"R",38,"R",0,"R",38,"R",17,"R",45,"R",17
173124,"R",728,"R",1648,"R",44,"R",787,"R",0,"R",787,"R",522,"R",66,"R",12,"R",0,"R",12,"R",5,"R",42,"R",21
173142,"R",134,"R",174,"R",77,"R",141,"R",0,"R",141,"R",103,"R",73,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
173160,"R",614,"R",832,"R",74,"R",602,"R",0,"R",602,"R",506,"R",84,"R",2,"R",0,"R",2,"R",1,"R",50,"R",12
173203,"R",468,"R",2016,"R",23,"R",500,"R",0,"R",500,"R",290,"R",58,"R",144,"R",0,"R",144,"R",49,"R",34,"R",25
173258,"R",491,"R",501,"R",98,"R",521,"R",2,"R",519,"R",499,"R",96,"A",,"A",,"A",,"A",,"A",,"R",9
173300,"R",520,"R",606,"R",86,"R",540,"R",0,"R",540,"R",445,"R",82,"A",,"A",,"A",,"A",,"A",,"R",11
173328,"R",229,"R",1020,"R",22,"R",239,"R",0,"R",239,"R",167,"R",70,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",16
173416,"R",342,"R",1169,"R",29,"R",349,"R",0,"R",349,"R",202,"R",58,"R",110,"R",0,"R",110,"R",47,"R",43,"R",19
173452,"R",172,"R",201,"R",86,"R",188,"R",0,"R",188,"R",156,"R",83,"R",1,"R",0,"R",1,"R",1,"R",100,"R",12
173461,"R",350,"R",2030,"R",17,"R",383,"R",0,"R",383,"R",211,"R",55,"R",217,"R",0,"R",217,"R",87,"R",40,"R",23
173470,"A",,"A",,"A",,"R",4,"R",0,"R",4,"R",3,"R",75,"A",,"A",,"A",,"A",,"A",,"R",10
173489,"R",5,"R",43,"R",12,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
173559,"R",768,"R",2751,"R",28,"R",739,"R",0,"R",739,"R",445,"R",60,"R",207,"R",0,"R",207,"R",98,"R",47,"R",22
173629,"R",27,"R",153,"R",18,"R",13,"R",0,"R",13,"R",3,"R",23,"R",1,"R",0,"R",1,"R",0,"R",0,"R",11
173638,"R",286,"R",1306,"R",22,"R",256,"R",0,"R",256,"R",172,"R",67,"R",66,"R",0,"R",66,"R",27,"R",41,"R",19
173647,"R",614,"R",642,"R",96,"R",613,"R",4,"R",609,"R",542,"R",89,"A",,"A",,"A",,"A",,"A",,"R",11
173665,"R",513,"R",709,"R",72,"R",521,"R",2,"R",519,"R",409,"R",79,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
173708,"R",321,"R",2014,"R",16,"R",318,"R",0,"R",318,"R",217,"R",68,"R",336,"R",0,"R",336,"R",140,"R",42,"R",21
173726,"A",,"A",,"A",,"R",3,"R",0,"R",3,"R",2,"R",67,"A",,"A",,"A",,"A",,"A",,"R",10
173735,"R",180,"R",644,"R",28,"R",201,"R",0,"R",201,"R",119,"R",59,"R",32,"R",0,"R",32,"R",12,"R",38,"R",19
173744,"A",,"A",,"A",,"R",156,"R",0,"R",156,"R",127,"R",81,"A",,"A",,"A",,"A",,"A",,"R",17
173799,"R",438,"R",2299,"R",19,"R",464,"R",0,"R",464,"R",252,"R",54,"R",263,"R",0,"R",263,"R",99,"R",38,"R",24
173805,"R",212,"R",690,"R",31,"R",198,"R",0,"R",198,"R",106,"R",54,"R",34,"R",0,"R",34,"R",8,"R",24,"R",22
173887,"R",86,"R",211,"R",41,"R",68,"Z",0,"R",68,"R",26,"R",38,"R",23,"Z",0,"R",23,"R",10,"R",43,"R",16
173902,"R",582,"R",608,"R",96,"R",541,"R",0,"R",541,"R",514,"R",95,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
173911,"R",370,"R",1023,"R",36,"R",455,"R",0,"R",455,"R",253,"R",56,"R",129,"R",0,"R",129,"R",68,"R",53,"R",16
173920,"R",2380,"R",4182,"R",57,"R",2273,"R",0,"R",2273,"R",1679,"R",74,"R",14,"R",0,"R",14,"R",4,"R",29,"R",23
173939,"A",,"A",,"A",,"R",44,"R",0,"R",44,"R",36,"R",82,"R",15,"R",0,"R",15,"R",8,"R",53,"R",12
173966,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
173984,"R",27,"R",251,"R",11,"R",3,"Z",0,"R",3,"R",3,"R",100,"R",6,"R",1,"R",5,"R",1,"R",20,"R",8
173993,"R",158,"R",607,"R",26,"R",169,"R",0,"R",169,"R",84,"R",50,"R",24,"R",0,"R",24,"R",5,"R",21,"R",21
174020,"R",73,"R",2179,"R",3,"R",61,"R",0,"R",61,"R",44,"R",72,"R",34,"R",0,"R",34,"R",17,"R",50,"R",17
174066,"R",5756,"R",10154,"R",57,"R",5521,"R",0,"R",5521,"R",5107,"R",93,"R",9,"R",0,"R",9,"R",7,"R",78,"R",17
174075,"R",226,"R",1111,"R",20,"R",261,"R",0,"R",261,"R",170,"R",65,"R",11,"R",0,"R",11,"R",5,"R",45,"R",17
174118,"R",101,"R",141,"R",72,"R",120,"R",0,"R",120,"R",99,"R",83,"A",,"A",,"A",,"A",,"A",,"R",30
174127,"R",145,"R",203,"R",71,"R",120,"R",0,"R",120,"R",98,"R",82,"A",,"A",,"A",,"A",,"A",,"R",11
174136,"R",594,"R",3042,"R",20,"R",651,"R",0,"R",651,"R",341,"R",52,"R",598,"R",0,"R",598,"R",244,"R",41,"R",24
174154,"R",10,"R",59,"R",17,"R",9,"Z",0,"R",9,"R",5,"R",56,"R",0,"Z",0,"R",0,"R",0,"A",,"R",11
174190,"A",,"A",,"A",,"R",37,"R",0,"R",37,"R",28,"R",76,"A",,"A",,"A",,"A",,"A",,"R",14
174206,"R",14,"R",31,"R",45,"R",20,"R",0,"R",20,"R",12,"R",60,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
174233,"R",1987,"R",3188,"R",62,"R",2187,"R",0,"R",2187,"R",1663,"R",76,"R",9,"R",0,"R",9,"R",5,"R",56,"R",17
174251,"R",415,"R",621,"R",67,"R",411,"R",0,"R",411,"R",317,"R",77,"R",2,"R",0,"R",2,"R",0,"R",0,"R",12
174279,"R",20,"R",134,"R",15,"R",17,"R",0,"R",17,"R",10,"R",59,"R",1,"R",0,"R",1,"R",0,"R",0,"R",10
174321,"A",,"A",,"A",,"R",37,"Z",0,"R",37,"R",26,"R",70,"R",0,"Z",0,"R",0,"R",0,"A",,"R",8
174358,"R",716,"R",1365,"R",52,"R",886,"R",0,"R",886,"R",652,"R",74,"R",7,"R",0,"R",7,"R",4,"R",57,"R",18
174376,"R",376,"R",2693,"R",14,"R",424,"R",0,"R",424,"R",277,"R",65,"R",461,"R",0,"R",461,"R",193,"R",42,"R",25
174385,"R",5,"R",61,"R",8,"R",0,"R",0,"R",0,"R",0,"A",,"R",7,"R",0,"R",7,"R",3,"R",43,"R",13
174394,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
174428,"R",873,"R",4140,"R",21,"R",878,"R",0,"R",878,"R",537,"R",61,"R",540,"R",0,"R",540,"R",269,"R",50,"R",27
174437,"R",220,"R",423,"R",52,"R",215,"R",0,"R",215,"R",159,"R",74,"A",,"A",,"A",,"A",,"A",,"R",14
174473,"R",328,"R",1466,"R",22,"R",297,"R",0,"R",297,"R",177,"R",60,"R",118,"R",0,"R",118,"R",58,"R",49,"R",21
174491,"R",440,"R",1490,"R",30,"R",430,"R",0,"R",430,"R",351,"R",82,"R",11,"R",0,"R",11,"R",5,"R",45,"R",18
174507,"R",3,"R",85,"R",4,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
174525,"R",18,"R",38,"R",47,"R",23,"R",0,"R",23,"R",13,"R",57,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
174534,"A",,"A",,"A",,"R",34,"R",0,"R",34,"R",28,"R",82,"R",13,"R",0,"R",13,"R",10,"R",77,"R",13
174570,"R",68,"R",779,"R",9,"R",56,"R",0,"R",56,"R",33,"R",59,"R",66,"R",0,"R",66,"R",20,"R",30,"R",22
174604,"R",54,"R",169,"R",32,"R",74,"R",0,"R",74,"R",43,"R",58,"R",3,"R",0,"R",3,"R",0,"R",0,"R",21
174738,"R",733,"R",2017,"R",36,"R",750,"R",0,"R",750,"R",393,"R",52,"R",260,"R",0,"R",260,"R",125,"R",48,"R",22
174747,"R",481,"R",504,"R",95,"R",542,"R",0,"R",542,"R",492,"R",91,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
174756,"R",551,"R",1934,"R",28,"R",608,"R",0,"R",608,"R",325,"R",53,"R",423,"R",0,"R",423,"R",203,"R",48,"R",24
174765,"A",,"A",,"A",,"R",31,"R",0,"R",31,"R",23,"R",74,"A",,"A",,"A",,"A",,"A",,"R",10
174783,"R",1785,"R",5543,"R",32,"R",1650,"R",0,"R",1650,"R",1185,"R",72,"R",32,"R",0,"R",32,"R",19,"R",59,"R",23
174792,"R",456,"R",483,"R",94,"R",450,"R",0,"R",450,"R",384,"R",85,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
174817,"R",277,"R",471,"R",59,"R",334,"R",0,"R",334,"R",267,"R",80,"R",0,"R",0,"R",0,"R",0,"A",,"R",18
174844,"R",763,"R",817,"R",93,"R",765,"R",0,"R",765,"R",713,"R",93,"A",,"A",,"A",,"A",,"A",,"R",12
174862,"R",150,"R",320,"R",47,"R",139,"R",0,"R",139,"R",94,"R",68,"R",19,"R",0,"R",19,"R",9,"R",47,"R",18
174899,"R",439,"R",974,"R",45,"R",460,"R",0,"R",460,"R",385,"R",84,"R",1,"R",0,"R",1,"R",0,"R",0,"R",15
174914,"R",1419,"R",1700,"R",83,"R",1408,"R",0,"R",1408,"R",1252,"R",89,"R",0,"R",0,"R",0,"Z",0,"A",,"R",14
174978,"A",,"A",,"A",,"R",22,"R",0,"R",22,"R",18,"R",82,"R",5,"R",0,"R",5,"R",4,"R",80,"R",15
175005,"R",409,"R",961,"R",43,"R",415,"R",0,"R",415,"R",358,"R",86,"R",2,"R",0,"R",2,"R",1,"R",50,"R",10
175014,"R",67,"R",1575,"R",4,"R",9,"R",0,"R",9,"R",1,"R",11,"R",5,"R",0,"R",5,"R",1,"R",20,"R",17
175041,"R",663,"R",2401,"R",28,"R",661,"R",0,"R",661,"R",377,"R",57,"R",526,"R",0,"R",526,"R",200,"R",38,"R",25
175078,"R",445,"R",4071,"R",11,"R",469,"R",0,"R",469,"R",320,"R",68,"R",2,"R",0,"R",2,"R",1,"R",50,"R",28
175120,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
175157,"R",168,"R",367,"R",46,"R",149,"R",0,"R",149,"R",80,"R",54,"R",4,"R",0,"R",4,"R",2,"R",50,"R",23
175227,"R",203,"R",445,"R",46,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
175236,"R",564,"R",1490,"R",38,"R",551,"R",0,"R",551,"R",349,"R",63,"R",163,"R",0,"R",163,"R",62,"R",38,"R",21
175263,"R",199,"R",820,"R",24,"R",173,"R",0,"R",173,"R",103,"R",60,"R",59,"R",0,"R",59,"R",26,"R",44,"R",18
175272,"R",1618,"R",2311,"R",70,"R",1631,"R",0,"R",1631,"R",1318,"R",81,"R",3,"R",0,"R",3,"R",1,"R",33,"R",20
175315,"R",807,"R",2932,"R",28,"R",718,"R",0,"R",718,"R",436,"R",61,"R",546,"R",0,"R",546,"R",249,"R",46,"R",24
