UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
101295,"R",875,"R",1911,"R",46,"R",935,"R",2,"R",933,"R",564,"R",60,"R",154,"R",0,"R",154,"R",65,"R",42,"R",15
101301,"R",262,"R",508,"R",52,"R",384,"R",0,"R",384,"R",218,"R",57,"R",83,"R",0,"R",83,"R",32,"R",39,"R",14
101365,"R",24,"R",143,"R",17,"R",2,"R",0,"R",2,"R",1,"R",50,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
101435,"R",252,"R",387,"R",65,"R",227,"R",0,"R",227,"R",150,"R",66,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",14
101453,"R",6,"R",20,"R",30,"R",2,"Z",0,"R",2,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",8
101462,"R",152,"R",504,"R",30,"R",145,"R",0,"R",145,"R",59,"R",41,"R",85,"R",0,"R",85,"R",22,"R",26,"R",15
101471,"R",198,"R",215,"R",92,"R",272,"R",0,"R",272,"R",175,"R",64,"R",9,"R",0,"R",9,"R",3,"R",33,"R",11
101480,"R",1021,"R",2157,"R",47,"R",1169,"R",0,"R",1169,"R",869,"R",74,"R",16,"R",0,"R",16,"R",6,"R",38,"R",18
101499,"R",319,"R",499,"R",64,"R",258,"Z",0,"R",258,"R",124,"R",48,"R",52,"Z",0,"R",52,"R",25,"R",48,"R",17
101505,"R",1063,"R",3756,"R",28,"R",1096,"R",0,"R",1096,"R",577,"R",53,"R",552,"R",0,"R",552,"R",243,"R",44,"R",20
101514,"R",1189,"R",3350,"R",35,"R",1260,"R",1,"R",1259,"R",775,"R",62,"R",746,"R",0,"R",746,"R",320,"R",43,"R",23
101541,"R",63,"R",84,"R",75,"R",82,"R",0,"R",82,"R",57,"R",70,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
101569,"R",620,"R",1267,"R",49,"R",649,"R",0,"R",649,"R",352,"R",54,"R",157,"R",0,"R",157,"R",49,"R",31,"R",18
101587,"R",417,"R",650,"R",64,"R",336,"R",0,"R",336,"R",223,"R",66,"R",2,"R",0,"R",2,"R",0,"R",0,"R",13
101602,"R",445,"R",870,"R",51,"R",447,"R",0,"R",447,"R",264,"R",59,"R",43,"R",0,"R",43,"R",24,"R",56,"R",18
101648,"R",275,"R",298,"R",92,"R",278,"R",1,"R",277,"R",114,"R",41,"A",,"A",,"A",,"A",,"A",,"R",17
101675,"R",423,"R",601,"R",70,"R",486,"R",1,"R",485,"R",255,"R",53,"R",3,"R",0,"R",3,"R",0,"R",0,"R",17
101693,"R",287,"R",434,"R",66,"R",274,"R",2,"R",272,"R",204,"R",75,"R",1,"R",0,"R",1,"R",0,"R",0,"R",13
101709,"R",501,"R",668,"R",75,"R",530,"R",0,"R",530,"R",408,"R",77,"R",10,"R",0,"R",10,"R",6,"R",60,"R",16
101736,"R",606,"R",1280,"R",47,"R",684,"R",0,"R",684,"R",394,"R",58,"R",154,"R",0,"R",154,"R",49,"R",32,"R",21
101879,"R",1159,"R",2057,"R",56,"R",931,"R",0,"R",931,"R",706,"R",76,"R",13,"R",0,"R",13,"R",4,"R",31,"R",21
101897,"R",477,"R",1161,"R",41,"R",534,"R",0,"R",534,"R",321,"R",60,"R",110,"R",0,"R",110,"R",42,"R",38,"R",19
101912,"R",338,"R",405,"R",83,"R",374,"R",0,"R",374,"R",284,"R",76,"A",,"A",,"A",,"A",,"A",,"R",12
101949,"R",384,"R",686,"R",56,"R",436,"R",0,"R",436,"R",268,"R",61,"R",27,"R",0,"R",27,"R",11,"R",41,"R",18
101958,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
101994,"R",67,"R",304,"R",22,"R",83,"R",0,"R",83,"R",39,"R",47,"R",10,"R",0,"R",10,"R",4,"R",40,"R",15
102030,"R",624,"R",1407,"R",44,"R",684,"R",0,"R",684,"R",258,"R",38,"R",143,"R",0,"R",143,"R",35,"R",24,"R",19
102049,"R",826,"R",978,"R",84,"R",728,"R",0,"R",728,"R",647,"R",89,"R",2,"R",0,"R",2,"R",1,"R",50,"R",12
102058,"R",103,"R",209,"R",49,"R",132,"R",0,"R",132,"R",62,"R",47,"R",48,"R",0,"R",48,"R",12,"R",25,"R",12
102067,"R",707,"R",1711,"R",41,"R",718,"R",0,"R",718,"R",445,"R",62,"R",445,"R",0,"R",445,"R",185,"R",42,"R",22
102076,"R",589,"R",1019,"R",58,"R",707,"R",0,"R",707,"R",436,"R",62,"R",64,"R",0,"R",64,"R",21,"R",33,"R",23
102094,"R",2084,"R",3080,"R",68,"R",2030,"R",0,"R",2030,"R",1481,"R",73,"R",38,"R",0,"R",38,"R",20,"R",53,"R",20
102234,"R",416,"R",464,"R",90,"R",362,"R",0,"R",362,"R",293,"R",81,"R",1,"R",0,"R",1,"R",0,"R",0,"R",14
102261,"R",9,"R",32,"R",28,"R",11,"R",0,"R",11,"R",6,"R",55,"R",1,"R",0,"R",1,"R",1,"R",100,"R",8
102270,"R",244,"R",319,"R",76,"R",266,"R",0,"R",266,"R",159,"R",60,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
102298,"R",320,"R",420,"R",76,"R",282,"R",0,"R",282,"R",166,"R",59,"R",20,"R",0,"R",20,"R",12,"R",60,"R",20
102313,"R",248,"R",626,"R",40,"R",229,"R",0,"R",229,"R",121,"R",53,"R",98,"R",0,"R",98,"R",28,"R",29,"R",15
102368,"R",1699,"R",2844,"R",60,"R",1502,"R",0,"R",1502,"R",1189,"R",79,"R",398,"R",0,"R",398,"R",146,"R",37,"R",15
102377,"R",595,"R",656,"R",91,"R",634,"R",0,"R",634,"R",442,"R",70,"R",2,"R",0,"R",2,"R",2,"R",100,"R",14
102395,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
102429,"R",600,"R",1391,"R",43,"R",760,"R",0,"R",760,"R",424,"R",56,"R",177,"R",0,"R",177,"R",86,"R",49,"R",16
102553,"R",1339,"R",3128,"R",43,"R",998,"Z",0,"R",998,"R",707,"R",71,"R",234,"Z",0,"R",234,"R",108,"R",46,"R",15
102580,"R",5,"R",15,"R",33,"R",6,"R",0,"R",6,"R",4,"R",67,"R",0,"R",0,"R",0,"R",0,"A",,"R",4
102614,"R",697,"R",2127,"R",33,"R",484,"Z",0,"R",484,"R",364,"R",75,"R",35,"Z",0,"R",35,"R",16,"R",46,"R",11
102632,"R",145,"R",405,"R",36,"R",84,"Z",0,"R",84,"R",54,"R",64,"R",18,"Z",0,"R",18,"R",5,"R",28,"R",12
102669,"R",29,"R",102,"R",28,"R",18,"R",0,"R",18,"R",10,"R",56,"R",1,"R",0,"R",1,"R",0,"R",0,"R",8
102711,"A",,"A",,"A",,"R",203,"R",0,"R",203,"R",203,"R",100,"R",542,"R",0,"R",542,"R",542,"R",100,"R",15
102845,"A",,"A",,"A",,"R",11,"R",0,"R",11,"R",6,"R",55,"A",,"A",,"A",,"A",,"A",,"R",16
103501,"A",,"A",,"A",,"R",226,"R",0,"R",226,"R",167,"R",74,"A",,"A",,"A",,"A",,"A",,"R",20
103723,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2
103741,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",17,"R",61,"R",9,"R",0,"R",9,"R",5,"R",56,"R",16
103787,"R",8,"R",24,"R",33,"R",17,"R",0,"R",17,"R",11,"R",65,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
103811,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
103893,"A",,"A",,"A",,"R",131,"Z",0,"R",131,"R",97,"R",74,"A",,"A",,"A",,"A",,"A",,"R",33
103909,"A",,"A",,"A",,"R",70,"Z",0,"R",70,"R",46,"R",66,"R",0,"R",0,"R",0,"R",0,"A",,"R",37
103927,"A",,"A",,"A",,"R",51,"Z",0,"R",51,"R",37,"R",73,"A",,"A",,"A",,"A",,"A",,"R",45
103945,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
103954,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",5,"R",83,"A",,"A",,"A",,"A",,"A",,"R",20
103963,"A",,"A",,"A",,"R",305,"R",0,"R",305,"R",232,"R",76,"A",,"A",,"A",,"A",,"A",,"R",21
104090,"A",,"A",,"A",,"R",126,"Z",0,"R",126,"R",78,"R",62,"A",,"A",,"A",,"A",,"A",,"R",35
104151,"R",8278,"R",12090,"R",68,"R",7594,"R",50,"R",7544,"R",6502,"R",86,"R",53,"R",2,"R",51,"R",22,"R",43,"R",23
104160,"R",836,"R",2128,"R",39,"R",782,"R",0,"R",782,"R",544,"R",70,"R",1037,"R",0,"R",1037,"R",421,"R",41,"R",21
104179,"R",6973,"R",10258,"R",68,"R",6972,"R",12,"R",6960,"R",5595,"R",80,"R",692,"R",0,"R",692,"R",434,"R",63,"R",22
104188,"R",44,"R",49,"R",90,"R",19,"R",0,"R",19,"R",16,"R",84,"R",1,"R",0,"R",1,"R",1,"R",100,"R",7
104346,"R",529,"R",2239,"R",24,"R",536,"R",0,"R",536,"R",283,"R",53,"R",663,"R",0,"R",663,"R",204,"R",31,"R",16
104364,"R",43,"R",91,"R",47,"R",2,"Z",0,"R",2,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"R",10
104391,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",52,"R",96,"A",,"A",,"A",,"A",,"A",,"R",18
104425,"R",541,"R",1190,"R",45,"R",553,"R",0,"R",553,"R",349,"R",63,"R",327,"R",0,"R",327,"R",133,"R",41,"R",17
104434,"A",,"A",,"A",,"R",38,"R",0,"R",38,"R",29,"R",76,"A",,"A",,"A",,"A",,"A",,"R",15
104443,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",12,"R",50,"R",6,"R",0,"R",6,"R",4,"R",67,"R",14
104504,"A",,"A",,"A",,"R",24,"R",0,"R",24,"R",21,"R",88,"R",26,"R",0,"R",26,"R",19,"R",73,"R",25
104568,"A",,"A",,"A",,"R",150,"R",0,"R",150,"R",137,"R",91,"R",88,"R",0,"R",88,"R",79,"R",90,"R",16
104577,"R",417,"R",1312,"R",32,"R",468,"R",65,"R",403,"R",222,"R",55,"R",756,"R",98,"R",658,"R",296,"R",45,"R",19
104586,"R",579,"R",691,"R",84,"R",500,"R",1,"R",499,"R",384,"R",77,"R",2,"R",0,"R",2,"R",1,"R",50,"R",17
104708,"R",1801,"R",5285,"R",34,"R",1981,"R",0,"R",1981,"R",1263,"R",64,"R",1427,"R",0,"R",1427,"R",577,"R",40,"R",22
104717,"R",2467,"R",14356,"R",17,"R",2039,"R",0,"R",2039,"R",1375,"R",67,"R",708,"R",1,"R",707,"R",262,"R",37,"R",17
104911,"A",,"A",,"A",,"R",67,"R",2,"R",65,"R",37,"R",57,"A",,"A",,"A",,"A",,"A",,"R",26
105145,"R",293,"R",1774,"R",17,"R",302,"R",0,"R",302,"R",184,"R",61,"R",302,"R",0,"R",302,"R",128,"R",42,"R",13
105154,"R",1587,"R",5680,"R",28,"R",1836,"R",0,"R",1836,"R",1121,"R",61,"R",1494,"R",0,"R",1494,"R",575,"R",38,"R",21
105163,"R",33,"R",41,"R",80,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",21
105172,"R",51,"R",55,"R",93,"R",2,"R",0,"R",2,"R",0,"R",0,"R",2,"R",0,"R",2,"R",1,"R",50,"R",17
105206,"R",139,"R",1210,"R",11,"R",215,"R",0,"R",215,"R",105,"R",49,"R",589,"R",0,"R",589,"R",262,"R",44,"R",13
105215,"A",,"A",,"A",,"R",254,"R",0,"R",254,"R",203,"R",80,"A",,"A",,"A",,"A",,"A",,"R",19
105297,"R",115,"R",310,"R",37,"R",5,"Z",0,"R",5,"R",4,"R",80,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",12
105330,"R",4663,"R",8461,"R",55,"R",4383,"R",1,"R",4382,"R",3261,"R",74,"R",509,"R",1,"R",508,"R",285,"R",56,"R",18
105349,"R",45,"R",1524,"R",3,"R",72,"R",0,"R",72,"R",27,"R",38,"R",147,"R",0,"R",147,"R",41,"R",28,"R",15
105367,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
105428,"R",712,"R",3245,"R",22,"R",742,"R",0,"R",742,"R",449,"R",61,"R",762,"R",0,"R",762,"R",344,"R",45,"R",17
105482,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
105525,"R",2341,"R",8398,"R",28,"R",2452,"R",0,"R",2452,"R",1551,"R",63,"R",2740,"R",0,"R",2740,"R",1111,"R",41,"R",25
105534,"A",,"A",,"A",,"R",129,"R",0,"R",129,"R",78,"R",60,"A",,"A",,"A",,"A",,"A",,"R",25
105543,"A",,"A",,"A",,"R",221,"R",1,"R",220,"R",133,"R",60,"A",,"A",,"A",,"A",,"A",,"R",25
105589,"R",35,"R",156,"R",22,"R",40,"R",0,"R",40,"R",30,"R",75,"A",,"A",,"A",,"A",,"A",,"R",9
105659,"A",,"A",,"A",,"R",202,"R",0,"R",202,"R",152,"R",75,"A",,"A",,"A",,"A",,"A",,"R",34
105668,"R",84,"R",5213,"R",2,"R",113,"R",0,"R",113,"R",43,"R",38,"R",333,"R",0,"R",333,"R",88,"R",26,"R",30
105677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
105701,"A",,"A",,"A",,"R",39,"R",3,"R",36,"R",11,"R",31,"A",,"A",,"A",,"A",,"A",,"R",10
105747,"R",722,"R",2791,"R",26,"R",847,"R",0,"R",847,"R",527,"R",62,"R",471,"R",0,"R",471,"R",202,"R",43,"R",18
105792,"R",393,"R",1260,"R",31,"R",390,"R",0,"R",390,"R",235,"R",60,"R",384,"R",0,"R",384,"R",138,"R",36,"R",16
105899,"R",121,"R",385,"R",31,"R",154,"R",0,"R",154,"R",84,"R",55,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
105987,"A",,"A",,"A",,"R",139,"Z",0,"R",139,"R",108,"R",78,"A",,"A",,"A",,"A",,"A",,"R",15
106041,"A",,"A",,"A",,"R",463,"R",2,"R",461,"R",322,"R",70,"A",,"A",,"A",,"A",,"A",,"R",29
106102,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",5,"R",83,"A",,"A",,"A",,"A",,"A",,"R",16
106111,"A",,"A",,"A",,"R",25,"R",0,"R",25,"R",9,"R",36,"R",13,"R",0,"R",13,"R",9,"R",69,"R",21
106148,"R",501,"R",2406,"R",21,"R",561,"R",0,"R",561,"R",314,"R",56,"R",542,"R",0,"R",542,"R",235,"R",43,"R",23
106245,"R",815,"R",3035,"R",27,"R",698,"R",0,"R",698,"R",502,"R",72,"R",28,"R",0,"R",28,"R",8,"R",29,"R",15
106263,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
106281,"A",,"A",,"A",,"R",16,"R",0,"R",16,"R",6,"R",38,"R",3,"R",0,"R",3,"R",2,"R",67,"R",9
106306,"R",370,"R",483,"R",77,"R",16,"R",0,"R",16,"R",4,"R",25,"R",1,"R",0,"R",1,"R",0,"R",0,"R",24
106315,"A",,"A",,"A",,"R",2,"R",0,"R",2,"R",1,"R",50,"A",,"A",,"A",,"A",,"A",,"R",15
106324,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",7,"R",70,"A",,"A",,"A",,"A",,"A",,"R",7
106342,"R",211,"R",260,"R",81,"R",253,"R",1,"R",252,"R",162,"R",64,"A",,"A",,"A",,"A",,"A",,"R",15
106351,"A",,"A",,"A",,"R",1,"R",0,"R",1,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"R",16
106360,"A",,"A",,"A",,"R",11,"R",1,"R",10,"R",8,"R",80,"A",,"A",,"A",,"A",,"A",,"R",15
106397,"R",4871,"R",6486,"R",75,"R",4518,"R",0,"R",4518,"R",3710,"R",82,"R",53,"R",0,"R",53,"R",35,"R",66,"R",19
106412,"R",671,"R",858,"R",78,"R",484,"R",0,"R",484,"R",341,"R",70,"R",12,"R",0,"R",12,"R",1,"R",8,"R",15
106449,"R",573,"R",812,"R",71,"R",605,"R",1,"R",604,"R",358,"R",59,"R",48,"R",0,"R",48,"R",17,"R",35,"R",17
106458,"R",1542,"R",2491,"R",62,"R",1681,"R",1,"R",1680,"R",1277,"R",76,"R",17,"R",0,"R",17,"R",6,"R",35,"R",17
106467,"R",1938,"R",2667,"R",73,"R",1621,"R",1,"R",1620,"R",1152,"R",71,"R",21,"R",0,"R",21,"R",8,"R",38,"R",19
106485,"R",512,"R",1359,"R",38,"R",414,"R",2,"R",412,"R",184,"R",45,"R",12,"R",0,"R",12,"R",0,"R",0,"R",14
106494,"A",,"A",,"A",,"R",25,"R",0,"R",25,"R",16,"R",64,"A",,"A",,"A",,"A",,"A",,"R",11
106546,"R",5,"R",264,"R",2,"R",27,"R",0,"R",27,"R",19,"R",70,"A",,"A",,"A",,"A",,"A",,"R",8
106625,"R",259,"R",436,"R",59,"R",298,"R",0,"R",298,"R",159,"R",53,"R",36,"R",0,"R",36,"R",16,"R",44,"R",14
106704,"R",1986,"R",2822,"R",70,"R",2154,"R",0,"R",2154,"R",1560,"R",72,"R",78,"R",0,"R",78,"R",44,"R",56,"R",17
106713,"R",116,"R",330,"R",35,"R",91,"R",0,"R",91,"R",59,"R",65,"R",6,"R",0,"R",6,"R",3,"R",50,"R",11
106795,"R",192,"R",650,"R",30,"R",184,"R",0,"R",184,"R",120,"R",65,"R",86,"R",0,"R",86,"R",16,"R",19,"R",17
106810,"R",53,"R",90,"R",59,"R",46,"R",0,"R",46,"R",32,"R",70,"A",,"A",,"A",,"A",,"A",,"R",10
106829,"A",,"A",,"A",,"R",61,"R",1,"R",60,"R",29,"R",48,"R",15,"R",0,"R",15,"R",13,"R",87,"R",6
106883,"R",202,"R",509,"R",40,"R",202,"R",0,"R",202,"R",113,"R",56,"R",27,"R",0,"R",27,"R",14,"R",52,"R",15
106892,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
106908,"A",,"A",,"A",,"R",59,"R",0,"R",59,"R",42,"R",71,"R",6,"R",0,"R",6,"R",4,"R",67,"R",20
106980,"R",387,"R",673,"R",58,"R",366,"R",0,"R",366,"R",192,"R",52,"R",102,"R",0,"R",102,"R",40,"R",39,"R",20
106999,"R",266,"R",650,"R",41,"R",232,"R",0,"R",232,"R",131,"R",56,"R",30,"R",0,"R",30,"R",6,"R",20,"R",19
107044,"R",988,"R",1180,"R",84,"R",1063,"R",0,"R",1063,"R",903,"R",85,"R",4,"R",0,"R",4,"R",2,"R",50,"R",16
107071,"R",758,"R",1032,"R",73,"R",767,"R",0,"R",767,"R",443,"R",58,"R",6,"R",0,"R",6,"R",1,"R",17,"R",15
107080,"R",395,"R",423,"R",93,"R",314,"R",0,"R",314,"R",248,"R",79,"A",,"A",,"A",,"A",,"A",,"R",11
107099,"A",,"A",,"A",,"R",9,"R",0,"R",9,"R",8,"R",89,"A",,"A",,"A",,"A",,"A",,"R",9
107123,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
107141,"R",358,"R",886,"R",40,"R",318,"R",0,"R",318,"R",258,"R",81,"A",,"A",,"A",,"A",,"A",,"R",15
107211,"A",,"A",,"A",,"R",7,"R",0,"R",7,"R",4,"R",57,"A",,"A",,"A",,"A",,"A",,"R",17
107220,"A",,"A",,"A",,"R",147,"R",0,"R",147,"R",116,"R",79,"A",,"A",,"A",,"A",,"A",,"R",11
107293,"A",,"A",,"A",,"R",16,"R",0,"R",16,"R",12,"R",75,"A",,"A",,"A",,"A",,"A",,"R",12
107318,"R",198,"R",801,"R",25,"R",187,"R",0,"R",187,"R",92,"R",49,"R",74,"R",0,"R",74,"R",15,"R",20,"R",13
107327,"R",199,"R",497,"R",40,"R",185,"R",1,"R",184,"R",101,"R",55,"R",89,"R",0,"R",89,"R",40,"R",45,"R",13
107363,"A",,"A",,"A",,"R",38,"R",0,"R",38,"R",27,"R",71,"A",,"A",,"A",,"A",,"A",,"R",25
107442,"A",,"A",,"A",,"R",47,"R",0,"R",47,"R",40,"R",85,"A",,"A",,"A",,"A",,"A",,"R",20
107460,"R",378,"R",603,"R",63,"R",362,"R",0,"R",362,"R",204,"R",56,"R",67,"R",0,"R",67,"R",25,"R",37,"R",15
107488,"A",,"A",,"A",,"R",184,"R",2,"R",182,"R",55,"R",30,"R",9,"R",1,"R",8,"R",2,"R",25,"R",5
107512,"R",412,"R",502,"R",82,"R",420,"R",0,"R",420,"R",323,"R",77,"A",,"A",,"A",,"A",,"A",,"R",13
107521,"R",118,"R",527,"R",22,"R",145,"R",0,"R",145,"R",84,"R",58,"R",26,"R",0,"R",26,"R",10,"R",38,"R",15
107549,"R",204,"R",729,"R",28,"R",189,"R",0,"R",189,"R",82,"R",43,"R",33,"R",0,"R",33,"R",13,"R",39,"R",14
107558,"R",210,"R",257,"R",82,"R",171,"R",0,"R",171,"R",129,"R",75,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
107585,"R",482,"R",854,"R",56,"R",403,"R",0,"R",403,"R",200,"R",50,"R",108,"R",0,"R",108,"R",56,"R",52,"R",24
107600,"R",170,"R",230,"R",74,"R",110,"R",0,"R",110,"R",69,"R",63,"R",2,"R",0,"R",2,"R",1,"R",50,"R",15
107619,"R",141,"R",222,"R",64,"R",148,"R",0,"R",148,"R",89,"R",60,"R",14,"R",0,"R",14,"R",7,"R",50,"R",12
107637,"R",183,"R",384,"R",48,"R",193,"R",0,"R",193,"R",105,"R",54,"R",53,"R",0,"R",53,"R",14,"R",26,"R",16
107655,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",11,"R",92,"A",,"A",,"A",,"A",,"A",,"R",18
107664,"R",775,"R",1701,"R",46,"R",847,"R",0,"R",847,"R",453,"R",53,"R",337,"R",0,"R",337,"R",143,"R",42,"R",21
107725,"R",187,"R",544,"R",34,"R",224,"R",0,"R",224,"R",118,"R",53,"R",54,"R",0,"R",54,"R",15,"R",28,"R",17
107743,"R",129,"R",334,"R",39,"R",121,"R",1,"R",120,"R",66,"R",55,"R",34,"R",1,"R",33,"R",16,"R",48,"R",15
107789,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",10,"R",83,"R",4,"R",0,"R",4,"R",1,"R",25,"R",20
107831,"A",,"A",,"A",,"R",9,"R",5,"R",4,"R",4,"R",100,"A",,"A",,"A",,"A",,"A",,"R",25
107840,"R",23,"R",77,"R",30,"R",38,"R",0,"R",38,"R",6,"R",16,"R",9,"R",0,"R",9,"R",2,"R",22,"R",22
107877,"R",128,"R",222,"R",58,"R",161,"R",0,"R",161,"R",95,"R",59,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
107974,"R",176,"R",542,"R",32,"R",139,"R",0,"R",139,"R",71,"R",51,"R",71,"R",0,"R",71,"R",37,"R",52,"R",13
107983,"R",786,"R",1177,"R",67,"R",699,"R",0,"R",699,"R",434,"R",62,"R",25,"R",0,"R",25,"R",15,"R",60,"R",17
107992,"R",160,"R",463,"R",35,"R",176,"R",0,"R",176,"R",117,"R",66,"R",21,"R",0,"R",21,"R",11,"R",52,"R",26
108065,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",15,"R",88,"R",4,"R",0,"R",4,"R",3,"R",75,"R",12
108092,"R",1029,"R",1455,"R",71,"R",778,"R",0,"R",778,"R",508,"R",65,"R",28,"R",0,"R",28,"R",10,"R",36,"R",19
108232,"R",607,"R",1985,"R",31,"R",662,"R",0,"R",662,"R",504,"R",76,"R",371,"R",0,"R",371,"R",160,"R",43,"R",15
