UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
107983,"R",890,"R",1105,"R",81,"R",858,"R",1,"R",0,"R",857,"R",560,"R",65,"R",12,"R",0,"R",0,"R",12,"R",4,"R",33,"R",17
107992,"R",170,"R",362,"R",47,"R",168,"R",1,"R",0,"R",167,"R",115,"R",69,"R",40,"R",0,"R",0,"R",40,"R",16,"R",40,"R",13
108065,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",6,"R",75,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",12
108092,"R",998,"R",1439,"R",69,"R",756,"R",0,"R",0,"R",756,"R",483,"R",64,"R",52,"R",0,"R",4,"R",56,"R",28,"R",50,"R",17
108232,"R",338,"R",1685,"R",20,"R",457,"R",0,"R",0,"R",457,"R",358,"R",78,"R",255,"R",0,"R",0,"R",255,"R",103,"R",40,"R",14
108348,"A",,"A",,"A",,"R",13,"R",0,"R",0,"R",13,"R",10,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
108649,"A",,"A",,"A",,"R",84,"R",0,"R",0,"R",84,"R",69,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
108667,"R",280,"R",2711,"R",10,"R",199,"R",0,"R",0,"R",199,"R",130,"R",65,"R",423,"R",0,"R",0,"R",423,"R",141,"R",33,"R",27
108807,"R",1077,"R",3283,"R",33,"R",770,"R",0,"R",0,"R",770,"R",574,"R",75,"R",721,"R",0,"R",0,"R",721,"R",350,"R",49,"R",22
108852,"R",79,"R",108,"R",73,"R",113,"R",0,"R",0,"R",113,"R",89,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
108977,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",9,"R",82,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"R",25
109040,"A",,"A",,"A",,"R",218,"R",0,"R",0,"R",218,"R",154,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",42
109086,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
109208,"R",1456,"R",9281,"R",16,"R",1270,"R",0,"R",0,"R",1270,"R",899,"R",71,"R",2340,"R",0,"R",0,"R",2340,"R",1231,"R",53,"R",27
109350,"R",1134,"R",3667,"R",31,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",23
109651,"R",239,"R",430,"R",56,"R",223,"R",3,"Z",0,"R",220,"R",182,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
109721,"A",,"A",,"A",,"R",386,"R",0,"R",0,"R",386,"R",251,"R",65,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
109730,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
109785,"R",998,"R",1429,"R",70,"R",996,"R",0,"R",0,"R",996,"R",811,"R",81,"R",9,"R",0,"R",0,"R",9,"R",2,"R",22,"R",11
109819,"R",2214,"R",7888,"R",28,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",30
109907,"R",279,"R",1159,"R",24,"R",278,"R",0,"R",0,"R",278,"R",181,"R",65,"R",157,"R",0,"R",0,"R",157,"R",45,"R",29,"R",25
109934,"A",,"A",,"A",,"R",39,"R",0,"R",0,"R",39,"R",32,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
110060,"R",28,"R",68,"R",41,"R",64,"R",0,"R",0,"R",64,"R",24,"R",38,"R",14,"R",0,"R",0,"R",14,"R",5,"R",36,"R",7
110097,"R",857,"R",1131,"R",76,"R",890,"R",0,"R",0,"R",890,"R",765,"R",86,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",14
110194,"A",,"A",,"A",,"R",37,"R",0,"R",0,"R",37,"R",36,"R",97,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
110219,"R",180,"R",258,"R",70,"R",74,"R",0,"R",0,"R",74,"R",33,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"R",28
110246,"R",1305,"R",3370,"R",39,"R",1194,"R",0,"R",0,"R",1194,"R",878,"R",74,"R",668,"R",0,"R",0,"R",668,"R",316,"R",47,"R",21
110316,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
110334,"R",938,"R",2692,"R",35,"R",911,"R",0,"R",0,"R",911,"R",658,"R",72,"R",554,"R",0,"R",0,"R",554,"R",275,"R",50,"R",21
110361,"R",1567,"R",2497,"R",63,"R",1375,"R",1,"R",0,"R",1374,"R",1048,"R",76,"R",37,"R",0,"R",0,"R",37,"R",13,"R",35,"R",14
110370,"R",263,"R",385,"R",68,"R",235,"Z",0,"Z",0,"R",235,"R",190,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
110404,"R",231,"R",233,"R",99,"R",235,"R",0,"Z",0,"R",235,"R",230,"R",98,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
110413,"R",681,"R",982,"R",69,"R",585,"R",0,"R",0,"R",585,"R",484,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
110422,"R",4383,"R",5309,"R",83,"R",5241,"Z",0,"Z",0,"R",5241,"R",4935,"R",94,"R",12,"Z",0,"Z",0,"R",12,"R",11,"R",92,"R",21
110468,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",6,"R",67,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
110486,"R",1466,"R",2903,"R",50,"R",1383,"Z",0,"Z",0,"R",1383,"R",1076,"R",78,"R",53,"Z",0,"Z",0,"R",53,"R",29,"R",55,"R",24
110495,"R",1508,"R",2597,"R",58,"R",1362,"Z",0,"Z",0,"R",1362,"R",1111,"R",82,"R",59,"Z",0,"Z",0,"R",59,"R",32,"R",54,"R",22
110510,"R",2654,"R",5407,"R",49,"R",2483,"Z",0,"Z",0,"R",2483,"R",2142,"R",86,"R",34,"Z",0,"Z",0,"R",34,"R",14,"R",41,"R",29
110529,"R",3776,"R",7821,"R",48,"R",3668,"Z",0,"Z",0,"R",3668,"R",3177,"R",87,"R",118,"Z",0,"Z",0,"R",118,"R",72,"R",61,"R",28
110538,"R",2687,"R",4408,"R",61,"R",2769,"Z",0,"Z",0,"R",2769,"R",2355,"R",85,"R",36,"Z",0,"Z",0,"R",36,"R",18,"R",50,"R",24
110547,"R",1970,"R",5027,"R",39,"R",1635,"Z",0,"Z",0,"R",1635,"R",1279,"R",78,"R",43,"Z",0,"Z",0,"R",43,"R",15,"R",35,"R",25
110556,"R",3478,"R",6093,"R",57,"R",3307,"Z",0,"Z",0,"R",3307,"R",2683,"R",81,"R",139,"Z",0,"Z",0,"R",139,"R",75,"R",54,"R",23
110565,"R",4303,"R",8336,"R",52,"R",4305,"Z",0,"Z",0,"R",4305,"R",3794,"R",88,"R",132,"Z",0,"Z",0,"R",132,"R",96,"R",73,"R",25
110574,"R",1416,"R",3926,"R",36,"R",1393,"Z",0,"Z",0,"R",1393,"R",1060,"R",76,"R",27,"Z",0,"Z",0,"R",27,"R",19,"R",70,"R",26
110583,"R",4852,"R",9375,"R",52,"R",4107,"Z",0,"Z",0,"R",4107,"R",3580,"R",87,"R",31,"Z",0,"Z",0,"R",31,"R",17,"R",55,"R",23
110592,"R",3758,"R",7007,"R",54,"R",3405,"Z",0,"Z",0,"R",3405,"R",2785,"R",82,"R",151,"Z",0,"Z",0,"R",151,"R",69,"R",46,"R",24
110608,"R",4764,"R",10605,"R",45,"R",5174,"Z",0,"Z",0,"R",5174,"R",4196,"R",81,"R",53,"Z",0,"Z",0,"R",53,"R",26,"R",49,"R",26
110617,"R",3695,"R",7785,"R",47,"R",3481,"Z",0,"Z",0,"R",3481,"R",2837,"R",81,"R",109,"Z",0,"Z",0,"R",109,"R",65,"R",60,"R",26
110635,"R",5980,"R",8364,"R",71,"R",6344,"R",0,"R",0,"R",6344,"R",6144,"R",97,"R",35,"R",0,"R",0,"R",35,"R",26,"R",74,"R",20
110644,"R",6296,"R",9535,"R",66,"R",5810,"R",0,"R",0,"R",5810,"R",5349,"R",92,"R",58,"R",0,"R",0,"R",58,"R",41,"R",71,"R",20
110653,"R",5779,"R",8469,"R",68,"R",6534,"R",0,"R",0,"R",6534,"R",6076,"R",93,"R",11,"R",0,"R",0,"R",11,"R",8,"R",73,"R",18
110662,"R",6233,"R",9683,"R",64,"R",6022,"R",0,"R",0,"R",6022,"R",5844,"R",97,"R",16,"R",0,"R",0,"R",16,"R",14,"R",88,"R",18
110671,"R",4524,"R",6466,"R",70,"R",4575,"R",0,"R",0,"R",4575,"R",4083,"R",89,"R",21,"R",0,"R",0,"R",21,"R",11,"R",52,"R",23
110680,"R",6701,"R",9835,"R",68,"R",5690,"R",0,"R",0,"R",5690,"R",5356,"R",94,"R",9,"R",0,"R",0,"R",9,"R",6,"R",67,"R",19
110705,"R",5084,"R",7573,"R",67,"R",4514,"R",0,"R",0,"R",4514,"R",4174,"R",92,"R",24,"R",0,"R",0,"R",24,"R",17,"R",71,"R",22
110714,"R",3682,"R",5521,"R",67,"R",4040,"R",0,"R",0,"R",4040,"R",3547,"R",88,"R",8,"R",0,"R",0,"R",8,"R",2,"R",25,"R",19
110778,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
110875,"A",,"A",,"A",,"R",21,"Z",0,"Z",0,"R",21,"R",17,"R",81,"R",33,"Z",0,"Z",0,"R",33,"R",21,"R",64,"R",20
110918,"R",1,"R",5,"R",20,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",2
111054,"A",,"A",,"A",,"R",33,"R",0,"R",0,"R",33,"R",24,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
111081,"R",215,"R",331,"R",65,"R",213,"R",0,"R",0,"R",213,"R",170,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
111188,"R",216,"R",284,"R",76,"R",223,"Z",0,"Z",0,"R",223,"R",182,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
111434,"R",318,"R",2243,"R",14,"R",257,"R",0,"R",0,"R",257,"R",167,"R",65,"R",426,"R",0,"R",0,"R",426,"R",168,"R",39,"R",25
111461,"R",1528,"R",4776,"R",32,"R",1487,"R",0,"R",0,"R",1487,"R",1130,"R",76,"R",943,"R",0,"R",0,"R",943,"R",474,"R",50,"R",26
111513,"A",,"A",,"A",,"R",47,"R",0,"R",0,"R",47,"R",41,"R",87,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"R",20
111638,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",3,"R",30,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
111708,"A",,"A",,"A",,"R",29,"R",1,"Z",0,"R",28,"R",24,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",29
111717,"A",,"A",,"A",,"R",47,"Z",0,"Z",0,"R",47,"R",35,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
111726,"A",,"A",,"A",,"R",47,"Z",0,"Z",0,"R",47,"R",44,"R",94,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
111744,"A",,"A",,"A",,"R",29,"Z",0,"Z",0,"R",29,"R",25,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
111762,"A",,"A",,"A",,"R",17,"Z",0,"Z",0,"R",17,"R",14,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
111799,"A",,"A",,"A",,"R",28,"Z",0,"Z",0,"R",28,"R",24,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",32
111887,"R",1832,"R",7122,"R",26,"R",1704,"R",0,"R",0,"R",1704,"R",1226,"R",72,"R",1503,"R",0,"R",0,"R",1503,"R",740,"R",49,"R",25
111896,"R",221,"R",2360,"R",9,"R",205,"R",0,"R",0,"R",205,"R",127,"R",62,"R",466,"R",0,"R",0,"R",466,"R",146,"R",31,"R",24
111920,"R",985,"R",4178,"R",24,"R",920,"R",0,"R",0,"R",920,"R",698,"R",76,"R",1088,"R",0,"R",0,"R",1088,"R",539,"R",50,"R",26
111939,"R",1712,"R",7018,"R",24,"R",1524,"R",0,"R",0,"R",1524,"R",1093,"R",72,"R",2099,"R",0,"R",0,"R",2099,"R",1173,"R",56,"R",24
111948,"R",1656,"R",2278,"R",73,"R",1644,"R",0,"R",0,"R",1644,"R",1475,"R",90,"R",18,"R",0,"R",0,"R",18,"R",12,"R",67,"R",13
111966,"R",27,"R",85,"R",32,"R",17,"R",0,"Z",0,"R",17,"R",9,"R",53,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",12
112075,"R",319,"R",463,"R",69,"R",328,"R",0,"R",0,"R",328,"R",255,"R",78,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",16
112084,"R",67,"R",140,"R",48,"R",69,"R",0,"R",0,"R",69,"R",35,"R",51,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",8
112172,"R",1478,"R",3786,"R",39,"R",1359,"R",0,"R",0,"R",1359,"R",1022,"R",75,"R",703,"R",0,"R",0,"R",703,"R",376,"R",53,"R",43
112181,"A",,"A",,"A",,"R",20,"R",0,"R",0,"R",20,"R",16,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
112190,"R",1508,"R",7307,"R",21,"R",1422,"R",0,"R",0,"R",1422,"R",1038,"R",73,"R",1668,"R",0,"R",0,"R",1668,"R",670,"R",40,"R",24
112260,"R",324,"R",342,"R",95,"R",352,"R",0,"R",0,"R",352,"R",339,"R",96,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
112288,"A",,"A",,"A",,"R",112,"R",0,"R",0,"R",112,"R",88,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",17
112367,"A",,"A",,"A",,"R",232,"R",12,"R",0,"R",220,"R",139,"R",63,"R",263,"R",39,"Z",0,"R",224,"R",135,"R",60,"R",44
112385,"R",163,"R",3921,"R",4,"R",156,"R",0,"R",0,"R",156,"R",74,"R",47,"R",802,"R",0,"R",0,"R",802,"R",248,"R",31,"R",36
112394,"R",87,"R",156,"R",56,"R",63,"R",0,"R",0,"R",63,"R",39,"R",62,"R",6,"R",0,"R",0,"R",6,"R",3,"R",50,"R",11
112455,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",9,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
112561,"R",224,"R",900,"R",25,"R",166,"R",0,"R",0,"R",166,"R",96,"R",58,"R",259,"R",0,"R",0,"R",259,"R",84,"R",32,"R",19
112570,"A",,"A",,"A",,"R",84,"R",0,"R",0,"R",84,"R",59,"R",70,"R",6,"R",0,"R",0,"R",6,"R",3,"R",50,"R",14
112686,"R",318,"R",2464,"R",13,"R",389,"R",0,"R",0,"R",389,"R",251,"R",65,"R",373,"R",0,"R",0,"R",373,"R",113,"R",30,"R",23
112826,"R",379,"R",2247,"R",17,"R",242,"R",0,"R",0,"R",242,"R",161,"R",67,"R",429,"R",0,"R",0,"R",429,"R",171,"R",40,"R",25
113096,"R",1180,"R",4734,"R",25,"R",979,"R",0,"R",0,"R",979,"R",695,"R",71,"R",1225,"R",0,"R",0,"R",1225,"R",591,"R",48,"R",28
113111,"R",539,"R",2178,"R",25,"R",501,"R",0,"R",0,"R",501,"R",371,"R",74,"R",426,"R",0,"R",0,"R",426,"R",220,"R",52,"R",26
113193,"R",678,"R",3679,"R",18,"R",722,"R",0,"R",0,"R",722,"R",500,"R",69,"R",404,"R",0,"R",0,"R",404,"R",147,"R",36,"R",29
113218,"R",455,"R",2748,"R",17,"R",535,"R",0,"R",0,"R",535,"R",383,"R",72,"R",571,"R",0,"R",0,"R",571,"R",239,"R",42,"R",25
113236,"R",1423,"R",5206,"R",27,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",24
113333,"R",2688,"R",5750,"R",47,"R",2152,"R",0,"R",0,"R",2152,"R",1697,"R",79,"R",920,"R",0,"R",0,"R",920,"R",408,"R",44,"R",29
113449,"A",,"A",,"A",,"R",36,"R",0,"R",0,"R",36,"R",31,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
113537,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4
113573,"R",1612,"R",3350,"R",48,"R",1398,"R",0,"R",0,"R",1398,"R",1011,"R",72,"R",708,"R",0,"R",0,"R",708,"R",332,"R",47,"R",28
113582,"R",5,"R",20,"R",25,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",7
113634,"R",1390,"R",5234,"R",27,"R",1257,"R",0,"R",0,"R",1257,"R",994,"R",79,"R",1174,"R",0,"R",0,"R",1174,"R",615,"R",52,"R",26
113698,"R",288,"R",432,"R",67,"R",241,"R",0,"R",0,"R",241,"R",198,"R",82,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",9
113856,"R",2519,"R",9302,"R",27,"R",2029,"R",0,"R",0,"R",2029,"R",1417,"R",70,"R",4979,"R",0,"R",0,"R",4979,"R",2999,"R",60,"R",34
113980,"R",2382,"R",7891,"R",30,"R",2477,"R",0,"R",0,"R",2477,"R",1921,"R",78,"R",1447,"R",0,"R",0,"R",1447,"R",729,"R",50,"R",28
114044,"A",,"A",,"A",,"R",96,"R",0,"R",0,"R",96,"R",75,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
114123,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
114266,"R",948,"R",3051,"R",31,"R",768,"R",0,"R",0,"R",768,"R",573,"R",75,"R",570,"R",0,"R",0,"R",570,"R",271,"R",48,"R",31
114354,"R",433,"R",766,"R",57,"R",164,"R",0,"R",0,"R",164,"R",150,"R",91,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",18
114390,"R",29,"R",64,"R",45,"R",35,"R",0,"R",0,"R",35,"R",32,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
114415,"R",43,"R",63,"R",68,"R",49,"R",0,"R",0,"R",49,"R",33,"R",67,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",18
114433,"R",218,"R",920,"R",24,"R",9,"R",0,"R",0,"R",9,"R",7,"R",78,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",19
114460,"A",,"A",,"A",,"R",29,"R",0,"R",0,"R",29,"R",24,"R",83,"R",10,"R",0,"R",0,"R",10,"R",10,"R",100,"R",15
114637,"A",,"A",,"A",,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
114716,"R",953,"R",4716,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",26
114761,"A",,"A",,"A",,"R",19,"R",0,"R",0,"R",19,"R",14,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
114789,"R",2135,"R",7578,"R",28,"R",2133,"R",0,"R",0,"R",2133,"R",1340,"R",63,"R",1462,"R",0,"R",0,"R",1462,"R",547,"R",37,"R",27
114813,"R",232,"R",870,"R",27,"R",179,"R",0,"R",0,"R",179,"R",136,"R",76,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",13
114859,"R",1717,"R",6676,"R",26,"R",1954,"R",0,"R",0,"R",1954,"R",1375,"R",70,"R",1529,"R",0,"R",0,"R",1529,"R",757,"R",50,"R",26
114938,"R",455,"R",1964,"R",23,"R",419,"R",0,"R",0,"R",419,"R",297,"R",71,"R",312,"R",0,"R",0,"R",312,"R",154,"R",49,"R",14
114947,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
115001,"R",1376,"R",3858,"R",36,"R",1310,"R",0,"R",0,"R",1310,"R",959,"R",73,"R",748,"R",0,"R",0,"R",748,"R",371,"R",50,"R",26
115010,"A",,"A",,"A",,"R",48,"R",0,"R",0,"R",48,"R",41,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
115083,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
115126,"R",1247,"R",4213,"R",30,"R",1116,"R",0,"R",0,"R",1116,"R",802,"R",72,"R",806,"R",0,"R",0,"R",806,"R",393,"R",49,"R",28
115296,"R",1682,"R",5205,"R",32,"R",1489,"R",0,"R",0,"R",1489,"R",1041,"R",70,"R",1201,"R",0,"R",0,"R",1201,"R",575,"R",48,"R",25
115357,"A",,"A",,"A",,"R",15,"Z",0,"Z",0,"R",15,"R",9,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
115393,"R",960,"R",4349,"R",22,"R",841,"R",0,"R",0,"R",841,"R",664,"R",79,"R",1483,"R",0,"R",0,"R",1483,"R",434,"R",29,"R",31
115409,"R",234,"R",254,"R",92,"R",225,"R",1,"R",0,"R",224,"R",217,"R",97,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
115658,"A",,"A",,"A",,"R",1,"Z",0,"Z",0,"R",1,"R",0,"R",0,"R",12,"Z",0,"Z",0,"R",12,"R",9,"R",75,"R",15
115728,"R",175,"R",232,"R",75,"R",176,"R",0,"R",0,"R",176,"R",111,"R",63,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",7
115755,"R",1038,"R",2003,"R",52,"R",1188,"Z",0,"Z",0,"R",1188,"R",848,"R",71,"R",22,"Z",0,"Z",0,"R",22,"R",10,"R",45,"R",21
115773,"R",13,"R",67,"R",19,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
115861,"R",1157,"R",2090,"R",55,"R",1169,"R",0,"R",0,"R",1169,"R",902,"R",77,"R",409,"R",0,"R",0,"R",409,"R",230,"R",56,"R",31
115931,"A",,"A",,"A",,"R",142,"R",0,"R",0,"R",142,"R",115,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
116226,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
116350,"A",,"A",,"A",,"R",23,"Z",0,"Z",0,"R",23,"R",16,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
116439,"R",1667,"R",4859,"R",34,"R",1598,"R",0,"R",0,"R",1598,"R",1256,"R",79,"R",784,"R",0,"R",0,"R",784,"R",381,"R",49,"R",31
116563,"A",,"A",,"A",,"R",25,"R",0,"R",0,"R",25,"R",23,"R",92,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
116712,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
116846,"R",6,"R",17,"R",35,"R",10,"R",0,"R",0,"R",10,"R",7,"R",70,"R",0,"Z",0,"R",0,"R",0,"R",0,"A",,"R",7
117052,"R",1042,"R",3930,"R",27,"R",950,"R",0,"R",0,"R",950,"R",597,"R",63,"R",873,"R",0,"R",0,"R",873,"R",396,"R",45,"R",24
117104,"R",99,"R",186,"R",53,"R",63,"R",0,"R",0,"R",63,"R",47,"R",75,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",14
117140,"R",670,"R",1456,"R",46,"R",602,"R",1,"R",0,"R",601,"R",497,"R",83,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",14
117168,"R",116,"R",200,"R",58,"R",92,"R",0,"R",0,"R",92,"R",72,"R",78,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
117195,"R",132,"R",938,"R",14,"R",116,"R",0,"R",0,"R",116,"R",61,"R",53,"R",150,"R",0,"R",0,"R",150,"R",43,"R",29,"R",18
117238,"A",,"A",,"A",,"R",18,"R",0,"R",0,"R",18,"R",16,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
117247,"R",336,"R",3161,"R",11,"R",322,"R",0,"R",0,"R",322,"R",210,"R",65,"R",720,"R",0,"R",0,"R",720,"R",290,"R",40,"R",28
117274,"R",154,"R",1429,"R",11,"R",169,"R",0,"R",0,"R",169,"R",89,"R",53,"R",584,"R",0,"R",0,"R",584,"R",57,"R",10,"R",22
117557,"R",6,"R",9,"R",67,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",18
117575,"R",2,"R",8,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",8
117627,"R",355,"R",595,"R",60,"R",361,"R",0,"R",0,"R",361,"R",282,"R",78,"R",7,"R",0,"R",0,"R",7,"R",3,"R",43,"R",12
117636,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
117645,"R",2339,"R",6411,"R",36,"R",2654,"R",0,"R",0,"R",2654,"R",1887,"R",71,"R",1484,"R",0,"R",0,"R",1484,"R",722,"R",49,"R",28
117672,"R",2,"R",350,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
117690,"R",935,"R",2766,"R",34,"R",793,"R",0,"R",0,"R",793,"R",559,"R",70,"R",637,"R",0,"R",0,"R",637,"R",302,"R",47,"R",26
117706,"R",1914,"R",5213,"R",37,"R",1382,"R",0,"R",0,"R",1382,"R",1001,"R",72,"R",1547,"R",0,"R",0,"R",1547,"R",772,"R",50,"R",27
117715,"R",480,"R",1927,"R",25,"R",270,"R",0,"R",0,"R",270,"R",155,"R",57,"R",535,"R",0,"R",0,"R",535,"R",157,"R",29,"R",20
117724,"R",845,"R",4701,"R",18,"R",451,"R",0,"R",0,"R",451,"R",261,"R",58,"R",1532,"R",0,"R",0,"R",1532,"R",449,"R",29,"R",20
117733,"R",1281,"R",4392,"R",29,"R",979,"R",0,"R",0,"R",979,"R",680,"R",69,"R",1183,"R",0,"R",0,"R",1183,"R",514,"R",43,"R",27
117751,"R",250,"R",508,"R",49,"R",160,"R",0,"R",0,"R",160,"R",138,"R",86,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
117788,"R",1088,"R",4734,"R",23,"R",388,"R",0,"R",0,"R",388,"R",248,"R",64,"R",1617,"R",0,"R",0,"R",1617,"R",574,"R",35,"R",22
117803,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
117867,"R",883,"R",3256,"R",27,"R",524,"R",0,"R",0,"R",524,"R",350,"R",67,"R",842,"R",0,"R",0,"R",842,"R",307,"R",36,"R",26
