UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
101295, 8,  8,"R",1,"R",0
101295,13, 13,"R",5,"R",5
101295,20, 20,"R",1,"R",1
101295,21, 21,"R",1,"R",1
101295,37, 37,"R",2,"R",1
101295,47, 47,"R",1,"R",1
101295,55, 55,"R",1,"R",1
101295,58,999,"R",1112,"R",861
101295,90, 90,"R",1,"R",1
101295,99, 99,"R",1113,"R",862
101435, 1,  1,"R",174,"R",170
101435, 6,  6,"R",2,"R",2
101435,12, 12,"R",37,"R",37
101435,13, 13,"R",25,"R",25
101435,21, 21,"R",2,"R",2
101435,24, 24,"R",2,"R",2
101435,26, 26,"R",1,"R",1
101435,31, 31,"R",1,"R",1
101435,34, 34,"R",1,"R",1
101435,39, 39,"R",3,"R",3
101435,47, 47,"R",1,"R",1
101435,48, 48,"R",3,"R",3
101435,58,999,"R",252,"R",248
101435,99, 99,"R",252,"R",248
101462, 1,  1,"R",226,"R",64
101462,47, 47,"R",8,"R",1
101462,57, 57,"R",4,"R",2
101462,58,999,"R",238,"R",67
101462,98, 98,"R",4,"A",
101462,99, 99,"R",242,"R",67
101480, 1,  1,"R",852,"R",804
101480, 6,  6,"R",1,"R",1
101480, 8,  8,"R",1,"R",1
101480,10, 10,"R",1,"R",1
101480,12, 12,"R",6,"R",6
101480,13, 13,"R",163,"R",162
101480,17, 17,"R",1,"R",1
101480,23, 23,"R",1,"R",1
101480,24, 24,"R",3,"R",3
101480,28, 28,"R",2,"R",2
101480,29, 29,"R",1,"R",1
101480,34, 34,"R",1,"R",1
101480,35, 35,"R",1,"R",1
101480,36, 36,"R",2,"R",1
101480,39, 39,"R",1,"R",0
101480,42, 42,"R",1,"R",1
101480,45, 45,"R",1,"R",1
101480,47, 47,"R",4,"R",4
101480,51, 51,"R",4,"R",3
101480,58,999,"R",1047,"R",995
101480,90, 90,"R",2,"R",2
101480,99, 99,"R",1049,"R",997
101499, 1,  1,"R",309,"R",159
101499,12, 12,"R",41,"R",35
101499,57, 57,"R",8,"Z",0
101499,58,999,"R",358,"R",194
101499,99, 99,"R",358,"R",194
101505, 1,  1,"R",1538,"R",1094
101505, 4,  4,"R",1,"R",0
101505, 6,  6,"R",1,"R",0
101505, 8,  8,"R",1,"R",1
101505,12, 12,"R",3,"R",0
101505,13, 13,"R",2,"R",1
101505,17, 17,"R",1,"R",1
101505,18, 18,"R",1,"R",1
101505,21, 21,"R",1,"R",0
101505,22, 22,"R",1,"R",0
101505,27, 27,"R",1,"R",1
101505,28, 28,"R",1,"R",0
101505,37, 37,"R",1,"R",1
101505,45, 45,"R",1,"R",1
101505,47, 47,"R",3,"R",0
101505,48, 48,"R",2,"R",1
101505,51, 51,"R",2,"R",1
101505,57, 57,"R",3,"R",2
101505,58,999,"R",1564,"R",1105
101505,90, 90,"R",27,"R",11
101505,98, 98,"R",48,"A",
101505,99, 99,"R",1639,"R",1116
101514, 1,  1,"R",1832,"R",1271
101514, 2,  2,"R",1,"R",1
101514, 9,  9,"R",1,"R",1
101514,12, 12,"R",2,"R",1
101514,13, 13,"R",1,"R",0
101514,17, 17,"R",2,"R",2
101514,21, 21,"R",1,"R",1
101514,31, 31,"R",1,"R",0
101514,33, 33,"R",1,"R",0
101514,36, 36,"R",1,"R",1
101514,37, 37,"R",1,"R",1
101514,39, 39,"R",1,"R",1
101514,42, 42,"R",2,"R",2
101514,45, 45,"R",1,"R",1
101514,47, 47,"R",19,"R",11
101514,48, 48,"R",1,"R",0
101514,51, 51,"R",1,"R",0
101514,58,999,"R",1869,"R",1294
101514,98, 98,"R",19,"A",
101514,99, 99,"R",1888,"R",1294
101541, 1,  1,"R",56,"R",54
101541,12, 12,"R",2,"R",2
101541,18, 18,"R",1,"R",0
101541,22, 22,"R",1,"R",1
101541,28, 28,"R",2,"R",2
101541,39, 39,"R",1,"R",1
101541,47, 47,"R",1,"R",1
101541,58,999,"R",64,"R",61
101541,99, 99,"R",64,"R",61
101569, 1,  1,"R",784,"R",548
101569,13, 13,"R",10,"R",10
101569,21, 21,"R",1,"R",1
101569,22, 22,"R",1,"Z",0
101569,36, 36,"R",1,"Z",0
101569,39, 39,"R",1,"R",1
101569,55, 55,"R",1,"R",1
101569,58,999,"R",799,"R",561
101569,99, 99,"R",799,"R",561
101602, 1,  1,"R",469,"R",371
101602,12, 12,"R",14,"R",13
101602,13, 13,"R",6,"R",6
101602,57, 57,"R",3,"R",2
101602,58,999,"R",492,"R",392
101602,99, 99,"R",492,"R",392
101648, 1,  1,"R",113,"R",103
101648, 2,  2,"R",1,"R",1
101648, 6,  6,"R",9,"R",7
101648, 8,  8,"R",4,"R",4
101648, 9,  9,"R",7,"R",7
101648,10, 10,"R",2,"R",2
101648,12, 12,"R",23,"R",22
101648,13, 13,"R",16,"R",15
101648,16, 16,"R",1,"R",1
101648,17, 17,"R",2,"R",2
101648,18, 18,"R",3,"R",3
101648,20, 20,"R",1,"R",1
101648,21, 21,"R",3,"R",3
101648,23, 23,"R",1,"R",1
101648,24, 24,"R",8,"R",8
101648,25, 25,"R",5,"R",4
101648,26, 26,"R",1,"R",1
101648,28, 28,"R",5,"R",5
101648,29, 29,"R",3,"R",3
101648,31, 31,"R",1,"R",1
101648,32, 32,"R",1,"R",1
101648,34, 34,"R",4,"R",4
101648,35, 35,"R",1,"R",1
101648,36, 36,"R",3,"R",3
101648,37, 37,"R",5,"R",5
101648,39, 39,"R",4,"R",4
101648,40, 40,"R",1,"R",1
101648,42, 42,"R",3,"R",3
101648,45, 45,"R",4,"R",4
101648,46, 46,"R",1,"R",1
101648,47, 47,"R",4,"R",4
101648,48, 48,"R",12,"R",12
101648,49, 49,"R",1,"R",1
101648,51, 51,"R",18,"R",18
101648,53, 53,"R",1,"R",1
101648,55, 55,"R",1,"R",1
101648,57, 57,"R",2,"R",2
101648,58,999,"R",275,"R",260
101648,99, 99,"R",275,"R",260
101879, 1,  1,"R",973,"R",945
101879, 5,  5,"R",1,"R",1
101879, 6,  6,"R",1,"R",1
101879, 8,  8,"R",1,"R",1
101879,12, 12,"R",8,"R",8
101879,13, 13,"R",11,"R",9
101879,17, 17,"R",3,"R",3
101879,18, 18,"R",2,"R",2
101879,20, 20,"R",1,"R",1
101879,21, 21,"R",1,"R",1
101879,24, 24,"R",1,"R",1
101879,26, 26,"R",1,"Z",0
101879,27, 27,"R",1,"R",1
101879,28, 28,"R",25,"R",23
101879,29, 29,"R",1,"R",1
101879,39, 39,"R",2,"R",2
101879,42, 42,"R",1,"R",1
101879,47, 47,"R",106,"R",101
101879,48, 48,"R",2,"R",2
101879,51, 51,"R",3,"R",3
101879,53, 53,"R",1,"R",1
101879,55, 55,"R",2,"R",2
101879,57, 57,"R",1,"R",1
101879,58,999,"R",1149,"R",1111
101879,90, 90,"R",24,"R",1
101879,99, 99,"R",1173,"R",1112
101897, 1,  1,"R",583,"R",466
101897,13, 13,"R",3,"R",2
101897,47, 47,"R",1,"R",1
101897,57, 57,"R",1,"Z",0
101897,58,999,"R",588,"R",469
101897,90, 90,"R",1,"R",1
101897,98, 98,"R",2,"A",
101897,99, 99,"R",591,"R",470
101912, 1,  1,"R",59,"R",56
101912, 4,  4,"R",1,"R",1
101912, 5,  5,"R",1,"R",1
101912, 6,  6,"R",29,"R",28
101912, 8,  8,"R",2,"R",2
101912, 9,  9,"R",5,"R",4
101912,10, 10,"R",2,"R",2
101912,11, 11,"R",1,"R",1
101912,12, 12,"R",30,"R",27
101912,13, 13,"R",29,"R",26
101912,17, 17,"R",6,"R",5
101912,18, 18,"R",4,"R",4
101912,19, 19,"R",1,"R",1
101912,21, 21,"R",2,"R",2
101912,22, 22,"R",2,"R",2
101912,24, 24,"R",28,"R",27
101912,25, 25,"R",4,"R",3
101912,26, 26,"R",7,"R",5
101912,27, 27,"R",2,"R",2
101912,28, 28,"R",1,"R",1
101912,29, 29,"R",2,"R",2
101912,31, 31,"R",3,"R",3
101912,34, 34,"R",4,"R",4
101912,36, 36,"R",37,"R",35
101912,37, 37,"R",5,"R",5
101912,39, 39,"R",10,"R",10
101912,42, 42,"R",1,"R",1
101912,44, 44,"R",6,"R",5
101912,45, 45,"R",12,"R",10
101912,47, 47,"R",11,"R",11
101912,48, 48,"R",9,"R",9
101912,51, 51,"R",3,"R",2
101912,53, 53,"R",2,"R",2
101912,58,999,"R",321,"R",299
101912,90, 90,"R",17,"R",13
101912,99, 99,"R",338,"R",312
101949, 1,  1,"R",423,"R",326
101949, 5,  5,"R",1,"R",1
101949,12, 12,"R",3,"R",3
101949,13, 13,"R",10,"R",3
101949,22, 22,"R",1,"R",0
101949,58,999,"R",438,"R",333
101949,99, 99,"R",438,"R",333
102030, 1,  1,"R",716,"R",332
102030,12, 12,"R",15,"R",14
102030,13, 13,"R",1,"R",1
102030,22, 22,"R",2,"R",2
102030,26, 26,"R",1,"R",1
102030,29, 29,"R",14,"R",4
102030,57, 57,"R",3,"R",1
102030,58,999,"R",752,"R",355
102030,90, 90,"R",19,"R",3
102030,98, 98,"R",2,"A",
102030,99, 99,"R",773,"R",358
102067, 1,  1,"R",1075,"R",730
102067, 5,  5,"R",1,"R",0
102067, 6,  6,"R",3,"R",2
102067, 8,  8,"R",1,"R",1
102067,12, 12,"R",6,"R",6
102067,13, 13,"R",7,"R",7
102067,17, 17,"R",1,"R",1
102067,22, 22,"R",1,"R",1
102067,26, 26,"R",3,"R",1
102067,28, 28,"R",6,"R",4
102067,36, 36,"R",1,"R",0
102067,37, 37,"R",1,"R",0
102067,45, 45,"R",2,"R",0
102067,47, 47,"R",4,"R",2
102067,48, 48,"R",2,"R",2
102067,54, 54,"R",1,"R",1
102067,57, 57,"R",8,"R",4
102067,58,999,"R",1123,"R",762
102067,90, 90,"R",1,"R",0
102067,98, 98,"R",20,"A",
102067,99, 99,"R",1144,"R",762
102076, 1,  1,"R",622,"R",509
102076,12, 12,"R",7,"R",7
102076,13, 13,"R",5,"R",5
102076,18, 18,"R",1,"R",1
102076,19, 19,"R",1,"R",0
102076,22, 22,"R",2,"R",1
102076,36, 36,"R",1,"R",1
102076,57, 57,"R",1,"R",1
102076,58,999,"R",640,"R",525
102076,98, 98,"R",12,"A",
102076,99, 99,"R",652,"R",525
102094, 1,  1,"R",1619,"R",1515
102094, 2,  2,"R",1,"R",1
102094, 5,  5,"R",4,"R",3
102094, 6,  6,"R",3,"R",3
102094, 8,  8,"R",1,"R",1
102094,10, 10,"R",1,"R",1
102094,12, 12,"R",143,"R",141
102094,13, 13,"R",23,"R",22
102094,17, 17,"R",29,"R",28
102094,18, 18,"R",2,"R",2
102094,20, 20,"R",1,"R",1
102094,21, 21,"R",2,"R",1
102094,22, 22,"R",8,"R",8
102094,24, 24,"R",2,"R",2
102094,25, 25,"R",2,"R",2
102094,26, 26,"R",1,"R",1
102094,27, 27,"R",2,"R",2
102094,28, 28,"R",114,"R",111
102094,29, 29,"R",1,"R",1
102094,31, 31,"R",1,"R",1
102094,33, 33,"R",1,"R",1
102094,34, 34,"R",2,"R",2
102094,35, 35,"R",1,"R",1
102094,36, 36,"R",3,"R",3
102094,37, 37,"R",2,"R",2
102094,39, 39,"R",6,"R",6
102094,40, 40,"R",3,"R",3
102094,42, 42,"R",2,"R",2
102094,44, 44,"R",1,"R",1
102094,45, 45,"R",1,"R",1
102094,47, 47,"R",4,"R",4
102094,48, 48,"R",10,"R",10
102094,51, 51,"R",1,"R",1
102094,55, 55,"R",4,"R",4
102094,58,999,"R",2001,"R",1888
102094,90, 90,"R",104,"R",9
102094,99, 99,"R",2105,"R",1897
102234, 1,  1,"R",172,"R",167
102234, 2,  2,"R",1,"R",1
102234, 6,  6,"R",1,"R",1
102234, 9,  9,"R",1,"R",0
102234,12, 12,"R",33,"R",29
102234,13, 13,"R",6,"R",6
102234,17, 17,"R",13,"R",12
102234,18, 18,"R",1,"R",1
102234,21, 21,"R",2,"R",2
102234,22, 22,"R",93,"R",92
102234,24, 24,"R",1,"R",0
102234,25, 25,"R",3,"R",3
102234,26, 26,"R",2,"R",2
102234,28, 28,"R",14,"R",14
102234,29, 29,"R",14,"R",14
102234,31, 31,"R",1,"R",1
102234,34, 34,"R",1,"R",1
102234,36, 36,"R",1,"R",1
102234,37, 37,"R",2,"R",2
102234,39, 39,"R",6,"R",6
102234,47, 47,"R",8,"R",7
102234,48, 48,"R",28,"R",27
102234,51, 51,"R",1,"R",1
102234,53, 53,"R",1,"R",1
102234,54, 54,"R",1,"R",1
102234,55, 55,"R",2,"R",2
102234,58,999,"R",409,"R",394
102234,90, 90,"R",8,"R",1
102234,99, 99,"R",417,"R",395
102313, 1,  1,"R",333,"R",146
102313,57, 57,"R",1,"Z",0
102313,58,999,"R",334,"R",146
102313,99, 99,"R",334,"R",146
102368, 1,  1,"R",1329,"R",1047
102368, 4,  4,"R",2,"R",2
102368, 6,  6,"R",3,"R",2
102368, 8,  8,"R",1,"R",1
102368,12, 12,"R",232,"R",189
102368,13, 13,"R",113,"R",50
102368,15, 15,"R",1,"R",0
102368,17, 17,"R",2,"R",1
102368,19, 19,"R",1,"R",1
102368,21, 21,"R",5,"R",0
102368,22, 22,"R",3,"R",3
102368,24, 24,"R",6,"R",6
102368,25, 25,"R",1,"R",1
102368,28, 28,"R",6,"R",5
102368,29, 29,"R",3,"R",3
102368,35, 35,"R",1,"R",1
102368,36, 36,"R",2,"R",2
102368,37, 37,"R",7,"R",5
102368,39, 39,"R",1,"R",1
102368,40, 40,"R",1,"R",1
102368,42, 42,"R",1,"R",1
102368,44, 44,"R",1,"R",1
102368,45, 45,"R",6,"R",2
102368,47, 47,"R",12,"R",10
102368,48, 48,"R",3,"R",1
102368,51, 51,"R",7,"R",3
102368,53, 53,"R",2,"R",1
102368,55, 55,"R",1,"R",1
102368,57, 57,"R",2,"R",1
102368,58,999,"R",1755,"R",1342
102368,90, 90,"R",95,"R",15
102368,98, 98,"R",11,"A",
102368,99, 99,"R",1861,"R",1357
102429, 1,  1,"R",659,"R",478
102429,13, 13,"R",2,"R",1
102429,16, 16,"R",1,"R",1
102429,28, 28,"R",7,"R",3
102429,29, 29,"R",1,"R",0
102429,37, 37,"R",1,"R",1
102429,47, 47,"R",2,"R",1
102429,51, 51,"R",1,"R",0
102429,55, 55,"R",1,"R",1
102429,57, 57,"R",60,"R",53
102429,58,999,"R",735,"R",539
102429,99, 99,"R",735,"R",539
102553, 2,  2,"R",1767,"R",1297
102553, 4,  4,"R",6,"R",5
102553, 5,  5,"R",2,"R",2
102553, 6,  6,"R",15,"R",11
102553, 8,  8,"R",6,"R",4
102553,12, 12,"R",6,"R",5
102553,15, 15,"R",2,"R",2
102553,16, 16,"R",1,"R",1
102553,17, 17,"R",2,"R",2
102553,23, 23,"R",2,"R",2
102553,24, 24,"R",1,"R",1
102553,26, 26,"R",4,"R",3
102553,27, 27,"R",6,"R",2
102553,30, 30,"R",2,"R",2
102553,31, 31,"R",1,"R",0
102553,36, 36,"R",2,"R",2
102553,37, 37,"R",2,"R",1
102553,41, 41,"R",5,"R",5
102553,47, 47,"R",1,"R",0
102553,48, 48,"R",7,"R",5
102553,49, 49,"R",1,"R",1
102553,50, 50,"R",1,"R",1
102553,51, 51,"R",1,"R",1
102553,53, 53,"R",7,"R",5
102553,55, 55,"R",1,"R",1
102553,56, 56,"R",2,"R",1
102553,57, 57,"R",4,"R",3
102553,58,999,"R",1857,"R",1365
102553,90, 90,"R",30,"R",20
102553,99, 99,"R",1887,"R",1385
102614, 2,  2,"R",760,"R",559
102614, 4,  4,"R",5,"R",5
102614, 6,  6,"R",19,"R",18
102614, 8,  8,"R",4,"R",3
102614,12, 12,"R",2,"R",2
102614,13, 13,"R",2,"R",1
102614,15, 15,"R",1,"R",0
102614,16, 16,"R",4,"R",3
102614,17, 17,"R",4,"R",3
102614,20, 20,"R",1,"R",1
102614,22, 22,"R",1,"R",0
102614,24, 24,"R",1,"R",1
102614,26, 26,"R",2,"R",1
102614,27, 27,"R",1,"R",0
102614,29, 29,"R",1,"R",0
102614,31, 31,"R",1,"R",1
102614,36, 36,"R",4,"R",3
102614,37, 37,"R",1,"R",1
102614,41, 41,"R",6,"R",5
102614,42, 42,"R",2,"R",2
102614,44, 44,"R",1,"R",1
102614,47, 47,"R",1,"R",1
102614,48, 48,"R",8,"R",7
102614,50, 50,"R",1,"R",1
102614,51, 51,"R",1,"R",1
102614,53, 53,"R",13,"R",13
102614,55, 55,"R",1,"R",1
102614,56, 56,"R",1,"R",0
102614,57, 57,"R",3,"R",3
102614,58,999,"R",852,"R",637
102614,90, 90,"R",14,"R",7
102614,99, 99,"R",866,"R",644
102632, 2,  2,"R",185,"R",129
102632, 4,  4,"R",1,"R",0
102632, 8,  8,"R",2,"R",2
102632,21, 21,"R",1,"R",1
102632,37, 37,"R",1,"R",0
102632,39, 39,"R",1,"R",1
102632,48, 48,"R",1,"R",1
102632,53, 53,"R",3,"R",3
102632,55, 55,"R",1,"R",1
102632,56, 56,"R",1,"R",0
102632,58,999,"R",197,"R",138
102632,90, 90,"R",2,"R",2
102632,99, 99,"R",199,"R",140
103741, 4,  4,"R",32,"R",1
103741,58,999,"R",32,"R",1
103741,99, 99,"R",32,"R",1
103893, 4,  4,"R",139,"R",68
103893,58,999,"R",139,"R",68
103893,99, 99,"R",139,"R",68
103909, 4,  4,"R",77,"R",21
103909,49, 49,"R",1,"R",0
103909,58,999,"R",78,"R",21
103909,99, 99,"R",78,"R",21
103927, 4,  4,"R",91,"R",30
103927,58,999,"R",91,"R",30
103927,99, 99,"R",91,"R",30
104151, 1,  1,"R",5,"R",4
104151, 2,  2,"R",10,"R",10
104151, 4,  4,"R",4664,"R",4382
104151, 5,  5,"R",6,"R",6
104151, 6,  6,"R",837,"R",794
104151, 8,  8,"R",140,"R",133
104151, 9,  9,"R",30,"R",28
104151,10, 10,"R",10,"R",8
104151,11, 11,"R",2,"R",2
104151,12, 12,"R",39,"R",33
104151,13, 13,"R",37,"R",35
104151,15, 15,"R",26,"R",25
104151,16, 16,"R",35,"R",32
104151,17, 17,"R",215,"R",208
104151,18, 18,"R",29,"R",27
104151,19, 19,"R",26,"R",24
104151,20, 20,"R",14,"R",13
104151,21, 21,"R",9,"R",9
104151,22, 22,"R",9,"R",8
104151,23, 23,"R",4,"R",4
104151,24, 24,"R",30,"R",30
104151,25, 25,"R",54,"R",46
104151,26, 26,"R",70,"R",68
104151,27, 27,"R",100,"R",97
104151,28, 28,"R",4,"R",3
104151,29, 29,"R",25,"R",23
104151,30, 30,"R",7,"R",6
104151,31, 31,"R",18,"R",17
104151,32, 32,"R",73,"R",70
104151,33, 33,"R",15,"R",14
104151,34, 34,"R",62,"R",59
104151,35, 35,"R",51,"R",51
104151,36, 36,"R",65,"R",63
104151,37, 37,"R",30,"R",26
104151,38, 38,"R",12,"R",11
104151,39, 39,"R",63,"R",63
104151,40, 40,"R",7,"R",7
104151,41, 41,"R",43,"R",36
104151,42, 42,"R",95,"R",83
104151,44, 44,"R",4,"R",3
104151,45, 45,"R",5,"R",4
104151,46, 46,"R",11,"R",9
104151,47, 47,"R",16,"R",15
104151,48, 48,"R",154,"R",144
104151,49, 49,"R",18,"R",17
104151,50, 50,"R",4,"R",4
104151,51, 51,"R",43,"R",41
104151,53, 53,"R",115,"R",110
